proteinID,all_MT,unique_MT
G5AZS7,3187,2187
G5AZS8,3088,2122
G5AZS9,6382,4398
G5AZT0,8002,5404
G5AZT5,13537,9419
G5AZW6,3781,2618
G5AZW7,7282,5038
G5AZW8,3790,2601
G5AZX0,5158,3566
G5AZX1,5401,3751
G5AZX2,1612,1105
G5AZX4,12619,8792
G5AZY8,4249,2878
G5AZY9,3907,2674
G5AZZ0,3970,2734
G5AZZ1,10729,7400
G5AZZ4,7237,4955
G5AZZ5,7741,5336
G5AZZ9,7507,5196
G5B001,3097,2147
G5B002,10171,7001
G5B003,1747,1217
G5B005,2431,1678
G5B006,2719,1896
G5B009,12646,8922
G5B012,1288,899
G5B013,2926,1993
G5B015,4510,3102
G5B017,613,418
G5B018,9577,6585
G5B021,7291,5008
G5B023,4474,3119
G5B024,4555,3130
G5B025,4726,3277
G5B029,6742,4583
G5B032,3403,2393
G5B033,5725,3804
G5B035,973,652
G5B037,3088,2146
G5B038,3718,2588
G5B039,5086,3505
G5B040,2332,1633
G5B043,2233,1556
G5B044,10072,7026
G5B047,10225,6895
G5B048,2152,1498
G5B049,10153,6875
G5B050,4087,2785
G5B052,4429,3050
G5B053,12205,8416
G5B054,1333,927
G5B055,6139,4176
G5B056,2404,1650
G5B057,1675,1168
G5B058,6184,4298
G5B059,694,479
G5B061,1684,1171
G5B062,3025,2032
G5B063,2017,1350
G5B064,3421,2329
G5B065,3889,2624
G5B066,1018,686
G5B067,1171,810
G5B069,5014,3446
G5B070,3772,2566
G5B088,22483,15458
G5B092,1252,877
G5B093,3664,2584
G5B096,3061,2123
G5B097,2485,1691
G5B099,3781,2558
G5B0A4,2575,1747
G5B0A5,1207,830
G5B0A6,4114,2815
G5B0A7,6463,4457
G5B0A9,12961,9033
G5B0B1,7390,5057
G5B0B2,7336,5044
G5B0B3,3808,2603
G5B0B4,3466,2348
G5B0B7,8479,5842
G5B0C2,12466,8628
G5B0C3,5464,3734
G5B0C4,5455,3717
G5B0C5,4222,2886
G5B0C6,3385,2270
G5B0C7,1531,1056
G5B0D1,5644,3894
G5B0D2,2467,1662
G5B0D4,4051,2801
G5B0D6,10756,7502
G5B0D8,5392,3729
G5B0E5,2431,1696
G5B0E6,5194,3573
G5B0E7,5176,3562
G5B0E8,3574,2448
G5B0E9,2746,1904
G5B0F0,6229,4293
G5B0F2,3853,2673
G5B0F3,4510,3153
G5B0F4,2980,2073
G5B0F5,5365,3691
G5B0G6,7678,5297
G5B0G8,1351,937
G5B0H3,8002,5589
G5B0H4,2179,1502
G5B0H7,7237,4978
G5B0H8,3115,2132
G5B0H9,8794,5992
G5B0I1,1657,1155
G5B0I2,9442,6465
G5B0I4,1369,941
G5B0I5,15166,10433
G5B0I6,3790,2672
G5B0I7,7867,5479
G5B0J1,2125,1477
G5B0J4,2584,1785
G5B0J5,5086,3413
G5B0J6,2782,1840
G5B0J7,5869,3949
G5B0J9,6985,4807
G5B0K1,6076,4163
G5B0K3,3583,2389
G5B0K6,1423,951
G5B0K7,6706,4611
G5B0K8,6112,4144
G5B0K9,4474,3022
G5B0L0,1729,1187
G5B0L1,4222,2937
G5B0L2,3790,2565
G5B0L3,4564,3137
G5B0L4,10297,7029
G5B0L5,6454,4413
G5B0L6,3178,2210
G5B0L8,4960,3371
G5B0L9,3988,2726
G5B0M1,910,609
G5B0M4,3916,2684
G5B0M9,4096,2796
G5B0N0,4069,2771
G5B0N1,4168,2842
G5B0N2,4033,2751
G5B0N4,3754,2581
G5B0N5,3826,2635
G5B0N6,3646,2506
G5B0N8,4294,3005
G5B0P7,892,611
G5B0P8,1198,824
G5B0P9,910,627
G5B0Q1,11557,7974
G5B0Q3,10801,7406
G5B0Q4,2251,1550
G5B0Q5,6661,4605
G5B0R1,7381,5114
G5B0R2,8245,5697
G5B0R4,26281,17866
G5B0R8,6463,4421
G5B0R9,4249,2943
G5B0S1,1045,722
G5B0S6,3142,2181
G5B0S8,4852,3361
G5B0S9,1288,900
G5B0T5,4456,3068
G5B0T6,5203,3592
G5B0U3,2530,1762
G5B0U4,3178,2167
G5B0U5,2674,1855
G5B0U6,8641,5964
G5B0V1,8146,5588
G5B0V2,3736,2552
G5B0V3,5113,3545
G5B0V4,7795,5300
G5B0V5,6094,4172
G5B0V6,2998,2028
G5B0W3,6382,4317
G5B0W4,28414,19332
G5B0W8,13402,9213
G5B0X0,6472,4404
G5B0X1,1207,826
G5B0X3,2917,2014
G5B0X4,2764,1867
G5B0X6,4159,2878
G5B0X7,2179,1505
G5B0X8,17065,11770
G5B0Y0,4312,2976
G5B0Y3,4006,2746
G5B0Y6,3583,2467
G5B0Y7,4942,3462
G5B0Y9,4294,3007
G5B0Z5,14473,10164
G5B100,2008,1387
G5B101,2881,2002
G5B105,2296,1578
G5B109,3673,2559
G5B110,1504,1048
G5B112,3151,2180
G5B114,1648,1144
G5B115,4078,2845
G5B116,5248,3635
G5B118,2026,1390
G5B119,3556,2422
G5B121,2989,2103
G5B124,5923,4033
G5B125,4942,3422
G5B126,5221,3563
G5B127,6130,4279
G5B129,3097,2119
G5B130,4753,3293
G5B131,9406,6531
G5B132,4897,3414
G5B133,3331,2257
G5B134,1639,1118
G5B135,3025,2082
G5B136,3160,2204
G5B137,2413,1623
G5B138,6481,4478
G5B140,6778,4645
G5B144,4078,2789
G5B146,4015,2756
G5B147,586,412
G5B148,2782,1917
G5B156,5239,3563
G5B161,13582,9453
G5B162,4897,3416
G5B163,6958,4826
G5B171,2305,1563
G5B178,3322,2283
G5B180,1459,1002
G5B182,7084,4877
G5B183,8263,5638
G5B184,9496,6468
G5B187,1945,1313
G5B188,1090,729
G5B190,3358,2308
G5B191,3367,2291
G5B192,3070,2032
G5B193,1792,1232
G5B194,2611,1833
G5B196,1666,1137
G5B198,2782,1899
G5B199,7714,5237
G5B1A0,4996,3385
G5B1A2,3187,2191
G5B1A3,5059,3480
G5B1A4,1054,724
G5B1A6,15004,10431
G5B1A7,12133,8434
G5B1A8,15346,10622
G5B1A9,7363,5127
G5B1B2,2278,1613
G5B1B4,4321,2983
G5B1B5,4348,2989
G5B1B6,7516,5212
G5B1C0,1936,1306
G5B1C2,14050,9667
G5B1C3,2989,2056
G5B1C4,7426,5209
G5B1C5,4933,3396
G5B1C8,1864,1291
G5B1C9,6931,4783
G5B1D1,14221,9934
G5B1D2,8713,5963
G5B1D7,2206,1500
G5B1D9,1324,923
G5B1E2,1801,1243
G5B1E3,2638,1816
G5B1E4,11242,7755
G5B1E5,3079,2119
G5B1G1,6958,4748
G5B1G6,18892,12949
G5B1G7,6364,4368
G5B1G8,2737,1869
G5B1G9,2791,1917
G5B1H0,15859,10832
G5B1H1,6643,4494
G5B1H2,4303,2994
G5B1H4,2188,1506
G5B1H5,3826,2685
G5B1H6,3673,2552
G5B1H9,6166,4259
G5B1I0,7300,4978
G5B1I5,4069,2798
G5B1I6,4753,3251
G5B1I8,6031,4096
G5B1I9,5239,3545
G5B1J0,4510,3061
G5B1J1,2863,1944
G5B1J2,1279,847
G5B1J3,1126,746
G5B1J6,4996,3363
G5B1J8,4150,2792
G5B1K0,6553,4462
G5B1K2,24589,16393
G5B1K3,2395,1591
G5B1K8,26875,18419
G5B1K9,7300,4994
G5B1L2,9748,6680
G5B1L3,883,599
G5B1L5,9667,6642
G5B1L8,9181,6319
G5B1M1,4123,2823
G5B1M4,6724,4719
G5B1Q1,5149,3510
G5B1Q4,2503,1733
G5B1R1,3457,2360
G5B1R2,1504,1012
G5B1R3,9460,6456
G5B1R4,5050,3445
G5B1R5,1225,851
G5B1R6,6805,4723
G5B1R8,14860,10089
G5B1R9,11422,7836
G5B1S0,1621,1104
G5B1S1,1441,954
G5B1S2,3241,2184
G5B1S4,5491,3850
G5B1S6,15859,11016
G5B1S7,5203,3510
G5B1S9,7588,5245
G5B1T1,17353,11942
G5B1T3,4519,3132
G5B1U3,3061,2083
G5B1U5,6562,4503
G5B1U6,1351,931
G5B1V8,4474,3084
G5B1W3,3394,2358
G5B1W6,12970,8974
G5B1W9,11134,7713
G5B1X0,7093,4860
G5B1X1,5383,3716
G5B1X2,4816,3314
G5B1X6,3322,2253
G5B1X7,6337,4331
G5B1X8,2818,1957
G5B1X9,721,513
G5B1Y0,4663,3192
G5B1Y1,1558,1070
G5B1Y2,2053,1416
G5B1Y3,8812,6059
G5B1Y4,3178,2179
G5B1Y5,5860,3921
G5B1Y7,1144,783
G5B1Y8,12979,8751
G5B1Y9,8479,5710
G5B1Z3,1738,1184
G5B1Z4,4168,2832
G5B1Z5,3052,2089
G5B1Z6,3646,2469
G5B1Z9,2998,2088
G5B200,10072,6872
G5B202,11485,7888
G5B204,7696,5344
G5B209,6661,4593
G5B210,3034,2110
G5B211,3610,2491
G5B212,21520,14866
G5B215,6472,4445
G5B221,2503,1727
G5B222,8983,6212
G5B224,3412,2398
G5B225,10666,7269
G5B227,6814,4569
G5B228,1585,1058
G5B229,2368,1587
G5B231,2242,1480
G5B233,2674,1797
G5B242,3016,2075
G5B243,6238,4415
G5B244,1423,978
G5B247,5014,3432
G5B248,4537,3090
G5B249,3880,2649
G5B254,4582,3152
G5B263,6211,4270
G5B264,2521,1714
G5B265,7768,5325
G5B267,9865,6819
G5B268,1945,1372
G5B269,4429,3051
G5B271,2521,1704
G5B274,2332,1564
G5B278,5806,3900
G5B280,7309,4974
G5B281,4051,2753
G5B283,2872,1989
G5B285,3142,2152
G5B286,694,481
G5B287,964,656
G5B290,9739,6560
G5B291,5599,3793
G5B292,3493,2380
G5B293,9640,6598
G5B294,2350,1634
G5B295,1864,1266
G5B296,2044,1417
G5B298,4924,3369
G5B2A0,5770,3907
G5B2A1,2143,1430
G5B2A2,5095,3481
G5B2A3,8506,5926
G5B2B0,10972,7713
G5B2B2,5176,3537
G5B2B3,1864,1311
G5B2B5,6994,4834
G5B2C1,2953,2058
G5B2C2,4951,3420
G5B2C3,40384,27828
G5B2C4,4186,2880
G5B2C6,874,589
G5B2D2,12034,8238
G5B2D4,9226,6234
G5B2D6,3835,2646
G5B2D7,7642,5250
G5B2E0,4681,3278
G5B2E1,6274,4333
G5B2E2,2089,1445
G5B2F3,2224,1547
G5B2F4,2467,1690
G5B2F6,13267,8949
G5B2F7,4573,3048
G5B2F8,3673,2519
G5B2F9,2944,2018
G5B2G0,6931,4750
G5B2G1,784,544
G5B2G2,2512,1680
G5B2G3,4366,2900
G5B2G4,2404,1632
G5B2G5,5482,3769
G5B2G7,2449,1702
G5B2G9,1270,845
G5B2H3,8668,5924
G5B2H4,883,598
G5B2H5,4231,2947
G5B2H7,4762,3259
G5B2H9,2980,2054
G5B2I0,2935,2016
G5B2I1,6526,4365
G5B2I2,15310,10416
G5B2I4,3394,2292
G5B2I6,10846,7433
G5B2I8,6391,4340
G5B2J1,3664,2517
G5B2J4,10099,6938
G5B2J7,2017,1394
G5B2J8,15598,10700
G5B2K0,3403,2323
G5B2K2,7579,5265
G5B2K3,2827,1972
G5B2K4,3268,2248
G5B2K6,16426,11221
G5B2K7,5392,3692
G5B2K9,3403,2366
G5B2L2,6094,4187
G5B2L3,4114,2832
G5B2L5,2863,1996
G5B2L7,3268,2240
G5B2L8,784,526
G5B2L9,2593,1764
G5B2M0,4987,3410
G5B2M1,10243,7017
G5B2M2,16300,11311
G5B2M3,6292,4295
G5B2M5,3718,2513
G5B2M6,4186,2834
G5B2M7,2971,2014
G5B2N0,3808,2609
G5B2N1,9424,6556
G5B2N3,2989,2013
G5B2N4,5896,4026
G5B2N6,3403,2322
G5B2N7,2044,1419
G5B2P0,3601,2492
G5B2P2,7732,5387
G5B2P5,10243,7080
G5B2P6,1216,854
G5B2P7,1990,1362
G5B2P9,3799,2628
G5B2Q0,3772,2593
G5B2Q1,8983,6089
G5B2Q4,12754,8745
G5B2Q6,16237,11041
G5B2Q7,5941,3993
G5B2Q8,5527,3758
G5B2Q9,2143,1480
G5B2R4,5770,3962
G5B2R5,3538,2436
G5B2R6,3988,2745
G5B2R8,19342,13420
G5B2R9,6112,4235
G5B2S0,1405,984
G5B2S1,5761,3956
G5B2S3,5320,3684
G5B2S4,13573,9259
G5B2S6,13303,9137
G5B2S8,3367,2323
G5B2S9,7525,5213
G5B2T3,2809,1935
G5B2T4,6976,4728
G5B2T6,622,430
G5B2T7,1702,1164
G5B2T8,802,549
G5B2U2,5104,3457
G5B2U3,8344,5822
G5B2U6,3205,2167
G5B2U8,7093,4798
G5B2V0,4924,3348
G5B2V1,3934,2695
G5B2V3,4294,2887
G5B2V7,3691,2550
G5B2V9,6076,4190
G5B2W2,3268,2257
G5B2W3,7489,5291
G5B2W4,2665,1832
G5B2W5,4357,2998
G5B2W6,1432,998
G5B2W7,7390,5125
G5B2W8,4726,3269
G5B2X4,3934,2743
G5B2X7,3079,2166
G5B2X8,928,642
G5B2Y0,3097,2136
G5B2Y2,6598,4564
G5B2Y5,9640,6680
G5B2Z1,3394,2383
G5B2Z2,1450,985
G5B2Z4,1963,1329
G5B2Z5,5869,4058
G5B2Z6,6247,4286
G5B2Z7,4942,3404
G5B2Z8,3457,2407
G5B2Z9,2080,1409
G5B302,7318,4999
G5B304,13177,8850
G5B305,3844,2617
G5B306,6310,4265
G5B307,6643,4486
G5B308,5707,3885
G5B309,5500,3832
G5B310,1315,906
G5B311,3025,2088
G5B312,1693,1150
G5B313,964,657
G5B314,3547,2454
G5B315,11026,7525
G5B317,8137,5542
G5B318,5059,3480
G5B319,7255,5012
G5B322,9073,6122
G5B324,4186,2875
G5B327,17182,11737
G5B330,2548,1761
G5B332,847,585
G5B333,4501,3106
G5B334,3223,2190
G5B335,1081,749
G5B336,4618,3213
G5B338,2818,1893
G5B340,2278,1547
G5B342,7165,4850
G5B343,2917,2006
G5B344,14419,9958
G5B349,7012,4858
G5B353,4618,3179
G5B354,2944,1963
G5B357,3484,2372
G5B358,16264,10842
G5B362,2953,1977
G5B363,3448,2370
G5B364,3412,2350
G5B365,1441,987
G5B366,4600,3124
G5B368,4771,3225
G5B370,2026,1386
G5B371,12448,8455
G5B374,3592,2454
G5B375,2755,1850
G5B377,5122,3499
G5B378,1117,769
G5B380,3304,2243
G5B381,13357,9221
G5B382,3799,2630
G5B383,8992,6176
G5B384,1549,1082
G5B387,3079,2105
G5B388,1684,1166
G5B390,4447,3032
G5B392,2287,1582
G5B395,5995,4138
G5B397,9442,6486
G5B399,1747,1209
G5B3A0,1135,768
G5B3A1,1837,1257
G5B3A2,4492,3058
G5B3A3,2503,1762
G5B3A4,6778,4667
G5B3A8,15580,10681
G5B3A9,5986,4025
G5B3B0,10288,7098
G5B3B1,5581,3845
G5B3B5,14869,10330
G5B3C3,1072,754
G5B3C5,6481,4414
G5B3E3,11224,7735
G5B3G2,1333,940
G5B3G3,1999,1364
G5B3G9,2062,1425
G5B3H3,1945,1330
G5B3I0,3718,2548
G5B3I2,3493,2403
G5B3I3,8992,6231
G5B3I5,4753,3309
G5B3I6,6085,4222
G5B3I8,6490,4510
G5B3J1,3880,2693
G5B3J2,21646,14965
G5B3J5,7363,5070
G5B3K8,4312,2908
G5B3L2,11224,7779
G5B3L4,4492,3135
G5B3L8,3268,2272
G5B3M0,622,432
G5B3M1,1558,1072
G5B3M3,4042,2776
G5B3M4,6004,4137
G5B3M6,4465,3081
G5B3M7,4501,3075
G5B3N0,7066,4807
G5B3N1,2944,2002
G5B3N2,4213,2885
G5B3N7,5419,3705
G5B3N8,11404,7880
G5B3N9,3016,2081
G5B3P1,5815,4011
G5B3P3,3421,2392
G5B3P5,4870,3332
G5B3P7,4645,3193
G5B3P8,5284,3590
G5B3Q3,1117,768
G5B3Q6,14725,10080
G5B3Q9,4285,2957
G5B3R0,3250,2235
G5B3R8,3655,2498
G5B3R9,6697,4522
G5B3S0,2512,1689
G5B3S1,4888,3339
G5B3S5,7876,5419
G5B3S9,7651,5244
G5B3T3,1882,1271
G5B3T7,6031,4129
G5B3T9,6094,4166
G5B3U0,4510,3122
G5B3U2,2908,2005
G5B3U4,2818,1921
G5B3U5,2620,1798
G5B3U6,3151,2171
G5B3U7,2530,1739
G5B3V4,2017,1388
G5B3V5,3124,2175
G5B3V6,4402,3077
G5B3W1,6238,4385
G5B3W2,2953,2034
G5B3W3,2548,1754
G5B3W4,1198,836
G5B3W6,3871,2699
G5B3X0,11728,8031
G5B3X2,6454,4452
G5B3X4,6670,4592
G5B3X5,6949,4841
G5B3X8,5770,3992
G5B3X9,12916,9036
G5B3Y0,7597,5234
G5B3Y3,2233,1569
G5B3Y4,8533,5873
G5B3Y6,4546,3112
G5B3Y7,694,482
G5B3Y8,2503,1739
G5B3Z0,12763,8703
G5B3Z9,5554,3845
G5B401,1396,976
G5B402,865,597
G5B403,1495,1030
G5B404,2881,2001
G5B412,4357,2962
G5B413,8866,6055
G5B414,1468,1020
G5B415,1486,1019
G5B416,1405,952
G5B430,1405,973
G5B431,12421,8626
G5B435,10450,7227
G5B436,766,539
G5B437,1801,1244
G5B438,6211,4373
G5B439,7597,5252
G5B442,1144,795
G5B443,1882,1275
G5B444,3097,2137
G5B445,1315,904
G5B446,4744,3264
G5B447,10315,7086
G5B449,2530,1741
G5B450,11287,7805
G5B451,14167,9850
G5B453,4447,3068
G5B457,1531,1037
G5B458,5563,3844
G5B459,3583,2481
G5B462,12466,8627
G5B464,5500,3853
G5B465,17290,11999
G5B466,3421,2338
G5B468,748,526
G5B469,4807,3324
G5B471,1837,1287
G5B475,2521,1761
G5B476,3637,2482
G5B484,8821,5988
G5B486,8893,6089
G5B488,17425,12059
G5B489,1387,952
G5B492,3574,2455
G5B493,3754,2579
G5B494,3529,2399
G5B495,3871,2622
G5B496,3745,2572
G5B497,18685,12779
G5B498,1261,868
G5B499,6535,4543
G5B4A1,6634,4562
G5B4A2,3484,2436
G5B4A5,6355,4368
G5B4A7,3484,2370
G5B4A8,3673,2490
G5B4A9,7291,4964
G5B4B0,4429,3019
G5B4B1,3961,2657
G5B4B2,2944,1958
G5B4B3,2593,1723
G5B4B4,4618,3198
G5B4B7,7705,5266
G5B4B9,6328,4332
G5B4C0,7525,5121
G5B4C2,4006,2714
G5B4C3,2692,1834
G5B4C5,3754,2619
G5B4C6,6139,4149
G5B4C7,2539,1725
G5B4C8,2701,1817
G5B4C9,2539,1701
G5B4D0,1954,1335
G5B4D1,1054,718
G5B4D3,7732,5174
G5B4D4,1990,1384
G5B4D5,1585,1091
G5B4D6,6265,4283
G5B4D8,3601,2414
G5B4E0,1810,1250
G5B4E2,1360,923
G5B4E3,2683,1816
G5B4E4,7660,5161
G5B4E7,5185,3552
G5B4E8,1504,1034
G5B4F1,5554,3874
G5B4F2,9784,6690
G5B4F4,7903,5450
G5B4F6,3628,2496
G5B4F7,2863,1978
G5B4G1,1648,1141
G5B4G2,2656,1815
G5B4G4,4231,2921
G5B4G5,8740,6067
G5B4G6,8371,5735
G5B4G7,802,546
G5B4G8,1468,993
G5B4H4,2161,1492
G5B4I0,1792,1225
G5B4I1,2638,1795
G5B4I2,5032,3472
G5B4I3,4141,2926
G5B4I5,4960,3446
G5B4I6,7732,5306
G5B4J1,2701,1877
G5B4L2,12079,8212
G5B4L3,9649,6647
G5B4L5,3556,2391
G5B4L6,5671,3897
G5B4L7,6463,4395
G5B4L9,1972,1352
G5B4M0,2701,1843
G5B4M3,1027,694
G5B4M4,2782,1862
G5B4M8,2971,2052
G5B4M9,4078,2803
G5B4N0,658,430
G5B4N4,5725,3917
G5B4N6,2701,1832
G5B4N8,1270,879
G5B4P6,7498,5197
G5B4Q0,10414,7185
G5B4Q1,3979,2754
G5B4Q2,4249,2896
G5B4Q3,2215,1530
G5B4Q4,4024,2793
G5B4Q7,10216,7045
G5B4Q8,2926,2023
G5B4R1,4321,2992
G5B4R3,6598,4516
G5B4R5,6265,4295
G5B4R6,6616,4525
G5B4R9,5365,3689
G5B4S0,5851,3966
G5B4S1,6598,4474
G5B4S3,3952,2681
G5B4S4,6004,4110
G5B4S7,1819,1237
G5B4T2,6886,4724
G5B4T3,6040,4060
G5B4T4,2971,2020
G5B4T5,1963,1319
G5B4T7,10441,7200
G5B4U1,11737,8132
G5B4U2,7561,5149
G5B4U3,15616,10490
G5B4U4,6382,4321
G5B4U5,2017,1369
G5B4U6,2134,1462
G5B4U8,5230,3584
G5B4U9,1810,1218
G5B4V0,5176,3469
G5B4V3,5806,3986
G5B4V7,1621,1113
G5B4V8,2944,2015
G5B4W1,2359,1621
G5B4W5,4618,3184
G5B4W7,2134,1450
G5B4W8,2710,1873
G5B4W9,3322,2287
G5B4X1,2134,1473
G5B4X5,685,460
G5B4Y0,3529,2425
G5B4Y1,3061,2137
G5B4Y3,3376,2288
G5B4Y4,10198,7094
G5B4Y6,6526,4479
G5B4Y7,1045,730
G5B4Y8,5455,3745
G5B4Y9,4402,2990
G5B4Z0,1936,1304
G5B4Z1,4627,3172
G5B4Z2,4024,2768
G5B4Z4,2944,1999
G5B4Z6,9685,6624
G5B4Z7,4879,3325
G5B4Z8,1594,1089
G5B4Z9,4600,3118
G5B500,2512,1731
G5B503,8281,5670
G5B504,5905,4066
G5B505,3619,2479
G5B506,5923,4121
G5B507,5302,3703
G5B508,1315,928
G5B510,5023,3463
G5B511,25498,17513
G5B517,3979,2771
G5B519,5662,3942
G5B521,4933,3389
G5B525,3457,2384
G5B529,1594,1100
G5B537,3295,2236
G5B538,1504,1035
G5B539,5356,3664
G5B540,6049,4076
G5B541,1495,999
G5B546,11350,7802
G5B547,8335,5781
G5B552,2557,1771
G5B553,8119,5629
G5B554,3412,2382
G5B557,1027,687
G5B558,3358,2318
G5B560,9856,6721
G5B561,5149,3485
G5B564,8110,5617
G5B567,3844,2696
G5B569,8992,6084
G5B572,955,645
G5B573,6463,4419
G5B577,3799,2600
G5B578,4105,2813
G5B579,5230,3624
G5B580,1135,772
G5B583,4996,3470
G5B584,6778,4654
G5B585,4663,3168
G5B586,3511,2429
G5B589,6427,4434
G5B590,3853,2631
G5B591,3916,2682
G5B595,11944,8360
G5B596,3988,2668
G5B597,739,494
G5B599,2728,1891
G5B5A0,2629,1807
G5B5A1,6499,4490
G5B5A2,5995,4066
G5B5A3,6634,4484
G5B5A4,3646,2477
G5B5A5,1063,739
G5B5A6,2206,1500
G5B5A7,2422,1648
G5B5B0,2404,1612
G5B5B1,1468,1015
G5B5B2,2953,2016
G5B5B3,13276,9001
G5B5B4,6670,4539
G5B5B5,5302,3567
G5B5B6,2665,1795
G5B5B7,8146,5495
G5B5B8,2764,1887
G5B5B9,4429,3058
G5B5C1,2035,1382
G5B5C3,8956,5992
G5B5C5,17740,12130
G5B5C7,5158,3493
G5B5C8,3601,2484
G5B5C9,2467,1659
G5B5D1,2071,1397
G5B5D2,5284,3590
G5B5D3,1540,1063
G5B5D5,2548,1770
G5B5D6,3529,2402
G5B5D7,4870,3324
G5B5D9,39871,27454
G5B5E2,1135,768
G5B5E3,2062,1414
G5B5E4,15976,10987
G5B5E7,1315,891
G5B5F0,6319,4357
G5B5F1,7642,5197
G5B5F2,11557,7801
G5B5F5,3070,2116
G5B5F6,9388,6339
G5B5F7,12043,8112
G5B5F8,2485,1675
G5B5F9,7588,5089
G5B5G1,3115,2137
G5B5G2,17704,12362
G5B5G4,3403,2371
G5B5G6,6760,4585
G5B5G7,8569,5825
G5B5G8,5464,3800
G5B5G9,2134,1467
G5B5H0,5518,3804
G5B5H1,10180,6892
G5B5H3,2818,1911
G5B5H6,1828,1276
G5B5H7,3799,2625
G5B5I5,17488,12181
G5B5I6,2584,1769
G5B5I7,3070,2143
G5B5J4,4033,2816
G5B5J5,1621,1134
G5B5J6,3700,2571
G5B5J8,9541,6379
G5B5J9,4321,2978
G5B5K0,3646,2520
G5B5K1,1675,1152
G5B5K5,2161,1480
G5B5K6,4105,2786
G5B5K7,3736,2565
G5B5K8,3979,2729
G5B5K9,3070,2061
G5B5L0,7714,5238
G5B5L1,6976,4714
G5B5L2,9406,6531
G5B5L3,32095,21964
G5B5L4,4906,3370
G5B5L5,5374,3772
G5B5L6,2314,1588
G5B5L7,1405,937
G5B5L8,2422,1664
G5B5L9,3853,2627
G5B5M1,4411,3063
G5B5M3,8479,5797
G5B5M6,973,665
G5B5M7,3115,2109
G5B5M8,19234,13055
G5B5N0,5113,3551
G5B5N1,8785,6014
G5B5N2,3133,2117
G5B5N8,2278,1549
G5B5P0,3079,2132
G5B5P1,5356,3712
G5B5P2,5356,3735
G5B5P4,22852,15524
G5B5P8,14239,9567
G5B5P9,3367,2352
G5B5Q3,3961,2703
G5B5Q4,2503,1739
G5B5Q5,23185,15674
G5B5Q6,4897,3278
G5B5Q7,3313,2251
G5B5Q8,2872,1966
G5B5R1,1954,1347
G5B5R3,1315,924
G5B5R5,1864,1276
G5B5R7,4771,3269
G5B5S0,7561,5191
G5B5S2,4654,3253
G5B5S3,3637,2544
G5B5S4,3259,2253
G5B5S5,5671,3898
G5B5S7,4429,3027
G5B5T2,1450,1002
G5B5T4,1279,889
G5B5T5,4609,3166
G5B5T8,2242,1552
G5B5T9,2026,1385
G5B5U0,3754,2613
G5B5U5,3574,2393
G5B5U6,3115,2153
G5B5U7,1351,942
G5B5U8,10945,7533
G5B5U9,9397,6595
G5B5V4,5662,3923
G5B5V6,14122,9660
G5B5V9,44587,30563
G5B5W0,3160,2160
G5B5W3,8857,6063
G5B5W4,1513,1012
G5B5W5,6085,4156
G5B5W6,7912,5429
G5B5W7,10693,7426
G5B5W8,7705,5248
G5B5W9,3259,2268
G5B5X1,8578,5887
G5B5X2,1819,1214
G5B5X3,3979,2678
G5B5X4,3628,2555
G5B5X5,2377,1608
G5B5X8,8398,5682
G5B5X9,1945,1347
G5B5Y1,3565,2378
G5B5Y4,964,671
G5B5Y5,4483,3072
G5B5Y6,5626,3889
G5B5Y7,4186,2871
G5B5Z1,4411,3115
G5B5Z8,2377,1641
G5B5Z9,3376,2316
G5B600,3232,2237
G5B601,52138,36782
G5B602,22393,15440
G5B603,2503,1742
G5B604,3853,2692
G5B610,2773,1869
G5B611,2674,1821
G5B612,1711,1169
G5B613,2575,1771
G5B615,4357,3042
G5B618,18586,12906
G5B623,3205,2236
G5B624,2413,1658
G5B625,10441,7163
G5B626,10072,6942
G5B628,3466,2388
G5B629,2530,1728
G5B630,1225,848
G5B631,2440,1635
G5B632,5122,3489
G5B633,5140,3449
G5B634,6841,4613
G5B637,2206,1506
G5B642,3475,2390
G5B643,4087,2774
G5B644,1288,864
G5B645,1396,929
G5B649,658,430
G5B650,5356,3697
G5B651,7327,5030
G5B652,4510,3142
G5B655,6013,4185
G5B660,5977,4094
G5B662,1684,1143
G5B663,4339,2955
G5B666,4114,2851
G5B667,6976,4771
G5B672,5050,3451
G5B675,5086,3505
G5B678,2359,1621
G5B679,2089,1445
G5B681,1369,924
G5B684,3601,2450
G5B685,4645,3165
G5B687,3322,2258
G5B688,3907,2680
G5B689,4348,2969
G5B690,1522,1033
G5B691,4411,3029
G5B692,11341,7786
G5B695,1135,787
G5B697,6292,4313
G5B698,5779,4057
G5B6A8,5662,3971
G5B6A9,22501,15608
G5B6B0,19252,13075
G5B6B1,5860,3935
G5B6B2,5563,3753
G5B6B4,12493,8440
G5B6B5,4411,3042
G5B6B6,1612,1084
G5B6B7,6175,4215
G5B6B9,4042,2737
G5B6C0,5329,3623
G5B6C1,3205,2208
G5B6C2,17983,12355
G5B6C6,6580,4526
G5B6D4,3889,2700
G5B6D6,6283,4361
G5B6D7,7417,5142
G5B6D9,3799,2625
G5B6E8,3736,2606
G5B6E9,18883,13035
G5B6F2,2197,1488
G5B6F3,2620,1758
G5B6F4,2278,1538
G5B6F5,6067,4138
G5B6F6,4897,3446
G5B6F8,2449,1709
G5B6F9,631,419
G5B6G0,3169,2199
G5B6G1,3772,2577
