proteinID,all_MT,unique_MT
P63318,6283,4303
P63321,1864,1298
P63328,4699,3249
P67778,2458,1678
P67871,1945,1365
P68040,2863,1962
P68181,3169,2198
P68254,2215,1542
P68404,6049,4203
P68500,9892,6756
P69566,5887,4030
P70122,2260,1570
P70124,3385,2359
P70126,3718,2555
P70158,4015,2761
P70160,1234,847
P70166,5059,3452
P70168,7894,5447
P70169,3718,2571
P70175,7651,5250
P70178,6481,4297
P70180,4834,3284
P70181,4861,3334
P70182,4924,3366
P70186,2908,2025
P70190,2701,1889
P70191,5032,3497
P70194,4942,3404
P70195,2503,1700
P70196,4780,3344
P70206,17056,11668
P70207,17056,11732
P70217,3061,2074
P70218,7453,5077
P70224,2503,1679
P70232,10891,7513
P70236,3016,2079
P70248,9901,6817
P70255,3961,2696
P70261,7741,5277
P70265,4672,3241
P70266,4249,2953
P70268,8524,5728
P70269,3583,2430
P70270,6733,4624
P70271,2980,2036
P70275,6985,4807
P70277,3367,2296
P70278,3547,2449
P70279,3205,2218
P70280,1990,1371
P70281,2296,1610
P70284,2458,1679
P70288,4402,3067
P70290,4204,2920
P70295,3700,2479
P70297,4942,3410
P70302,6175,4251
P70303,5284,3663
P70313,10828,7314
P70314,2845,1942
P70315,4690,3132
P70318,3538,2432
P70321,2584,1760
P70325,4978,3415
P70326,4672,3221
P70327,3934,2668
P70335,12196,8527
P70336,12502,8739
P70338,3817,2618
P70339,2476,1653
P70340,4195,2890
P70343,3367,2346
P70345,1747,1157
P70347,4042,2800
P70348,3934,2719
P70349,1144,798
P70352,2791,1868
P70353,3025,2080
P70354,1846,1248
P70362,2773,1909
P70365,13033,8914
P70371,3799,2626
P70372,2944,2032
P70375,4024,2779
P70377,2215,1521
P70378,2035,1383
P70379,2233,1531
P70380,1738,1214
P70387,3241,2195
P70388,11818,8324
P70389,5437,3668
P70390,2989,2008
P70392,10711,7398
P70396,2611,1804
P70397,1585,1089
P70398,23041,15964
P70399,17731,12156
P70402,4357,2974
P70404,3547,2441
P70406,2791,1883
P70407,991,690
P70408,7102,4901
P70412,5464,3760
P70425,1963,1363
P70426,1981,1363
P70428,6472,4458
P70434,4123,2781
P70436,2170,1472
P70441,3205,2206
P70444,1765,1225
P70451,7417,5164
P70452,2692,1865
P70453,4114,2828
P70458,3655,2502
P70459,4969,3340
P70460,3385,2303
P70660,2206,1488
P70661,1936,1308
P70662,3709,2538
P70663,5860,4105
P70665,4879,3331
P70669,6751,4667
P70671,3781,2559
P70677,2503,1738
P70695,3061,2088
P70697,3313,2229
P70698,5329,3661
P70699,8587,5799
P70700,10225,7023
P70701,3763,2566
P79621,10405,7074
P80205,3205,2188
P80206,613,416
P80313,4906,3380
P80314,4825,3319
P80315,4861,3330
P80316,4879,3378
P80317,4789,3305
P80318,4915,3394
P80560,9019,6194
P81069,3736,2545
P81117,3790,2664
P81122,11899,8026
P81183,4744,3330
P81270,4384,3019
P82343,3880,2657
P82348,2629,1789
P82349,2890,1984
P82350,3493,2339
P83093,6724,4648
P83510,11917,8208
P83714,1846,1240
P83741,21403,14475
P83870,1000,708
P83877,1288,906
P83887,4069,2801
P83917,1675,1169
P84084,1630,1112
P84086,1216,838
P84089,946,668
P84091,3925,2718
P84096,1729,1191
P84099,1774,1224
P86049,4807,3309
P86174,4879,3322
P86547,865,594
P86793,1207,826
P97290,4546,3090
P97291,7201,4987
P97297,1666,1139
P97298,3763,2559
P97299,2665,1858
P97300,3583,2470
P97302,6661,4620
P97303,7561,5194
P97305,9685,6625
P97306,3637,2501
P97310,8146,5625
P97311,7399,5115
P97313,37162,25625
P97314,1747,1216
P97315,1747,1213
P97318,1783,1255
P97321,6859,4746
P97325,3376,2300
P97326,7120,4920
P97328,2692,1835
P97329,7993,5493
P97333,8317,5751
P97334,3268,2232
P97343,3781,2596
P97346,3925,2670
P97348,1900,1298
P97350,6562,4512
P97351,2386,1658
P97352,892,605
P97357,4087,2834
P97358,5284,3662
P97360,4375,3013
P97363,5050,3453
P97366,7291,5040
P97368,3412,2343
P97369,3061,2114
P97371,2251,1572
P97372,2161,1504
P97378,7876,5410
P97379,4348,2986
P97384,4537,3086
P97386,8614,5943
P97390,5140,3540
P97391,1243,865
P97393,13519,9408
P97399,8416,5890
P97401,2917,2010
P97402,3619,2490
P97411,4312,2983
P97412,34102,23458
P97427,5158,3555
P97428,1819,1240
P97429,2881,1983
P97431,4213,2923
P97432,8902,6122
P97433,15247,10503
P97435,9631,6605
P97436,2143,1473
P97440,2485,1716
P97443,4420,3074
P97449,8704,5999
P97450,982,684
P97452,6598,4488
P97454,4195,2897
P97457,1531,1070
P97459,5356,3596
P97460,7354,5027
P97461,1846,1274
P97463,1765,1179
P97464,6724,4636
P97465,4348,2940
P97467,8821,6026
P97469,2431,1682
P97470,2773,1922
P97471,4969,3417
P97473,3295,2233
P97474,2863,1966
P97477,3565,2458
P97478,1963,1342
P97479,19945,13780
P97480,4600,3165
P97481,7876,5398
P97489,3646,2452
P97492,4933,3338
P97493,1504,1020
P97494,5743,3967
P97496,9946,6888
P97499,23671,16051
P97504,5869,4052
P97737,4294,2916
P97760,2485,1731
P97762,1927,1343
P97764,2746,1867
P97765,2359,1621
P97766,1828,1241
P97767,5329,3623
P97769,1837,1230
P97770,4555,3139
P97783,820,565
P97785,4222,2914
P97789,15481,10706
P97792,3295,2261
P97793,14599,9871
P97797,4627,3159
P97798,13447,9171
P97801,2602,1793
P97807,4573,3123
P97812,3709,2485
P97813,8407,5731
P97814,3745,2591
P97817,4105,2837
P97819,7273,4947
P97820,11107,7619
P97821,4168,2876
P97823,2080,1428
P97825,1396,948
P97855,4195,2875
P97863,5140,3520
P97864,2737,1908
P97865,2872,1965
P97868,16120,11141
P97872,4807,3292
P97873,5473,3742
P97927,16354,11290
P97929,29971,20708
P97930,1918,1314
P97931,2764,1901
P97946,3232,2245
P97950,2143,1486
P97952,1972,1352
P97953,3745,2602
P98064,6346,4386
P98078,6715,4616
P98083,5221,3533
P98084,6760,4703
P98086,2215,1497
P98154,4942,3394
P98156,7867,5502
P98192,6112,4169
P98203,8668,5834
P99025,766,522
P99026,2386,1616
P99027,1045,721
P99028,811,558
P99029,1900,1269
Q00262,2611,1808
Q00286,2629,1805
Q00288,4123,2797
Q00417,2737,1880
Q00420,3457,2368
Q00422,4096,2842
Q00493,4294,2961
Q00519,12025,8219
Q00547,7156,5037
Q00560,8263,5665
Q00612,4645,3214
Q00623,2386,1635
Q00651,9361,6428
Q00690,5518,3813
Q00724,1819,1255
Q00780,6706,4489
Q00993,8002,5395
Q00LT2,487,323
Q00PI9,6715,4626
Q01063,6733,4651
Q01065,4825,3325
Q01102,6922,4772
Q01114,4222,2874
Q01147,3079,2102
Q01149,12358,8317
Q01320,13762,9557
Q01339,3115,2153
Q01405,6895,4728
Q01514,5311,3682
Q01705,22789,15838
Q01730,2503,1729
Q01822,2962,2003
Q01853,7264,5018
Q01887,5356,3655
Q02053,9532,6545
Q02085,2386,1635
Q02105,2224,1497
Q02111,6373,4430
Q02242,2602,1759
Q02248,7039,4821
Q02357,16768,11445
Q02384,12007,8304
Q02496,5689,3788
Q02591,2314,1571
Q02596,1369,923
Q02614,2782,1935
Q02650,3529,2394
Q02788,9316,6348
Q02819,4141,2860
Q02853,4438,2992
Q03137,8884,6121
Q03141,6787,4669
Q03142,7201,4876
Q03145,8803,6029
Q03146,8209,5537
Q03147,3124,2135
Q03160,4825,3277
Q03249,3547,2422
Q03265,4987,3407
Q03267,3889,2706
Q03288,1189,808
Q03311,5437,3735
Q03347,4069,2747
Q03350,10558,7369
Q03358,2413,1633
Q03385,7678,5247
Q03404,1171,807
Q03517,5563,3885
Q03526,5635,3905
Q03958,1153,792
Q03963,4645,3245
Q04211,1432,986
Q04519,5653,3849
Q04592,16903,11803
Q04690,25579,17603
Q04692,9199,6420
Q04735,4474,3066
Q04736,4879,3344
Q04742,2323,1581
Q04750,6913,4899
Q04841,3007,2025
Q04857,9235,6305
Q04859,5608,3859
Q04863,5032,3416
Q04886,4186,2860
Q04887,4573,3161
Q04888,4204,2880
Q04891,5527,3809
Q04892,2170,1489
Q04899,4069,2784
Q04997,3304,2193
Q04998,3826,2635
Q05020,883,602
Q05117,2953,2008
Q05186,2935,2044
Q05306,6130,4101
Q05421,4447,3074
Q05512,6508,4451
Q05722,8299,5582
Q05769,5446,3753
Q05793,33373,22743
Q05860,13204,9062
Q05895,8614,5965
Q05910,7444,5101
Q05915,2179,1487
Q05920,10612,7240
Q05921,6625,4583
Q05922,2872,1942
Q059U7,8488,5813
Q05A13,2854,1964
Q05A36,5878,3976
Q05A56,4339,2979
Q05A62,1720,1196
Q05A80,9289,6381
Q05AA6,8623,5942
Q05AH6,3439,2343
Q05BC3,7336,5004
Q05BQ1,10621,7127
Q05CL8,5140,3573
Q05D44,10954,7665
Q06138,3079,2165
Q06186,1882,1270
Q06194,20881,14481
Q06219,5392,3722
Q06348,2233,1509
Q06507,3151,2176
Q06649,5041,3437
Q06770,3583,2459
Q06806,10216,6923
Q06986,2935,2020
Q07076,4177,2852
Q07079,2449,1695
Q07105,3979,2719
Q07113,22357,15387
Q07139,8227,5670
Q07174,4213,2903
Q07230,5536,3858
Q07231,5005,3478
Q07235,3583,2447
Q07243,6085,4185
Q07279,3367,2290
Q07409,9262,6304
Q07417,3718,2536
Q07456,3151,2167
Q07475,622,423
Q07563,13240,8851
Q07643,6202,4130
Q07646,3025,2060
Q07763,3583,2469
Q07797,5203,3538
Q07813,1738,1173
Q07832,5437,3734
Q07916,2719,1863
Q07968,6031,4174
Q08024,1693,1171
Q08048,6562,4590
Q08091,2683,1873
Q08093,2755,1915
Q08122,6958,4785
Q08189,6247,4308
Q08274,5995,4044
Q08288,3502,2461
Q08297,3061,2087
Q08331,2449,1709
Q08351,5635,3807
Q08369,3979,2677
Q08423,793,551
Q08481,6553,4536
Q08501,5482,3797
Q08509,7399,5104
Q08535,1207,801
Q08624,2386,1656
Q08639,3700,2569
Q08642,6067,4158
Q08652,1216,842
Q08761,6085,4227
Q08775,5374,3637
Q08874,4744,3273
Q08879,6355,4446
Q08890,4978,3436
Q08943,6382,4436
Q08AT1,2404,1624
Q08AU9,883,599
Q08EC4,7246,4962
Q09014,3520,2421
Q09199,4600,3143
Q09200,4807,3235
Q09324,3862,2689
Q09M02,7984,5394
Q09M05,6904,4781
Q09PK2,3061,2091
Q09TK9,955,662
Q09XV5,23248,15982
Q0GA42,8569,5774
Q0GGX2,12277,8341
Q0GNC1,11467,7800
Q0II04,4078,2879
Q0KK55,15688,10693
Q0KK56,8488,5872
Q0KK59,23374,16123
Q0KL01,2989,2046
Q0P523,1450,994
Q0P557,4843,3345
Q0P5W1,12853,8876
Q0P5X1,15067,10496
Q0P5X5,6454,4487
Q0P5Y3,1540,1065
Q0V8T9,11746,8051
Q0VAV2,17650,12152
Q0VAY3,3232,2232
Q0VB07,3376,2328
Q0VBB0,1603,1104
Q0VBD2,7975,5483
Q0VBK2,4078,2785
Q0VBL3,8668,5849
Q0VBL6,5968,4050
Q0VBM2,9118,6312
Q0VBV7,9937,6843
Q0VDQ9,4285,2950
Q0VDT2,3070,2105
Q0VE29,1459,1007
Q0VEE6,5968,4156
Q0VEJ0,5941,4058
Q0VET5,5986,4099
Q0VF22,6130,4229
Q0VF58,10234,6887
Q0VG18,1090,742
Q0VG49,1423,962
Q0VGM9,10837,7415
Q0VGY8,16714,11385
Q0ZCJ7,3799,2550
Q0ZLH2,3178,2175
Q10470,4834,3296
Q10738,2386,1633
Q11011,8290,5688
Q11131,3511,2359
Q11136,4447,3044
Q11204,3160,2158
Q148B6,4330,2903
Q148R4,9163,6446
Q148R9,2143,1428
Q148V7,10954,7483
Q148V8,10891,7352
Q148W8,10252,7038
Q149C2,5635,3920
Q149F1,4987,3404
Q149G0,1504,1037
Q149L0,2548,1704
Q149L6,3421,2376
Q149L7,3511,2408
Q149S1,4033,2793
Q149T7,4573,3087
Q14A28,955,653
Q14AI0,3601,2489
Q14AI6,3106,2091
Q14AM7,2485,1698
Q14AW5,6346,4405
Q14AX6,13366,9129
Q14B46,5446,3741
Q14B48,9316,6415
Q14B70,6238,4297
Q14B98,2341,1578
Q14BA6,2737,1858
Q14BB9,1729,1153
Q14BI5,13177,9078
Q14BI7,12457,8553
Q14BK3,1873,1315
Q14BP6,3529,2406
Q14BT6,3079,2118
Q14BU0,1252,866
Q14BV6,2800,1872
Q14C37,1171,790
Q14CH1,7768,5318
Q14CH7,8830,5911
Q14DK4,7219,4868
Q14DK5,7129,4836
Q14DN9,4186,2879
Q14DQ1,1783,1211
Q18PI6,2971,2056
Q1EG27,11755,8129
Q1H9T6,6139,4252
Q1HDU4,5842,3938
Q1HFZ0,6823,4702
Q1HKZ5,8641,5950
Q1HL35,3466,2356
Q1PSW8,7705,5274
Q1RLL3,4987,3411
Q1RNF8,4888,3282
Q1W617,13285,9170
Q1WG82,2404,1632
Q24JP3,2890,1960
Q2EMV9,16363,11366
Q2EY15,10729,7298
Q2KHI9,5824,3975
Q2KN98,10072,6959
Q2LKU9,10648,7295
Q2M2N2,3538,2441
Q2M3X8,5230,3602
Q2MH31,2350,1613
Q2MHE5,2989,2059
Q2MV57,6310,4298
Q2NKI2,3052,2059
Q2PZL6,44839,30663
Q2TA50,1027,708
Q2TA57,3250,2157
Q2TB02,2953,1976
Q2TBA3,7498,5141
Q2TBE6,4321,2976
Q2TJ95,2503,1735
Q2TPA8,4420,3053
Q2UY11,10279,6983
Q2VPA6,9631,6612
Q2VWQ2,7300,5089
Q2WF71,6904,4608
Q2WG77,1819,1267
Q2YDW2,5014,3395
Q2YDW7,3151,2180
Q30D77,15607,10490
Q30KN4,685,478
Q30KN8,649,435
Q30KP6,595,416
Q31099,2359,1600
Q32KG4,12061,7974
Q32KI9,5167,3516
Q32LZ8,3898,2634
Q32M00,1117,769
Q32M02,4438,3023
Q32M07,4321,2987
Q32M08,2926,2018
Q32M26,1801,1205
Q32M27,2269,1536
Q32MD9,11260,7680
Q32MG2,4024,2772
Q32NY8,4411,2996
Q32P12,5545,3750
Q32Q92,3781,2580
Q33DR2,3691,2533
Q33DR3,3619,2462
Q38HM4,3160,2203
Q3B7Z2,7255,4999
Q3HNM7,5221,3562
Q3KNI6,1972,1370
Q3KNJ2,2665,1812
Q3KNL4,847,577
Q3KNY5,1081,748
Q3KQP7,1270,870
Q3LAC4,14392,9982
Q3LR78,10783,7495
Q3MI48,2863,1930
Q3MI99,3682,2517
Q3SXB8,2458,1685
Q3SXC5,1738,1189
Q3SXD3,1801,1244
Q3SYK4,6670,4516
Q3SYP2,2422,1659
Q3T9Z9,5203,3626
Q3TA59,2854,1927
Q3TAA7,9658,6506
Q3TAP4,7894,5238
Q3TAQ9,8101,5537
Q3TAS6,2332,1553
Q3TB82,2521,1728
Q3TBD2,9010,6177
Q3TBL6,1846,1288
Q3TBW2,2368,1604
Q3TC33,2350,1637
Q3TC46,6940,4754
Q3TC72,2827,1912
Q3TC93,3565,2425
Q3TCH7,6841,4742
Q3TCJ1,3745,2592
Q3TCJ8,1828,1277
Q3TCN2,5356,3636
Q3TCV3,7732,5330
Q3TCX3,5518,3747
Q3TD16,6085,4199
Q3TDD9,7030,4854
Q3TDE8,2557,1781
Q3TDK6,2593,1756
Q3TDN2,4015,2769
Q3TDX8,4762,3290
Q3TEE9,4960,3396
Q3TEI4,9217,6215
Q3TES0,10765,7371
Q3TFD2,4816,3274
Q3TFK5,3745,2572
Q3TFQ1,1774,1225
Q3TFZ4,6175,4309
Q3TGF2,1189,844
Q3TGW2,5131,3495
Q3THJ3,1540,1074
Q3THK3,4582,3164
Q3THK7,6247,4291
Q3THS6,3565,2466
Q3TIR1,3763,2573
Q3TIR3,4780,3250
Q3TIU4,5482,3764
Q3TIX6,5185,3557
Q3TIX9,5086,3538
Q3TJ91,9253,6282
Q3TJD7,4123,2825
Q3TKY6,4231,2936
Q3TL26,3574,2444
Q3TL44,8785,5906
Q3TLD5,4789,3307
Q3TLH4,25624,17572
Q3TLP5,2674,1791
Q3TLR7,6571,4481
Q3TLS3,3484,2340
Q3TMH2,3772,2628
Q3TMP1,7948,5507
Q3TMV7,4492,3103
Q3TMW1,4951,3394
Q3TN34,9091,6125
Q3TNA1,4969,3379
Q3TNH5,3763,2624
Q3TNL8,5005,3422
Q3TP92,2206,1502
Q3TPX4,6382,4470
Q3TQ03,3385,2293
Q3TQ88,2449,1667
Q3TQB2,4393,2975
Q3TQF0,4573,3132
Q3TQI7,2611,1807
Q3TQS0,3790,2673
Q3TRM4,11953,8059
Q3TRM8,8308,5605
Q3TRR0,5824,4057
Q3TS39,1153,790
Q3TSG4,3565,2461
Q3TTA7,7480,5155
Q3TTI8,2782,1916
Q3TTJ4,2647,1829
Q3TTL0,3142,2165
Q3TTP0,5761,3960
Q3TTY0,13312,9122
Q3TUA9,3151,2157
Q3TUF7,12673,8592
Q3TUH1,2161,1469
Q3TUL7,4681,3223
Q3TUU5,2035,1410
Q3TV65,4393,2989
Q3TV70,1270,868
Q3TVC7,3214,2201
Q3TVI8,6553,4481
Q3TVP5,3187,2191
Q3TVW5,4483,3133
Q3TWF6,5923,4082
Q3TX08,5977,4083
Q3TX51,3313,2270
Q3TXS7,8587,5943
Q3TXU5,3331,2292
Q3TXZ1,2161,1493
Q3TY60,2998,2049
Q3TY65,3889,2677
Q3TY86,5455,3695
Q3TY92,9037,5977
Q3TYA6,7732,5402
Q3TYD4,4735,3217
Q3TYG6,9028,6122
Q3TYR5,2296,1608
Q3TYS2,1693,1144
Q3TYV2,4636,3150
Q3TYX2,2161,1463
Q3TYX3,3754,2598
Q3TYX8,5077,3491
Q3TZ65,2503,1685
Q3TZA2,3088,2138
Q3TZI6,3421,2349
Q3TZX3,2890,1963
Q3TZX8,6436,4380
Q3U034,4249,2945
Q3U0B3,2350,1610
Q3U0D9,8191,5668
Q3U0K8,4915,3419
Q3U0P1,9946,6825
Q3U0P5,4105,2778
Q3U0V2,2800,1906
Q3U108,5320,3627
Q3U128,4636,3194
Q3U129,3223,2229
Q3U132,4132,2856
Q3U133,5878,3989
Q3U182,6238,4190
Q3U186,5212,3573
Q3U1C4,7732,5302
Q3U1C6,2656,1815
Q3U1D0,6886,4734
Q3U1D9,2854,1964
Q3U1F9,3871,2669
Q3U1G5,2323,1592
Q3U1J4,10270,7070
Q3U1N2,10180,6889
Q3U1T3,2917,2054
Q3U1U7,6319,4299
Q3U1V6,4249,2902
Q3U1V8,9703,6597
Q3U1Y4,13501,9053
Q3U1Z5,1441,975
Q3U269,4465,3083
Q3U276,1072,709
Q3U285,5410,3717
Q3U288,6004,4159
Q3U2A8,9550,6437
Q3U2I3,8785,5864
Q3U2J5,2917,2005
Q3U2K5,4600,3154
Q3U2P1,9820,6663
Q3U2V3,2917,1955
Q3U308,4636,3139
Q3U319,9019,6216
Q3U3C9,10927,7445
Q3U3E2,5266,3585
Q3U3N0,4879,3339
Q3U3N6,5167,3497
Q3U3Q1,4258,2913
Q3U3S3,2971,2032
Q3U3T8,9685,6646
Q3U3V8,7084,4850
Q3U3W5,7624,5244
Q3U435,5545,3757
Q3U487,7759,5256
Q3U4B4,3610,2475
Q3U4G0,2539,1758
Q3U4G3,3538,2412
Q3U4H6,4384,2989
Q3U4I7,5239,3550
Q3U4N7,3115,2085
Q3U515,8371,5683
Q3U564,5212,3565
Q3U5C7,7498,5219
Q3U5Q7,4033,2734
Q3U6N9,2008,1358
Q3U6Q4,6814,4611
Q3U7R1,9838,6660
Q3U7U3,4717,3207
Q3U821,7480,5158
Q3U827,5338,3666
Q3U829,7273,4873
Q3U898,523,364
Q3U8K7,7957,5492
Q3U962,13483,9044
Q3U9F6,2143,1474
Q3UA06,3898,2684
Q3UA16,2044,1447
Q3UA37,7003,4810
Q3UAW9,3790,2562
Q3UB74,3664,2526
Q3UBG2,1963,1359
Q3UBZ5,2008,1381
Q3UCQ1,5869,3984
Q3UCV8,3178,2183
Q3UD01,883,613
Q3UD82,7678,5304
Q3UDE2,5761,3959
Q3UDK1,5230,3630
Q3UDP0,4150,2852
Q3UE31,3646,2484
Q3UE37,3214,2194
Q3UEB3,5086,3478
Q3UEG6,4627,3170
Q3UEI1,6184,4200
Q3UEN2,8029,5529
Q3UES3,10504,7233
Q3UFB2,4150,2871
Q3UFB7,7201,4874
Q3UFF7,2161,1474
Q3UFK8,4204,2867
Q3UFM5,7696,5259
Q3UFS4,2404,1676
Q3UFT3,7894,5421
Q3UFY0,2206,1506
Q3UFY4,4654,3181
Q3UFY8,3736,2586
Q3UG20,16822,11571
Q3UG98,2179,1495
Q3UGF1,12079,8388
Q3UGM2,10009,6922
Q3UGP9,3304,2246
Q3UGR5,2341,1602
Q3UGS4,883,609
Q3UGX3,2701,1822
Q3UGY8,19540,13361
Q3UH06,15310,10545
Q3UH53,19747,13353
Q3UH60,14176,9592
Q3UH66,14023,9456
Q3UH68,9523,6572
Q3UH93,17335,11842
Q3UH99,4735,3236
Q3UHA3,21880,15061
Q3UHB8,6364,4291
Q3UHC2,18136,12419
Q3UHC7,10711,7270
Q3UHD2,3520,2388
Q3UHD3,12187,8335
Q3UHD6,4861,3351
Q3UHD9,10684,7153
Q3UHE1,8776,5980
Q3UHF3,4969,3447
Q3UHG7,4105,2808
Q3UHH1,16498,11148
Q3UHH8,3646,2494
Q3UHI0,7507,5182
Q3UHI4,2944,2004
Q3UHJ0,8641,5911
Q3UHJ8,3673,2489
Q3UHK8,17074,11642
Q3UHL1,4618,3165
Q3UHN9,7948,5459
Q3UHU5,17515,11926
Q3UHV4,1000,694
Q3UHX2,1639,1147
Q3UHX8,2368,1609
Q3UHX9,3475,2371
Q3UHZ5,4960,3430
Q3UI43,3007,2061
Q3UI66,3313,2315
Q3UIA2,7624,5212
Q3UIJ9,4204,2903
Q3UIK4,4114,2841
Q3UIL6,10072,6890
Q3UIR3,6742,4666
Q3UIU2,1162,788
Q3UIW5,7246,4975
Q3UIW8,1414,963
Q3UIZ8,7165,4872
Q3UJB0,7912,5420
Q3UJB3,4600,3124
Q3UJB9,4123,2809
Q3UJC8,5761,3963
Q3UJK4,5428,3654
Q3UJP5,1891,1317
Q3UJU9,4240,2884
Q3UJZ3,1792,1226
Q3UK37,3790,2552
Q3UK78,2314,1623
Q3UKC1,7336,5141
Q3UKJ7,4627,3197
Q3UKU1,5761,3993
Q3UKU4,4465,3041
Q3UKZ7,1378,969
Q3UL36,2449,1695
Q3UL97,4078,2837
Q3ULA2,5455,3762
Q3ULB5,6148,4159
Q3ULD5,5077,3459
Q3ULJ0,3169,2175
Q3ULJ3,3808,2632
Q3ULK5,3574,2473
Q3ULL6,4258,2997
Q3ULM0,2521,1721
Q3ULM6,4663,3214
Q3ULW6,6589,4522
Q3ULW8,4807,3305
Q3UM18,5806,4004
Q3UM29,6940,4765
Q3UM45,3259,2263
Q3UMB5,8425,5832
Q3UMB9,10567,7345
Q3UMC0,8047,5509
Q3UMF9,3691,2541
Q3UMG5,6967,4802
Q3UMM4,3250,2235
Q3UMR0,9442,6530
Q3UMU9,6031,4125
Q3UMW7,3466,2401
Q3UMW8,3079,2114
Q3UMY5,8902,6118
Q3UN04,4663,3173
Q3UN58,1684,1120
Q3UNA4,1288,887
Q3UNN8,4834,3358
Q3UNU4,1270,849
Q3UNW5,4321,3000
Q3UNZ8,3160,2146
Q3UP24,9226,6359
Q3UP87,2395,1608
Q3UPC7,11458,7913
Q3UPF5,8524,5894
Q3UPH1,3997,2681
Q3UPH7,13663,9168
Q3UPI1,4663,3185
Q3UPL0,11080,7614
Q3UPP8,2683,1863
Q3UPR0,2152,1457
Q3UPR9,2386,1617
Q3UPW2,3529,2422
Q3UPY5,5734,3925
Q3UQ17,6067,4175
Q3UQ28,13285,9102
Q3UQ44,14185,9857
Q3UQ84,6517,4415
Q3UQI9,6706,4594
Q3UQN2,7291,5006
Q3UQS2,1162,793
Q3UQS8,10801,7412
Q3UQU0,5374,3703
Q3UQV5,5401,3757
Q3UR70,7750,5329
Q3UR85,10252,6973
Q3UR97,3277,2217
Q3URD2,1063,706
Q3URD3,7615,5311
Q3URE8,748,516
Q3URF8,2350,1615
Q3URK3,18073,12478
Q3URQ0,8362,5723
Q3URQ7,3358,2272
Q3URR0,784,534
Q3URR7,7048,4844
Q3URS3,1459,998
Q3URS9,3664,2467
Q3URU2,14149,9956
Q3URV1,11674,8032
Q3URY2,3007,2069
Q3URY6,7696,5270
Q3US16,3241,2264
Q3US17,5329,3643
Q3US41,4006,2741
Q3US59,3736,2533
Q3USF0,3529,2388
Q3USH5,8515,5817
Q3USJ8,6670,4618
Q3USL1,3160,2109
Q3USS3,6787,4727
Q3UST5,3475,2370
Q3USZ2,3556,2482
Q3USZ8,3880,2646
Q3UTA9,2206,1526
Q3UTH8,4654,3270
Q3UTJ2,6373,4384
Q3UTQ7,3079,2129
Q3UTQ8,8452,5807
Q3UTY6,9172,6310
Q3UU41,1360,936
Q3UU43,6922,4635
Q3UU96,15481,10711
Q3UUG6,5059,3476
Q3UUI3,2080,1427
Q3UUJ4,3889,2675
Q3UUV5,3205,2231
Q3UV48,2710,1856
Q3UV70,4852,3353
Q3UVC0,2980,2044
Q3UVG3,7543,5176
Q3UVL4,7048,4748
Q3UVR3,11197,7667
Q3UVV9,10342,7127
Q3UW09,802,560
Q3UW21,928,637
Q3UW53,8344,5742
Q3UW68,5995,4118
Q3UWA6,9658,6646
Q3UWM4,8470,5869
Q3UWW6,6157,4194
Q3UWZ0,4213,2917
Q3UX43,4879,3343
Q3UX62,5932,4094
Q3UX83,5230,3629
Q3UXZ6,3286,2290
Q3UXZ9,15220,10496
Q3UY34,2314,1596
Q3UY51,2809,1900
Q3UY90,5068,3435
Q3UYG1,2917,2018
Q3UYG8,4285,2996
Q3UYI5,6391,4311
Q3UYI6,1531,1030
Q3UYK3,11386,7809
Q3UYV8,5284,3558
Q3UYV9,7120,4933
Q3UZ01,4636,3197
Q3UZ18,8902,6132
Q3UZ45,3421,2333
Q3UZA1,3718,2543
Q3UZP4,703,478
Q3UZV7,9262,6400
Q3UZW7,3025,2061
Q3UZZ4,4555,3130
Q3UZZ6,2665,1861
Q3V016,5554,3801
Q3V036,5761,3987
Q3V037,2962,2082
Q3V096,4753,3272
Q3V0B4,16633,11398
Q3V0C1,2170,1529
Q3V0C5,9478,6598
Q3V0G7,9352,6411
Q3V0I2,2431,1648
Q3V0J4,4483,3086
Q3V0L5,6013,4099
Q3V0M2,6805,4638
Q3V0Q1,6652,4617
Q3V0Q6,4240,2897
Q3V124,3385,2339
Q3V125,7642,5354
Q3V129,3655,2495
Q3V1B8,4330,2925
Q3V1D3,6715,4683
Q3V1D5,5401,3650
Q3V1F8,3826,2597
Q3V1G4,6724,4609
Q3V1H1,5986,4130
Q3V1I0,1927,1333
Q3V1L6,6310,4273
Q3V1N1,9442,6405
Q3V1N5,4906,3386
Q3V1N9,3340,2251
Q3V1T4,6661,4568
Q3V1U8,2944,2055
Q3V1V3,7615,5345
Q3V2D2,847,578
Q3V2J0,2638,1820
Q3V2J1,2773,1909
Q3V2K1,1729,1181
Q3V300,5950,4055
Q3V3A1,3907,2687
Q3V3A7,5725,3920
Q3V3E1,5626,3875
Q3V3F6,2143,1460
Q3V3G7,2890,1991
Q3V3I2,3196,2225
Q3V3I5,820,568
Q3V3K7,3907,2693
Q3V3N7,5347,3598
Q3V3Q7,7768,5335
Q3V3R1,8803,5984
Q3V3V9,6652,4497
Q3V3W4,4636,3199
Q3V4B5,793,549
Q3ZK22,7030,4814
Q3ZRW6,4186,2912
Q3ZT31,7570,5251
Q400C8,3241,2247
Q402B2,6265,4329
Q45KJ6,2449,1678
Q45VK7,38764,26786
Q497I4,4105,2816
Q497K5,2935,2012
