proteinID,all_MT,unique_MT
G5BXB9,7201,4966
G5BXC2,3214,2190
G5BXE0,18748,12909
G5BXG4,6067,4176
G5BXH4,2242,1547
G5BXJ5,2098,1438
G5BXJ7,3259,2246
G5BXL5,5770,3994
G5BXL7,4456,3068
G5BXM2,4393,3014
G5BXQ9,6211,4323
G5BXR4,17911,12380
G5BXV7,7120,4877
G5BXV9,2737,1915
G5BXX7,4294,2916
G5BXZ9,2971,2039
G5BY19,4492,3061
G5BY23,3844,2586
G5BY63,2350,1612
G5BY65,2593,1741
G5BY73,13132,9043
G5BY74,8128,5461
G5BY78,4483,3084
G5BY88,6022,4086
G5BY95,4879,3347
G5BY99,5059,3460
G5BYA9,19450,13370
G5BYB1,7579,5273
G5BYB9,8434,5579
G5BYC2,5851,3986
G5BYG1,3745,2533
G5BYN2,2395,1634
G5BYS2,1243,855
G5BYS7,8524,5751
G5BYT3,3097,2156
G5BYT9,5095,3404
G5BYU4,8533,5799
G5BYW0,3277,2263
G5BYW1,3745,2659
G5BYW5,3358,2278
G5BYX9,2845,1924
G5BYZ1,9163,6129
G5BYZ2,2692,1828
G5BYZ9,20251,13697
G5BZ04,8065,5475
G5BZ12,8668,5928
G5BZ39,10675,7413
G5BZ60,4276,2942
G5BZ77,8065,5540
G5BZ89,4537,3065
G5BZA1,3718,2528
G5BZA3,5050,3463
G5BZB2,3160,2127
G5BZB5,3331,2283
G5BZB8,7732,5308
G5BZC8,6346,4348
G5BZC9,2746,1844
G5BZD2,6265,4259
G5BZE8,4762,3273
G5BZF2,27370,18577
G5BZF9,6067,4127
G5BZI0,10414,7189
G5BZJ9,4654,3274
G5BZL3,928,630
G5BZM0,46747,32044
G5BZP0,4708,3234
G5BZQ2,3511,2401
G5BZS9,3430,2378
G5BZV5,16111,11047
G5BZV7,3196,2122
G5BZW4,3637,2436
G5BZW8,6571,4446
G5BZX1,3250,2209
G5BZX7,4636,3176
G5BZX9,12511,8417
G5BZY4,3160,2204
G5C021,7750,5355
G5C028,10666,7324
G5C031,2737,1886
G5C037,3880,2635
G5C074,2296,1573
G5C082,3790,2585
G5C088,2485,1686
G5C094,874,608
G5C0B7,3799,2626
G5C0C2,9163,6202
G5C0C4,1765,1198
G5C0E5,4060,2788
G5C0G4,4033,2777
G5C0H0,2098,1460
G5C0H5,5104,3480
G5C0N9,8389,5772
G5C0P4,5014,3413
G5C0Q7,1072,727
G5C0R1,9631,6594
G5C0R2,7021,4844
G5C0S1,6193,4232
G5C0T5,4321,2973
G5C0Y4,1216,841
G5C131,5635,3819
G5C150,5491,3736
G5C183,3079,2100
G5C193,2521,1736
G5C1A7,8263,5701
G5C1A9,10918,7550
G5C1B1,2827,1929
G5C1D4,3727,2537
G5C1D8,8614,5915
G5C1E1,2215,1505
G5C1J1,7066,4888
G5C1K0,6652,4554
G5C1K6,3430,2330
G5C1K9,6418,4406
G5C1L3,3169,2176
G5C1N1,4690,3207
G5C1Q0,11170,7626
G5C1S9,685,487
G5C1T2,3790,2612
G5C1Z9,5644,3878
G5C235,5374,3730
G5C250,2611,1773
G5C284,3151,2169
G5C289,2206,1546
G5C2F1,4438,3044
G5C2F2,1000,679
G5C2I2,2062,1383
G5C2I8,5248,3627
G5C2L7,2044,1401
G5C2L9,3925,2701
G5C2M3,8299,5626
G5C2Q8,2692,1851
G5C2X4,955,668
G5C2X6,12565,8531
G5C2Y7,8461,5772
G5C2Y9,2944,1996
G5C2Z5,3169,2164
G5C2Z9,1864,1307
G5C323,2728,1891
G5C327,14230,9826
G5C330,3817,2645
G5C343,1360,936
G5C352,3898,2698
G5C365,1378,931
G5C394,5365,3664
G5C397,8866,6088
G5C398,13474,9161
G5C3A1,9145,6256
G5C3A9,3268,2208
G5C3C6,8236,5562
G5C3E2,2080,1419
G5C3G3,10306,6956
G5C3H8,6346,4297
G5C3I1,2296,1559
G5C3N4,7273,4955
G5C3S1,3169,2158
G5C3S2,4285,2937
G5C3T1,3772,2606
G5C3U6,4456,3088
G5C3V1,12088,8380
G5C3W5,5284,3647
G5C3Y0,2521,1758
G5C445,4645,3168
G5C4G2,5860,4023
G5C4J8,5212,3573
G5C4N1,2296,1586
G5C4N4,5203,3605
G5C4Q7,2467,1694
G5C4R0,4888,3324
G5C4T1,8389,5729
G5C4T8,4024,2742
G5C4U7,3727,2553
G5C4W7,4159,2824
G5C514,2782,1885
G5C518,3106,2155
G5C522,3736,2568
G5C525,14806,10146
G5C526,3250,2226
G5C540,3124,2116
G5C546,3916,2712
G5C568,5257,3572
G5C5A9,5158,3505
G5C5B4,2638,1802
G5C5C4,1657,1126
G5C5F7,4042,2766
G5C5G2,3691,2541
G5C5I2,6058,4169
G5C5I4,7498,5156
G5C5I9,5248,3578
G5C5J0,5662,3912
G5C5L5,2881,1976
G5C5N6,3925,2665
G5C5P3,4564,3133
G5C5Q0,3601,2461
G5C5S2,3268,2249
G5C5U7,48547,33158
G5C5W9,5770,3950
G5C5X1,4942,3382
G5C5Z4,3601,2474
G5C627,3700,2550
G5C658,4933,3388
G5C667,2854,1945
G5C677,12412,8434
G5C679,3826,2610
G5C692,6652,4566
G5C698,8056,5562
G5C6A7,6985,4830
G5C6F1,7651,5274
G5C6F2,7768,5317
G5C6H9,9559,6595
G5C6I0,4519,3154
G5C6L9,2611,1816
G5C6M2,5752,3949
G5C6T1,5572,3833
G5C6T9,6148,4255
G5C6V1,1072,749
G5C6W0,1126,764
G5C6W1,4276,2962
G5C6W9,9370,6484
G5C6X0,12187,8425
G5C6X5,2368,1634
G5C6Z9,3385,2291
G5C702,1774,1243
G5C715,1549,1079
G5C756,7705,5289
G5C770,4672,3235
G5C785,2314,1619
G5C796,1216,835
G5C798,7984,5466
G5C7A3,12304,8401
G5C7B1,3052,2101
G5C7B5,5140,3597
G5C7C7,2692,1849
G5C7C9,4015,2783
G5C7E4,9514,6561
G5C7G6,4411,3022
G5C7G8,4330,2988
G5C7I2,10216,7022
G5C7I9,2926,1964
G5C7J7,10279,7005
G5C7J8,3457,2371
G5C7N1,6301,4290
G5C7R9,2170,1486
G5C7T1,5653,3890
G5C7T4,2881,1979
G5C7V4,1486,1027
G5C7Y2,2845,1987
G5C863,5518,3838
G5C891,8920,6120
G5C895,12889,8929
G5C898,4735,3239
G5C8D8,5041,3475
G5C8H0,3043,2098
G5C8K3,2224,1566
G5C8M3,3070,2119
G5C8M4,4483,3099
G5C8V8,13303,9130
G5C8W8,3232,2207
G5C8Y7,7696,5305
G5C931,3574,2477
G5C967,11161,7742
G5C9A5,3835,2620
G5C9A8,8587,5848
G5C9D3,4402,2996
G5C9E3,5932,4044
G5C9G3,3088,2114
G5C9G4,3934,2695
G5C9H4,6436,4448
G5C9J2,9253,6396
G5C9J7,3448,2376
G5C9M1,3817,2622
G5C9N1,12628,8719
G5C9R8,2503,1717
G5C9T6,7768,5331
G5C9T7,5167,3586
G5C9U2,2170,1480
G5C9Y0,5581,3832
G5C9Y5,3727,2568
G5C9Z6,2440,1694
G5CA00,9919,6695
G5CA58,6130,4239
G5CA70,2152,1423
G5CA81,5329,3663
G5CAB3,9775,6632
G5CAB6,7372,5025
G5CAF6,4159,2842
G5CAF8,1837,1261
G5CAH3,2170,1451
G5CAH9,4708,3238
G5CAL7,2881,1958
G5CAM2,6823,4687
G5CAP7,3007,2076
G5CAR4,7732,5324
G5CAX6,5788,4059
G5CAZ8,5905,4004
G5CB06,7930,5441
G5CB79,2521,1773
G5CBA1,12646,8747
G5CBC7,5896,4020
G5CBF1,5941,4057
G5CBI3,3988,2720
G5CBI6,5761,3950
G5CBI7,4429,3001
G5CBL6,1630,1088
G5CBN2,2332,1559
G5CBP5,2962,2015
G5CBP7,1747,1189
G5CBQ1,34534,23776
G5CBQ9,1711,1153
