proteinID_x	organism_x	description_x	valid_cds_x	proteinID_y	organism_y	description_y	valid_cds_y
G5AXB0	HG	standard	True	Q9JID9	MM	standard	True
G5AXB2	HG	standard	True	P53564	MM	standard	True
G5AXB3	HG	standard	True	Q62082	MM	standard	True
G5AXB6	HG	standard	True	Q9DAI2	MM	standard	True
G5AXB9	HG	standard	True	Q8R331	MM	standard	True
G5AXC0	HG	standard	True	Q9R0E1	MM	standard	True
G5AXC3	HG	standard	True	P61967	MM	standard	True
G5AXC4	HG	standard	True	P22777	MM	standard	True
G5AXC5	HG	standard	True	Q80VI1	MM	standard	True
G5AXC6	HG	standard	True	A1L0T3	MM	standard	True
G5AXD0	HG	standard	True	P28656	MM	standard	True
G5AXD5	HG	standard	True	Q8BUG5	MM	standard	True
G5AXD9	HG	standard	True	Q3UD01	MM	standard	True
G5AXE1	HG	standard	True	O08528	MM	standard	True
G5AXE3	HG	standard	True	Q9Z0E1	MM	standard	True
G5AXE4	HG	standard	True	P97465	MM	standard	True
G5AXE5	HG	standard	True	Q9Z175	MM	standard	True
G5AXE8	HG	standard	True	Q924H9	MM	standard	True
G5AXE9	HG	standard	True	Q61663	MM	standard	True
G5AXF0	HG	standard	True	Q8R023	MM	standard	True
G5AXF1	HG	standard	True	Q9WUN8	MM	standard	True
G5AXF3	HG	standard	True	Q8CAI1	MM	standard	True
G5AXF4	HG	standard	True	Q9D1H8	MM	standard	True
G5AXF7	HG	standard	True	Q99PT3	MM	standard	True
G5AXF8	HG	standard	True	Q8C6B2	MM	standard	True
G5AXF9	HG	standard	True	Q9R0D8	MM	standard	True
G5AXG0	HG	standard	True	Q9DAQ4	MM	standard	True
G5AXG2	HG	standard	True	O08788	MM	standard	True
G5AXG5	HG	standard	True	Q921Y0	MM	standard	True
G5AXG6	HG	standard	True	Q8CEI1	MM	standard	True
G5AXG8	HG	standard	True	Q8BG87	MM	standard	True
G5AXG9	HG	standard	True	Q9QX60	MM	standard	True
G5AXH1	HG	standard	True	Q9CQ26	MM	standard	True
G5AXH2	HG	standard	True	Q6NXK5	MM	standard	True
G5AXH4	HG	standard	True	P51655	MM	standard	True
G5AXH7	HG	standard	True	Q920N2	MM	standard	True
G5AXH9	HG	standard	True	O88196	MM	standard	True
G5AXI0	HG	standard	True	O35075	MM	standard	True
G5AXI1	HG	standard	True	Q61214	MM	standard	True
G5AXI4	HG	standard	True	P81270	MM	standard	True
G5AXI5	HG	standard	True	P15037	MM	standard	True
G5AXI6	HG	standard	True	Q0KK59	MM	standard	True
G5AXI8	HG	standard	True	J3QNB7	MM	standard	True
G5AXI9	HG	standard	True	Q8K0L0	MM	standard	True
G5AXJ1	HG	standard	True	Q9CQX0	MM	standard	True
G5AXJ2	HG	standard	True	Q9ESV0	MM	standard	True
G5AXJ6	HG	standard	True	Q8C0Y0	MM	standard	True
G5AXJ7	HG	standard	True	Q8R121	MM	standard	True
G5AXJ8	HG	standard	True	Q06770	MM	standard	True
G5AXK4	HG	standard	True	Q9Z2H7	MM	standard	True
G5AXK5	HG	standard	True	Q9D832	MM	standard	True
G5AXK7	HG	standard	True	Q7TPW1	MM	standard	True
G5AXK9	HG	standard	True	Q8R5K2	MM	standard	True
G5AXL0	HG	standard	True	Q920P5	MM	standard	True
G5AXL8	HG	standard	True	P53612	MM	standard	True
G5AXM1	HG	standard	True	P70377	MM	standard	True
G5AXM5	HG	standard	True	Q8QZY2	MM	standard	True
G5AXM7	HG	standard	True	Q8BU27	MM	standard	True
G5AXM8	HG	standard	True	Q9EQU3	MM	standard	True
G5AXM9	HG	standard	True	Q8VC19	MM	standard	True
G5AXN0	HG	standard	True	Q8JZX3	MM	standard	True
G5AXN1	HG	standard	True	Q91Z46	MM	standard	True
G5AXN2	HG	standard	True	P47915	MM	standard	True
G5AXN3	HG	standard	True	Q99JW2	MM	standard	True
G5AXN5	HG	standard	True	P57724	MM	standard	True
G5AXN7	HG	standard	True	Q3ULW8	MM	standard	True
G5AXN8	HG	standard	True	Q91WM3	MM	standard	True
G5AXP2	HG	standard	True	Q6P560	MM	standard	True
G5AXP3	HG	standard	True	A2AE20	MM	standard	True
G5AXP4	HG	standard	True	A2AE21	MM	standard	True
G5AXP5	HG	standard	True	Q3UQV5	MM	standard	True
G5AXP6	HG	standard	True	Q9Z2I8	MM	standard	True
G5AXQ3	HG	standard	True	E9Q1J0	MM	standard	True
G5AXR4	HG	standard	True	Q60584	MM	standard	True
G5AXS0	HG	standard	True	P13020	MM	standard	True
G5AXS2	HG	standard	True	Q91V41	MM	standard	True
G5AXS3	HG	standard	True	A2AL36	MM	standard	True
G5AXS4	HG	standard	True	A2AS37	MM	standard	True
G5AXS5	HG	standard	True	P06684	MM	standard	True
G5AXS6	HG	standard	True	P39428	MM	standard	True
G5AXS7	HG	standard	True	Q9CXG9	MM	standard	True
G5AXS9	HG	standard	True	Q8BJY1	MM	standard	True
G5AXT1	HG	standard	True	Q6P3A1	MM	standard	True
G5AXT2	HG	standard	True	D3Z4I3	MM	standard	True
G5AXT3	HG	standard	True	Q9CYT6	MM	standard	True
G5AXT4	HG	standard	True	E9Q3G8	MM	standard	True
G5AXT5	HG	standard	True	Q9EQW7	MM	standard	True
G5AXT6	HG	standard	True	Q8BR37	MM	standard	True
G5AXT8	HG	standard	True	O55060	MM	standard	True
G5AXT9	HG	standard	True	Q8CIG3	MM	standard	True
G5AXU0	HG	standard	True	Q7TNV0	MM	standard	True
G5AXU4	HG	standard	True	Q9ER67	MM	standard	True
G5AXU7	HG	standard	True	Q8BKZ9	MM	standard	True
G5AXU8	HG	standard	True	Q9WVQ5	MM	standard	True
G5AXU9	HG	standard	True	O70273	MM	standard	True
G5AXV0	HG	standard	True	P24270	MM	standard	True
G5AXV2	HG	standard	True	Q7TQI7	MM	standard	True
G5AXV3	HG	standard	True	Q8K224	MM	standard	True
G5AXV4	HG	standard	True	Q5HZG4	MM	standard	True
G5AXV6	HG	standard	True	Q91VR2	MM	standard	True
G5AXV7	HG	standard	True	Q8K339	MM	standard	True
G5AXV8	HG	standard	True	Q61703	MM	standard	True
G5AXW1	HG	standard	True	Q9CXX0	MM	standard	True
G5AXW2	HG	standard	True	Q9QY15	MM	standard	True
G5AXW4	HG	standard	True	Q9CWX4	MM	standard	True
G5AXW5	HG	standard	True	Q8C569	MM	standard	True
G5AXW6	HG	standard	True	Q9DBG7	MM	standard	True
G5AXW7	HG	standard	True	Q3TQB2	MM	standard	True
G5AXX9	HG	standard	True	Q80TD3	MM	standard	True
G5AXY0	HG	standard	True	Q9CR16	MM	standard	True
G5AXY1	HG	standard	True	Q921G7	MM	standard	True
G5AXY5	HG	standard	True	Q8BHE0	MM	standard	True
G5AXY6	HG	standard	True	Q9CR46	MM	standard	True
G5AXY7	HG	standard	True	Q6PCX9	MM	standard	True
G5AXY9	HG	standard	True	Q924H5	MM	standard	True
G5AXZ0	HG	standard	True	Q7M6U3	MM	standard	True
G5AXZ1	HG	standard	True	Q5U4H9	MM	standard	True
G5AXZ3	HG	standard	True	E9Q7L0	MM	standard	True
G5AXZ5	HG	standard	True	Q8CHP6	MM	standard	True
G5AXZ8	HG	standard	True	A6H6A4	MM	standard	True
G5AY00	HG	standard	True	Q99MD8	MM	standard	True
G5AY01	HG	standard	True	Q8BXF8	MM	standard	True
G5AY04	HG	standard	True	Q8BU88	MM	standard	True
G5AY05	HG	standard	True	Q8BX17	MM	standard	True
G5AY06	HG	standard	True	Q9D8X5	MM	standard	True
G5AY08	HG	standard	True	Q6ZQ58	MM	standard	True
G5AY09	HG	standard	True	Q64279	MM	standard	True
G5AY10	HG	standard	True	Q5SQF8	MM	standard	True
G5AY12	HG	standard	True	Q8VE88	MM	standard	True
G5AY16	HG	standard	True	Q5DTI6	MM	standard	True
G5AY17	HG	standard	True	P51174	MM	standard	True
G5AY18	HG	standard	True	P05977	MM	standard	True
G5AY21	HG	standard	True	Q8BWQ6	MM	standard	True
G5AY22	HG	standard	True	Q7TSH4	MM	standard	True
G5AY23	HG	standard	True	Q9JL56	MM	standard	True
G5AY26	HG	standard	True	P97478	MM	standard	True
G5AY28	HG	standard	True	Q920M7	MM	standard	True
G5AY29	HG	standard	True	Q8BKX6	MM	standard	True
G5AY35	HG	standard	True	Q9Z2B2	MM	standard	True
G5AY37	HG	standard	True	Q8R0F5	MM	standard	True
G5AY38	HG	standard	True	P31360	MM	standard	True
G5AY39	HG	standard	True	Q8BH70	MM	standard	True
G5AY42	HG	standard	True	Q921I6	MM	standard	True
G5AY43	HG	standard	True	Q8BXK8	MM	standard	True
G5AY44	HG	standard	True	P48031	MM	standard	True
G5AY47	HG	standard	True	Q9CUL5	MM	standard	True
G5AY49	HG	standard	True	Q8VBV7	MM	standard	True
G5AY55	HG	standard	True	Q9WUA1	MM	standard	True
G5AY57	HG	standard	True	Q8K3X6	MM	standard	True
G5AY58	HG	standard	True	Q9ESQ8	MM	standard	True
G5AY61	HG	standard	True	O88878	MM	standard	True
G5AY62	HG	standard	True	Q91W43	MM	standard	True
G5AY63	HG	standard	True	Q7TMI3	MM	standard	True
G5AY64	HG	standard	True	Q8BVZ5	MM	standard	True
G5AY65	HG	standard	True	Q1W617	MM	standard	True
G5AY68	HG	standard	True	Q80U78	MM	standard	True
G5AY76	HG	standard	True	Q8C827	MM	standard	True
G5AY82	HG	standard	True	Q8C0C0	MM	standard	True
G5AY84	HG	standard	True	Q6NXY1	MM	standard	True
G5AY85	HG	standard	True	Q9D2X8	MM	standard	True
G5AY87	HG	standard	True	Q8CDM1	MM	standard	True
G5AY89	HG	standard	True	Q9CPU7	MM	standard	True
G5AY90	HG	standard	True	Q8BSF5	MM	standard	True
G5AY91	HG	standard	True	Q3UVG3	MM	standard	True
G5AY93	HG	standard	True	Q8BG71	MM	standard	True
G5AY95	HG	standard	True	Q9CQJ8	MM	standard	True
G5AY96	HG	standard	True	Q8R1S4	MM	standard	True
G5AY99	HG	standard	True	Q8C2E7	MM	standard	True
G5AYA1	HG	standard	True	Q8K4K4	MM	standard	True
G5AYB7	HG	standard	True	Q9CQU5	MM	standard	True
G5AYB8	HG	standard	True	Q9QWG7	MM	standard	True
G5AYC0	HG	standard	True	Q3UZZ6	MM	standard	True
G5AYC3	HG	standard	True	A1E960	MM	standard	True
G5AYC9	HG	standard	True	E9Q4P1	MM	standard	True
G5AYD0	HG	standard	True	Q9CY73	MM	standard	True
G5AYD1	HG	standard	True	Q07235	MM	standard	True
G5AYD4	HG	standard	True	Q9JLV5	MM	standard	True
G5AYD5	HG	standard	True	Q8BZN6	MM	standard	True
G5AYE3	HG	standard	True	Q99KP6	MM	standard	True
G5AYE9	HG	standard	True	Q8R105	MM	standard	True
G5AYF5	HG	standard	True	P39749	MM	standard	True
G5AYF7	HG	standard	True	Q3UR85	MM	standard	True
G5AYG0	HG	standard	True	Q8C6I2	MM	standard	True
G5AYG1	HG	standard	True	Q8BTV2	MM	standard	True
G5AYG5	HG	standard	True	Q8VC30	MM	standard	True
G5AYG6	HG	standard	True	Q3U1J4	MM	standard	True
G5AYG7	HG	standard	True	Q3U515	MM	standard	True
G5AYG9	HG	standard	True	J3KMP9	MM	standard	True
G5AYH0	HG	standard	True	Q8C0M9	MM	standard	True
G5AYH2	HG	standard	True	Q9D8N0	MM	standard	True
G5AYH3	HG	standard	True	Q8R3F9	MM	standard	True
G5AYH4	HG	standard	True	Q9R190	MM	standard	True
G5AYH5	HG	standard	True	Q8VC03	MM	standard	True
G5AYH9	HG	standard	True	Q8CHT3	MM	standard	True
G5AYI0	HG	standard	True	Q9D937	MM	standard	True
G5AYI1	HG	standard	True	P0DPE0	MM	standard	True
G5AYI4	HG	standard	True	Q922Y1	MM	standard	True
G5AYI8	HG	standard	True	Q00PI9	MM	standard	True
G5AYI9	HG	standard	True	Q810A3	MM	standard	True
G5AYJ0	HG	standard	True	Q91X45	MM	standard	True
G5AYJ1	HG	standard	True	Q8R2K4	MM	standard	True
G5AYJ3	HG	standard	True	Q99JX7	MM	standard	True
G5AYJ5	HG	standard	True	Q8VCG3	MM	standard	True
G5AYK1	HG	standard	True	Q91VD1	MM	standard	True
G5AYK2	HG	standard	True	Q9CPX5	MM	standard	True
G5AYK6	HG	standard	True	A0A1B0GRQ2	MM	standard	True
G5AYK7	HG	standard	True	Q9D915	MM	standard	True
G5AYK9	HG	standard	True	Q8R0V5	MM	standard	True
G5AYL3	HG	standard	True	Q0VB07	MM	standard	True
G5AYL4	HG	standard	True	Q3TLR7	MM	standard	True
G5AYL5	HG	standard	True	Q7TQK1	MM	standard	True
G5AYL6	HG	standard	True	P53776	MM	standard	True
G5AYL8	HG	standard	True	E9Q309	MM	standard	True
G5AYL9	HG	standard	True	Q921T2	MM	standard	True
G5AYM0	HG	standard	True	Q8BYU6	MM	standard	True
G5AYM2	HG	standard	True	Q14BI5	MM	standard	True
G5AYM3	HG	standard	True	Q9D2Y6	MM	standard	True
G5AYM4	HG	standard	True	Q8C5P7	MM	standard	True
G5AYM5	HG	standard	True	E9PY43	MM	standard	True
G5AYM8	HG	standard	True	Q8BJ42	MM	standard	True
G5AYN1	HG	standard	True	Q8C033	MM	standard	True
G5AYN2	HG	standard	True	E9PZX1	MM	standard	True
G5AYN7	HG	standard	True	A2ANX9	MM	standard	True
G5AYN8	HG	standard	True	Q8K4L4	MM	standard	True
G5AYP0	HG	standard	True	Q9D8X1	MM	standard	True
G5AYP3	HG	standard	True	Q9JJN5	MM	standard	True
G5AYP6	HG	standard	True	Q812E0	MM	standard	True
G5AYP7	HG	standard	True	E0CZ38	MM	standard	True
G5AYP8	HG	standard	True	Q8BP48	MM	standard	True
G5AYP9	HG	standard	True	P28474	MM	standard	True
G5AYQ0	HG	standard	True	P53395	MM	standard	True
G5AYQ1	HG	standard	True	Q9D7H3	MM	standard	True
G5AYQ2	HG	standard	True	Q6GQT0	MM	standard	True
G5AYR0	HG	standard	True	P63056	MM	standard	True
G5AYR1	HG	standard	True	Q61245	MM	standard	True
G5AYR6	HG	standard	True	O88986	MM	standard	True
G5AYR7	HG	standard	True	Q91WK7	MM	standard	True
G5AYR8	HG	standard	True	Q8QZY1	MM	standard	True
G5AYR9	HG	standard	True	Q8BGT6	MM	standard	True
G5AYS0	HG	standard	True	Q9D9S1	MM	standard	True
G5AYS1	HG	standard	True	P61219	MM	standard	True
G5AYS2	HG	standard	True	Q04888	MM	standard	True
G5AYS3	HG	standard	True	Q62083	MM	standard	True
G5AYS5	HG	standard	True	Q80Y61	MM	standard	True
G5AYS6	HG	standard	True	P97819	MM	standard	True
G5AYS7	HG	standard	True	O54791	MM	standard	True
G5AYS9	HG	standard	True	Q9JMK2	MM	standard	True
G5AYT2	HG	standard	True	Q501J6	MM	standard	True
G5AYT3	HG	standard	True	Q61880	MM	standard	True
G5AYT4	HG	standard	True	Q9D1C2	MM	standard	True
G5AYT6	HG	standard	True	Q9DBJ6	MM	standard	True
G5AYT7	HG	standard	True	O08582	MM	standard	True
G5AYU0	HG	standard	True	Q9DCM4	MM	standard	True
G5AYU2	HG	standard	True	Q9DBY5	MM	standard	True
G5AYU7	HG	standard	True	P31240	MM	standard	True
G5AYU8	HG	standard	True	P27659	MM	standard	True
G5AYV1	HG	standard	True	Q8CF89	MM	standard	True
G5AYV4	HG	standard	True	A0A2I3BQS8	MM	standard	True
G5AYV6	HG	standard	True	Q06507	MM	standard	True
G5AYV9	HG	standard	True	E9Q1Z2	MM	standard	True
G5AYW0	HG	standard	True	O89100	MM	standard	True
G5AYW1	HG	standard	True	Q3UKU4	MM	standard	True
G5AYW3	HG	standard	True	Q8BKI2	MM	standard	True
G5AYW4	HG	standard	True	P54822	MM	standard	True
G5AYW5	HG	standard	True	Q8VCZ6	MM	standard	True
G5AYW9	HG	standard	True	Q99L47	MM	standard	True
G5AYX1	HG	standard	True	P58660	MM	standard	True
G5AYX2	HG	standard	True	Q91W92	MM	standard	True
G5AYX4	HG	standard	True	Q8R0H9	MM	standard	True
G5AYX5	HG	standard	True	P55194	MM	standard	True
G5AYX6	HG	standard	True	P60487	MM	standard	True
G5AYX8	HG	standard	True	Q8BG17	MM	standard	True
G5AYX9	HG	standard	True	Q8CFI0	MM	standard	True
G5AYY0	HG	standard	True	Q91ZB0	MM	standard	True
G5AYY1	HG	standard	True	Q2TBA3	MM	standard	True
G5AYY6	HG	standard	True	Q8R1I2	MM	standard	True
G5AYY7	HG	standard	True	O35602	MM	standard	True
G5AYZ1	HG	standard	True	Q99KE8	MM	standard	True
G5AYZ4	HG	standard	True	Q60591	MM	standard	True
G5AYZ6	HG	standard	True	A2BDX3	MM	standard	True
G5AYZ8	HG	standard	True	Q9Z103	MM	standard	True
G5AZ00	HG	standard	True	Q9JK83	MM	standard	True
G5AZ01	HG	standard	True	A1L3T7	MM	standard	True
G5AZ05	HG	standard	True	Q02085	MM	standard	True
G5AZ06	HG	standard	True	Q9ET26	MM	standard	True
G5AZ07	HG	standard	True	Q8K004	MM	standard	True
G5AZ13	HG	standard	True	P20033	MM	standard	True
G5AZ14	HG	standard	True	P12849	MM	standard	True
G5AZ15	HG	standard	True	B9EJR8	MM	standard	True
G5AZ16	HG	standard	True	O35206	MM	standard	True
G5AZ19	HG	standard	True	Q6GQX6	MM	standard	True
G5AZ22	HG	standard	True	Q8C0P5	MM	standard	True
G5AZ23	HG	standard	True	Q8BVW3	MM	standard	True
G5AZ24	HG	standard	True	Q99J77	MM	standard	True
G5AZ27	HG	standard	True	Q562D6	MM	standard	True
G5AZ28	HG	standard	True	Q3URQ0	MM	standard	True
G5AZ29	HG	standard	True	O89019	MM	standard	True
G5AZ30	HG	standard	True	Q9D1Q6	MM	standard	True
G5AZ32	HG	standard	True	Q9QZB6	MM	standard	True
G5AZ41	HG	standard	True	Q9ES28	MM	standard	True
G5AZ42	HG	standard	True	Q99LW0	MM	standard	True
G5AZ43	HG	standard	True	Q9QXV3	MM	standard	True
G5AZ44	HG	standard	True	Q8BYM8	MM	standard	True
G5AZ46	HG	standard	True	P35295	MM	standard	True
G5AZ48	HG	standard	True	P02463	MM	standard	True
G5AZ49	HG	standard	True	P81122	MM	standard	True
G5AZ53	HG	standard	True	Q9CQX4	MM	standard	True
G5AZ55	HG	standard	True	Q9JKK8	MM	standard	True
G5AZ56	HG	standard	True	P97789	MM	standard	True
G5AZ57	HG	standard	True	Q8BX05	MM	standard	True
G5AZ59	HG	standard	True	Q64163	MM	standard	True
G5AZ65	HG	standard	True	P26231	MM	standard	True
G5AZ66	HG	standard	True	Q9EPK6	MM	standard	True
G5AZ68	HG	standard	True	Q8K310	MM	standard	True
G5AZ71	HG	standard	True	Q9D8I1	MM	standard	True
G5AZ72	HG	standard	True	A0A087WR45	MM	standard	True
G5AZ73	HG	standard	True	Q6P926	MM	standard	True
G5AZ74	HG	standard	True	Q9CZJ9	MM	standard	True
G5AZ79	HG	standard	True	Q8BUZ1	MM	standard	True
G5AZ80	HG	standard	True	Q4KMM3	MM	standard	True
G5AZ82	HG	standard	True	Q8CCH7	MM	standard	True
G5AZ86	HG	standard	True	Q9EQF5	MM	standard	True
G5AZ89	HG	standard	True	Q8BFU0	MM	standard	True
G5AZ90	HG	standard	True	O08538	MM	standard	True
G5AZ92	HG	standard	True	Q8BFR2	MM	standard	True
G5AZ95	HG	standard	True	Q9CXF0	MM	standard	True
G5AZ98	HG	standard	True	Q3TVP5	MM	standard	True
G5AZ99	HG	standard	True	Q3UCV8	MM	standard	True
G5AZA3	HG	standard	True	Q80U58	MM	standard	True
G5AZA6	HG	standard	True	O35701	MM	standard	True
G5AZA7	HG	standard	True	Q8BND3	MM	standard	True
G5AZA9	HG	standard	True	Q9DAC7	MM	standard	True
G5AZB0	HG	standard	True	Q9WVG7	MM	standard	True
G5AZB2	HG	standard	True	Q9JK54	MM	standard	True
G5AZB3	HG	standard	True	Q8BMI4	MM	standard	True
G5AZB4	HG	standard	True	Q924W5	MM	standard	True
G5AZB5	HG	standard	True	P62761	MM	standard	True
G5AZB6	HG	standard	True	G3UW63	MM	standard	True
G5AZB7	HG	standard	True	E9Q414	MM	standard	True
G5AZB9	HG	standard	True	Q8BVA5	MM	standard	True
G5AZC0	HG	standard	True	Q3TC93	MM	standard	True
G5AZC4	HG	standard	True	Q60611	MM	standard	True
G5AZE0	HG	standard	True	Q0VDQ9	MM	standard	True
G5AZE2	HG	standard	True	Q99K67	MM	standard	True
G5AZE4	HG	standard	True	F8VQC1	MM	standard	True
G5AZF3	HG	standard	True	Q9D7N3	MM	standard	True
G5AZF5	HG	standard	True	Q6IE82	MM	standard	True
G5AZF6	HG	standard	True	Q64374	MM	standard	True
G5AZF8	HG	standard	True	Q99KG3	MM	standard	True
G5AZF9	HG	standard	True	Q02053	MM	standard	True
G5AZG0	HG	standard	True	Q04735	MM	standard	True
G5AZG1	HG	standard	True	Q99K46	MM	standard	True
G5AZG2	HG	standard	True	O35085	MM	standard	True
G5AZG5	HG	standard	True	P62322	MM	standard	True
G5AZG9	HG	standard	True	P97762	MM	standard	True
G5AZH2	HG	standard	True	Q8BKN5	MM	standard	True
G5AZH3	HG	standard	True	Q7TMB8	MM	standard	True
G5AZH7	HG	standard	True	Q4U2R1	MM	standard	True
G5AZI2	HG	standard	True	Q9QZR0	MM	standard	True
G5AZI3	HG	standard	True	Q9CZP5	MM	standard	True
G5AZI4	HG	standard	True	G5E869	MM	standard	True
G5AZI5	HG	standard	True	Q8K3R3	MM	standard	True
G5AZI6	HG	standard	True	Q9JKY0	MM	standard	True
G5AZI7	HG	standard	True	Q8C0R0	MM	standard	True
G5AZI8	HG	standard	True	Q62468	MM	standard	True
G5AZI9	HG	standard	True	P58466	MM	standard	True
G5AZJ1	HG	standard	True	B9EKE5	MM	standard	True
G5AZJ2	HG	standard	True	Q69ZP3	MM	standard	True
G5AZJ3	HG	standard	True	J3QN89	MM	standard	True
G5AZJ5	HG	standard	True	Q9CVB6	MM	standard	True
G5AZJ9	HG	standard	True	Q3TYX8	MM	standard	True
G5AZK0	HG	standard	True	E9Q0S6	MM	standard	True
G5AZK4	HG	standard	True	P60824	MM	standard	True
G5AZK6	HG	standard	True	P52801	MM	standard	True
G5AZK7	HG	standard	True	Q6DID5	MM	standard	True
G5AZK8	HG	standard	True	Q9DC70	MM	standard	True
G5AZK9	HG	standard	True	O35969	MM	standard	True
G5AZL0	HG	standard	True	Q9JII5	MM	standard	True
G5AZL1	HG	standard	True	P62843	MM	standard	True
G5AZL3	HG	standard	True	Q9D3D9	MM	standard	True
G5AZL6	HG	standard	True	E9Q512	MM	standard	True
G5AZL7	HG	standard	True	Q9CVD2	MM	standard	True
G5AZL8	HG	standard	True	O35218	MM	standard	True
G5AZL9	HG	standard	True	O55236	MM	standard	True
G5AZM1	HG	standard	True	Q8C8K3	MM	standard	True
G5AZM2	HG	standard	True	A3KG59	MM	standard	True
G5AZM5	HG	standard	True	Q3UZ01	MM	standard	True
G5AZM7	HG	standard	True	P00687	MM	standard	True
G5AZN4	HG	standard	True	Q8BJW6	MM	standard	True
G5AZN7	HG	standard	True	Q9CQD7	MM	standard	True
G5AZN8	HG	standard	True	Q60596	MM	standard	True
G5AZN9	HG	standard	True	Q3TXZ1	MM	standard	True
G5AZP0	HG	standard	True	Q9DCM0	MM	standard	True
G5AZP1	HG	standard	True	E9QAF4	MM	standard	True
G5AZP2	HG	standard	True	Q91YK8	MM	standard	True
G5AZP9	HG	standard	True	Q8BVP6	MM	standard	True
G5AZQ0	HG	standard	True	Q8CGW9	MM	standard	True
G5AZQ1	HG	standard	True	Q9CZX8	MM	standard	True
G5AZQ3	HG	standard	True	Q61210	MM	standard	True
G5AZR0	HG	standard	True	Q8QZV0	MM	standard	True
G5AZR1	HG	standard	True	Q8BI66	MM	standard	True
G5AZR2	HG	standard	True	P70459	MM	standard	True
G5AZR3	HG	standard	True	Q924A2	MM	standard	True
G5AZR4	HG	standard	True	Q61205	MM	standard	True
G5AZR5	HG	standard	True	B2RW88	MM	standard	True
G5AZR8	HG	standard	True	Q6PCW6	MM	standard	True
G5AZR9	HG	standard	True	P54310	MM	standard	True
G5AZS2	HG	standard	True	Q3UNU4	MM	standard	True
G5AZS3	HG	standard	True	Q9D7K5	MM	standard	True
G5AZS4	HG	standard	True	Q8R3I9	MM	standard	True
G5AZS5	HG	standard	True	P50136	MM	standard	True
G5AZS7	HG	standard	True	P04202	MM	standard	True
G5AZS8	HG	standard	True	Q9DBT3	MM	standard	True
G5AZS9	HG	standard	True	Q8VDM6	MM	standard	True
G5AZT5	HG	standard	True	P97393	MM	standard	True
G5AZW7	HG	standard	True	P97366	MM	standard	True
G5AZW8	HG	standard	True	P70338	MM	standard	True
G5AZX0	HG	standard	True	Q8VC34	MM	standard	True
G5AZX1	HG	standard	True	Q8BZM1	MM	standard	True
G5AZX2	HG	standard	True	Q3KQP7	MM	standard	True
G5AZX4	HG	standard	True	Q80TK0	MM	standard	True
G5AZY8	HG	standard	True	P97737	MM	standard	True
G5AZY9	HG	standard	True	Q9WV56	MM	standard	True
G5AZZ0	HG	standard	True	P62192	MM	standard	True
G5AZZ1	HG	standard	True	Q80XC6	MM	standard	True
G5AZZ4	HG	standard	True	E9Q6P5	MM	standard	True
G5AZZ5	HG	standard	True	Q8C050	MM	standard	True
G5AZZ9	HG	standard	True	Q6P2K6	MM	standard	True
G5B001	HG	standard	True	P38585	MM	standard	True
G5B002	HG	standard	True	P70700	MM	standard	True
G5B003	HG	standard	True	Q9CQP3	MM	standard	True
G5B005	HG	standard	True	P01582	MM	standard	True
G5B006	HG	standard	True	P10749	MM	standard	True
G5B009	HG	standard	True	Q8BL66	MM	standard	True
G5B012	HG	standard	True	Q9CPV3	MM	standard	True
G5B013	HG	standard	True	O35717	MM	standard	True
G5B015	HG	standard	True	P31266	MM	standard	True
G5B021	HG	standard	True	Q91W96	MM	standard	True
G5B023	HG	standard	True	Q8CBQ5	MM	standard	True
G5B024	HG	standard	True	Q6P6M7	MM	standard	True
G5B025	HG	standard	True	Q8K4Z0	MM	standard	True
G5B029	HG	standard	True	Q9ERZ6	MM	standard	True
G5B032	HG	standard	True	Q62288	MM	standard	True
G5B035	HG	standard	True	Q8VC23	MM	standard	True
G5B037	HG	standard	True	Q7TQC5	MM	standard	True
G5B038	HG	standard	True	P63037	MM	standard	True
G5B039	HG	standard	True	Q3UKJ7	MM	standard	True
G5B043	HG	standard	True	Q60739	MM	standard	True
G5B044	HG	standard	True	B1AY10	MM	standard	True
G5B047	HG	standard	True	Q8R5K4	MM	standard	True
G5B048	HG	standard	True	Q6ZWZ2	MM	standard	True
G5B049	HG	standard	True	Q91VX2	MM	standard	True
G5B050	HG	standard	True	Q8BGZ3	MM	standard	True
G5B052	HG	standard	True	Q8BH48	MM	standard	True
G5B053	HG	standard	True	Q6NWW5	MM	standard	True
G5B054	HG	standard	True	P56380	MM	standard	True
G5B056	HG	standard	True	Q2MH31	MM	standard	True
G5B057	HG	standard	True	Q9D772	MM	standard	True
G5B058	HG	standard	True	Q8C0M8	MM	standard	True
G5B061	HG	standard	True	Q9Z0Y1	MM	standard	True
G5B062	HG	standard	True	A6PWV5	MM	standard	True
G5B064	HG	standard	True	Q03249	MM	standard	True
G5B066	HG	standard	True	O70460	MM	standard	True
G5B067	HG	standard	True	P86793	MM	standard	True
G5B069	HG	standard	True	O08856	MM	standard	True
G5B070	HG	standard	True	Q9JHU9	MM	standard	True
G5B088	HG	standard	True	E9Q394	MM	standard	True
G5B092	HG	standard	True	P12656	MM	standard	True
G5B093	HG	standard	True	O09161	MM	standard	True
G5B096	HG	standard	True	Q8BFZ9	MM	standard	True
G5B097	HG	standard	True	Q9Z2Y8	MM	standard	True
G5B099	HG	standard	True	Q3UAW9	MM	standard	True
G5B0A4	HG	standard	True	P51557	MM	standard	True
