proteinID_x,proteinID_y,%_identity,%_similarity,%_gaps,software
G5BE86,Q64737,86.9,94.0,0.0,matcher
G5BA38,Q8R3B7,93.9,96.3,1.0,matcher
G5AX35,O08644,86.7,90.6,4.4,matcher
G5AKL8,Q80UG8,78.9,84.8,2.3,matcher
G5C5Q2,Q99MI1,97.3,99.4,0.4,matcher
G5AQ44,Q148W8,78.2,85.9,3.7,matcher
G5B717,Q3UHN9,96.2,97.2,1.7,matcher
G5BLW7,Q1EG27,80.9,86.7,4.1,matcher
G5BWW8,Q3UJB0,95.9,96.5,2.2,matcher
G5BDT6,Q3UTQ8,95.2,98.0,0.7,matcher
G5BPZ6,Q8K1S4,97.1,98.7,0.0,matcher
G5C192,Q8CG79,80.1,85.3,5.2,matcher
G5C341,Q8C129,86.2,93.0,0.1,matcher
G5B8Q7,P17426,92.4,93.2,2.1,matcher
G5BDM1,P97467,87.9,92.3,2.2,matcher
G5BSM7,Q63ZW7,59.5,69.0,5.8,matcher
G5BZW1,P35123,89.6,94.1,0.2,matcher
G5BMX8,O70157,85.7,90.2,1.2,matcher
G5ASU7,Q9Z1T1,84.4,89.7,3.2,matcher
G5BSN3,Q9Z139,92.2,96.5,0.9,matcher
G5AXV3,Q8K224,87.6,90.2,6.8,matcher
G5BWY6,O88990,96.3,98.2,0.0,matcher
G5C7H4,G3X972,83.2,84.9,10.6,matcher
G5BHN3,Q9JKR6,90.8,95.2,0.1,matcher
G5C532,Q9ES00,85.8,87.5,10.9,matcher
G5ANH7,E9Q287,84.7,90.3,0.8,matcher
G5BK60,B1AR10,83.8,86.7,2.0,matcher
G5C3C6,Q03146,93.0,95.0,0.8,matcher
G5AM53,D3YWQ0,87.8,89.3,9.7,matcher
G5C5C5,P97333,92.4,96.5,0.0,matcher
G5C6Q4,Q8CCJ9,85.3,91.5,1.1,matcher
G5BRY7,Q8VE19,97.4,98.6,0.2,matcher
G5AZQ7,Q61626,99.0,99.3,0.1,matcher
G5APL4,Q9ER65,94.4,96.7,0.3,matcher
G5AY42,Q921I6,90.3,94.2,1.4,matcher
G5AU73,Q9Z138,94.4,97.3,0.1,matcher
G5C983,Q7TSG1,88.9,94.2,0.4,matcher
G5BHE3,Q8BIZ0,91.8,95.9,0.0,matcher
G5BGP9,Q2HXL6,93.1,95.8,0.5,matcher
G5BJL0,Q0P5X1,55.4,70.4,5.9,matcher
G5B8I0,Q7TSK7,82.4,85.6,7.1,matcher
G5BNZ4,Q3UHJ0,90.7,92.4,1.7,matcher
G5B6X0,Q8K382,87.3,91.0,1.0,matcher
G5AV51,Q99MR6,96.0,97.5,0.8,matcher
G5AZQ8,Q8BY46,92.8,94.6,1.1,matcher
G5BIF4,Q60700,95.6,96.6,0.7,matcher
G5BQ18,Q569Z5,95.4,97.1,0.2,matcher
G5BD76,Q0VBL3,95.3,96.7,0.5,matcher
G5BRU3,Q03145,90.8,94.6,0.2,matcher
G5BZ85,Q8K1Y2,94.9,98.0,0.1,matcher
G5CAS8,Q99JH7,94.8,96.7,0.3,matcher
G5AV13,Q8K596,94.8,96.9,0.0,matcher
G5AZ65,P26231,98.0,98.6,1.1,matcher
G5C356,Q80Z37,84.4,89.8,1.8,matcher
G5AXE1,O08528,95.3,97.7,0.0,matcher
G5C9P4,F2Z3U3,69.9,73.8,6.4,matcher
G5B8G2,B1AZI6,74.6,76.8,20.4,matcher
G5AWN7,Q8CFT2,65.7,67.8,25.8,matcher
G5C6F1,Q8CJG1,100.0,100.0,0.0,matcher
G5C537,Q9EPL2,89.6,94.3,3.0,matcher
G5AJX0,Q3UZV7,73.7,79.1,15.8,matcher
G5BAC7,A2ALK8,92.9,96.5,0.3,matcher
G5ATU7,Q00342,86.5,92.6,0.2,matcher
G5B9Q0,P98063,80.4,81.1,17.2,matcher
G5C3C8,Q3U2A8,77.9,84.7,4.5,matcher
G5AZ20,Q80T41,86.2,87.4,12.1,matcher
G5BGW0,Q6IFT4,76.2,84.7,1.4,matcher
G5AXY7,Q6PCX9,89.7,92.4,2.2,matcher
G5AXK9,Q8R5K2,92.5,97.1,0.2,matcher
G5BAN6,P11103,89.2,94.3,0.7,matcher
G5BHW9,Q52KI8,91.3,92.6,4.1,matcher
G5C2M0,Q64347,87.0,91.1,2.0,matcher
G5C0C2,Q9D071,88.0,92.7,0.7,matcher
G5AUH5,Q8BHG1,75.3,78.3,17.7,matcher
G5CAR4,P56399,98.6,99.7,0.0,matcher
G5BH65,Q80TB7,94.5,95.4,4.0,matcher
G5C7H9,P52850,95.4,97.4,0.1,matcher
G5BMW6,Q9WTN3,79.0,83.1,4.2,matcher
G5B818,Q91V83,81.2,89.5,0.1,matcher
G5C5Y5,Q3TBD2,80.9,86.7,2.1,matcher
G5BJ58,Q80YE4,72.8,78.0,3.9,matcher
G5BI71,Q69Z89,81.3,87.0,0.6,matcher
G5BU38,Q3UPC7,71.4,83.1,0.5,matcher
G5AT76,E9PYG6,98.3,99.2,0.0,matcher
G5BMM2,Q7TQG1,80.4,83.0,12.2,matcher
G5BTC4,Q8VDM4,96.9,97.6,0.2,matcher
G5C6F0,Q8CJF8,98.8,99.8,0.0,matcher
G5C7S2,Q920F6,76.2,84.8,7.4,matcher
G5BIM2,O88444,94.9,95.8,1.0,matcher
G5BP97,Q8K2I9,87.9,91.2,3.6,matcher
G5C6E2,Q8K135,83.1,89.4,0.5,matcher
G5AYZ4,Q60591,89.8,93.1,0.8,matcher
G5BDR8,Q9D6A1,82.7,88.8,6.3,matcher
G5CBQ3,Q6NS60,97.1,97.9,0.2,matcher
G5AK34,Q66L42,90.0,91.7,3.4,matcher
G5C8Y7,Q8CJG0,98.5,98.9,0.0,matcher
G5BKC2,Q3UQS8,74.3,83.5,3.2,matcher
G5B3I3,Q8CI71,88.8,91.5,5.8,matcher
G5BKF9,Q9Z321,96.1,98.0,0.0,matcher
G5C6F2,Q8CJF9,98.4,98.8,0.1,matcher
G5B3H4,Q80YX1,75.5,80.8,13.1,matcher
G5BW88,Q3UHE1,95.0,97.3,0.0,matcher
G5BXY8,Q6PIX5,96.5,98.0,0.1,matcher
G5B9R0,Q8VDP4,90.9,94.2,1.2,matcher
G5BPC6,O70468,76.2,82.3,8.9,matcher
G5BPZ2,E9Q7P9,70.4,80.8,1.9,matcher
G5BCF2,Q66PY1,83.3,85.1,13.0,matcher
G5C378,Q80T74,95.9,97.9,0.1,matcher
G5AVT8,Q6P549,80.9,81.6,15.4,matcher
G5BD05,Q4VAC9,71.6,77.4,10.8,matcher
G5C7W9,Q7TPR4,96.4,96.7,2.5,matcher
G5BWA3,P97813,91.8,95.1,0.3,matcher
G5BM25,Q8R5L3,95.9,98.3,0.2,matcher
G5ALD4,Q811D0,92.8,94.7,2.5,matcher
G5BRD4,Q7TQH0,89.4,91.9,3.8,matcher
G5C2N1,Q8BNE1,90.1,95.2,0.3,matcher
G5AUK5,Q811J3,91.6,95.7,0.0,matcher
G5AK37,Q9DBH0,94.8,97.1,0.0,matcher
G5B9Q3,Q8CDG1,86.7,92.2,0.0,matcher
G5BJI0,Q9Z2V5,74.6,81.2,7.2,matcher
G5BWB5,F6ZNL5,86.8,94.0,0.0,matcher
G5C9J4,P0C5E4,77.1,83.0,10.3,matcher
G5B018,Q80TS8,86.6,91.9,0.0,matcher
G5AYH8,Q8BHN3,88.0,93.3,2.1,matcher
G5BJZ2,Q80U16,83.8,90.7,1.0,matcher
G5BKS8,Q80TY4,84.0,90.0,0.4,matcher
G5C4I5,Q62470,87.0,93.6,0.5,matcher
G5BF01,O35914,87.1,92.7,0.5,matcher
G5BD17,P35546,79.3,87.7,0.5,matcher
G5B0V1,Q8R0Y6,93.5,97.5,0.0,matcher
G5AS68,Q922S4,91.5,94.2,2.8,matcher
G5B290,Q8VI75,80.1,89.1,0.5,matcher
G5CAL1,Q499E5,95.1,96.6,0.0,matcher
G5ANB1,P43247,92.7,96.6,0.0,matcher
G5AM67,Q80XR2,94.9,96.6,1.4,matcher
G5BZB8,P58252,98.5,99.3,0.0,matcher
G5C221,Q6PCM2,94.5,97.2,0.5,matcher
G5B4G5,E9PWW6,84.8,91.5,0.4,matcher
G5AN84,Q8C0S1,86.4,93.3,0.1,matcher
G5BSS4,Q8BHY3,85.6,88.0,7.9,matcher
G5C5E5,Q8BIE6,85.5,89.0,4.4,matcher
G5C6W7,Q9R001,89.7,93.0,1.0,matcher
G5ANE3,P42703,75.4,86.3,0.3,matcher
G5ATB9,A2AH22,81.0,83.0,13.3,matcher
G5AVR2,Q8K2V6,87.8,89.2,9.0,matcher
G5ARU5,Q80TC6,86.0,87.7,10.7,matcher
G5B2R7,Q8BHB4,90.0,95.1,0.3,matcher
G5AWZ3,Q76I79,81.9,86.9,2.5,matcher
G5CAG2,Q9EQQ9,98.5,99.3,0.0,matcher
G5APF7,Q61627,95.8,97.2,0.9,matcher
G5BBX8,O55098,88.2,93.7,0.4,matcher
G5BQY1,Q3V3R4,81.5,87.4,7.4,matcher
G5C319,Q91Z96,78.5,82.9,6.9,matcher
G5B7T4,P28738,97.1,98.8,0.4,matcher
G5AV49,Q99MR3,93.9,96.3,0.3,matcher
G5C5N3,O70373,76.2,83.0,1.1,matcher
G5AKJ6,Q60673,86.8,90.5,0.7,matcher
G5ATB6,Q80UP3,93.6,95.9,0.1,matcher
G5B1H0,Q6P1D7,59.6,69.2,6.8,matcher
G5C8R4,Q9EQH7,93.7,96.4,0.0,matcher
G5C7H3,Q8BWB1,85.3,88.2,2.3,matcher
G5BUD5,P68500,89.5,94.4,0.1,matcher
G5BA96,P58681,81.2,89.8,0.1,matcher
G5BNW4,P23249,87.8,93.4,0.2,matcher
G5BMH4,Q505D1,90.4,92.3,6.6,matcher
G5BGE1,Q8VDP3,80.6,87.4,2.2,matcher
G5ARS0,Q80Z71,70.9,77.2,18.0,matcher
G5BPT5,Q8C863,91.2,92.8,4.4,matcher
G5B385,Q3UVD5,87.7,91.9,0.2,matcher
G5BBJ3,Q69ZN6,58.3,65.9,21.4,matcher
G5BUH8,P39054,96.6,97.4,1.4,matcher
G5BJG7,Q8VHG2,86.7,90.4,1.0,matcher
G5BRT2,Q80TQ5,78.4,81.6,10.1,matcher
G5BLB8,Q99MQ1,92.2,96.1,0.2,matcher
G5ARA7,Q60875,88.0,92.7,0.4,matcher
G5BBI2,Q8CFE4,91.0,95.4,0.5,matcher
G5ANB5,Q7TPD1,96.1,96.3,3.4,matcher
G5BFM4,P05532,85.6,91.4,0.3,matcher
G5BTI0,E9PVX6,43.0,56.5,8.5,matcher
G5C310,Q7TMD7,80.9,89.3,2.0,matcher
G5BA93,D3YXJ0,85.7,89.4,5.1,matcher
G5BM71,P06909,64.7,77.6,0.5,matcher
G5B383,Q8BG95,87.0,91.4,1.2,matcher
G5B921,Q7TPV4,69.0,78.6,7.5,matcher
G5C9E4,Q9CSH3,84.4,88.6,7.5,matcher
G5BDJ9,Q32ME0,86.7,89.9,3.7,matcher
G5ALR1,Q9EQZ6,96.5,98.3,0.1,matcher
G5BZU4,Q14BI2,95.4,97.1,0.3,matcher
G5BVJ2,Q7TSK2,85.6,88.4,7.1,matcher
G5BSN9,Q80TZ3,86.5,89.8,5.3,matcher
G5BL25,Q9D565,76.5,87.1,0.8,matcher
G5BJZ9,P43406,88.2,93.2,1.6,matcher
G5BG68,Q8VD75,86.6,92.2,2.1,matcher
G5AMI1,B1AVY7,82.5,89.5,0.9,matcher
G5AKB1,Q9ER47,94.3,95.7,0.7,matcher
G5BXF6,Q80UM3,97.8,98.8,0.1,matcher
G5C354,P28271,93.0,98.0,0.0,matcher
G5BRS4,A6PWD2,66.5,80.3,1.8,matcher
G5BHP0,Q3TL44,87.4,91.1,0.8,matcher
G5C3W2,Q60949,81.0,84.6,9.6,matcher
G5CAH2,Q5DTT2,79.3,81.8,10.3,matcher
G5AND0,G3UZ78,60.7,71.6,13.4,matcher
G5ARW7,Q6NVE8,91.1,95.0,0.3,matcher
G5ATX4,Q69ZB0,81.8,92.2,0.2,matcher
G5BVU0,O09000,75.0,80.9,9.2,matcher
G5B183,Q91W97,91.7,96.3,0.2,matcher
G5BWU7,Q61301,99.9,100.0,0.0,matcher
G5BXQ6,Q810U3,86.3,88.4,8.7,matcher
G5B3S5,Q9QZE5,96.2,97.8,0.0,matcher
G5C6W8,P97857,85.9,91.2,1.8,matcher
G5C4W4,A9Z1V5,71.2,81.5,2.9,matcher
G5BY29,P70168,99.3,99.9,0.0,matcher
G5C013,Q80XH2,69.0,78.2,5.2,matcher
G5BFC6,Q8BYK8,72.4,79.1,5.2,matcher
G5B0H3,Q9Z0J1,86.7,90.0,6.4,matcher
G5AWP9,Q3USH5,86.1,88.5,4.4,matcher
G5BGQ9,Q8K007,92.4,95.5,0.5,matcher
G5BKZ6,Q69ZF3,87.0,92.0,0.4,matcher
G5BIZ3,Q7TSI1,79.3,84.7,2.3,matcher
G5AQ65,Q8CH25,86.6,93.1,1.2,matcher
G5AY76,Q8C827,86.5,89.9,1.5,matcher
G5BAI1,Q8R0S2,87.4,89.7,6.4,matcher
G5BRY3,Q99K74,81.6,85.1,8.0,matcher
G5AKH3,Q8C0P7,77.1,87.0,0.8,matcher
G5BSP1,P48356,71.6,82.0,0.7,matcher
G5BSE4,Q9D4H1,89.4,94.1,1.3,matcher
G5BNN6,Q3TWI9,98.1,99.2,0.0,matcher
G5BVU1,Q8CFG0,91.9,94.7,0.7,matcher
G5B0I7,O08759,95.9,97.9,0.5,matcher
G5CAB3,Q99KD5,90.5,95.3,0.0,matcher
G5BD71,Q8C079,97.7,98.6,0.0,matcher
G5C3R8,Q91VS8,79.6,86.0,2.2,matcher
G5B6T5,A2AT37,93.4,94.9,4.4,matcher
G5BEZ5,Q7TQ69,75.3,82.7,3.2,matcher
G5BYS7,P70268,89.3,92.8,0.4,matcher
G5C8B0,Q91YR7,94.3,94.6,5.1,matcher
G5BYC1,P05555,72.9,85.9,0.1,matcher
G5B6U0,Q5KU39,93.2,95.1,3.5,matcher
G5BXD3,Q80W49,81.1,90.0,0.8,matcher
G5B6P0,Q9WUB3,96.7,98.6,0.1,matcher
G5BW29,Q8BYM5,96.3,96.7,2.6,matcher
G5B0B1,P16092,98.3,99.1,0.2,matcher
G5ASR3,Q5NCI0,87.4,93.0,0.5,matcher
G5AZE2,Q99K67,89.1,94.2,0.0,matcher
G5BU50,Q62371,96.7,98.4,0.1,matcher
G5B0R2,O08532,92.2,95.8,0.6,matcher
G5C4Z6,Q7TS75,73.9,80.7,4.4,matcher
G5C4X7,Q9R1V6,88.7,93.3,0.7,matcher
G5BDT2,Q8CJ12,82.8,89.8,1.4,matcher
G5AN34,Q8BGR2,95.7,98.0,0.1,matcher
G5B5W6,Q7TSQ8,91.0,96.2,0.0,matcher
G5BED3,Q68FL6,89.5,94.5,0.2,matcher
G5B315,Q8K1G2,73.5,84.7,0.5,matcher
G5APH5,Q9JL70,61.1,73.3,5.3,matcher
G5B6J9,Q80XI6,93.6,94.8,0.2,matcher
G5BNA3,Q8BL48,96.8,98.3,0.0,matcher
G5BZ52,Q6P9J9,86.9,92.2,3.2,matcher
G5C0A1,E9PV87,63.6,73.0,7.4,matcher
G5B0G6,Q9EQW8,92.0,95.4,2.3,matcher
G5C9N2,Q8C0Q2,86.0,90.2,0.5,matcher
G5BD00,Q922D8,92.5,97.3,0.0,matcher
G5BKA6,Q99MV1,70.6,82.9,1.4,matcher
G5CB06,Q8CFH6,91.1,95.3,0.3,matcher
G5AR95,Q6ZPY2,90.0,93.8,0.1,matcher
G5AQL7,Q80ZX0,85.8,90.8,1.7,matcher
G5BBU3,P59644,81.3,86.8,0.8,matcher
G5AZH2,Q8BKN5,85.3,90.8,2.4,matcher
G5BMY0,Q3UMB5,88.7,92.6,0.3,matcher
G5C301,Q3UFT3,91.4,94.4,0.3,matcher
G5C033,Q9CQ33,95.9,97.6,0.0,matcher
G5BA78,Q9Z2W8,99.8,99.9,0.0,matcher
G5AU69,Q6NVF0,90.9,95.5,0.1,matcher
G5BQI0,E9Q7L1,58.6,68.7,16.6,matcher
G5AR73,P60755,97.2,98.4,0.8,matcher
G5C3U9,Q99N32,77.6,88.7,0.2,matcher
G5C7G5,D3YVL2,73.2,83.3,5.9,matcher
G5BZ83,P53569,78.8,88.0,0.8,matcher
G5C311,Q61495,77.9,85.1,2.9,matcher
G5B2P2,Q61699,94.4,97.9,0.0,matcher
G5C0I0,Q9QWK5,61.9,74.6,1.3,matcher
G5B184,P17710,90.7,96.7,0.0,matcher
G5AUZ7,Q8BZ03,91.6,94.2,2.4,matcher
G5C3A0,P27664,93.8,96.3,0.1,matcher
G5BLK5,Q8C8U0,84.3,89.2,4.6,matcher
G5BZW6,Q62165,90.0,92.5,3.1,matcher
G5ANE4,Q4VBE4,77.5,84.7,8.3,matcher
G5BEI2,A2AJA7,65.1,74.5,8.0,matcher
G5BHP2,P22682,92.7,94.5,0.1,matcher
G5BAP9,Q8BRH0,89.7,94.3,0.3,matcher
G5BWW9,Q8K212,97.6,98.6,0.0,matcher
G5C3R4,Q8CEE6,66.5,74.3,3.2,matcher
G5C1P6,Q9EPX2,67.4,75.0,7.0,matcher
G5B2Q1,Q2EY15,81.2,90.4,0.5,matcher
G5BHZ3,Q8R4U7,78.8,86.0,0.6,matcher
G5BDD4,Q99MU3,86.5,92.2,0.2,matcher
G5BDR1,Q9EPK8,93.7,95.9,0.2,matcher
G5AZ28,Q3URQ0,88.6,94.7,0.1,matcher
G5BHS6,P49717,94.8,97.5,0.2,matcher
G5BY30,Q11011,97.3,99.3,0.0,matcher
G5AWP4,Q9JMB7,93.0,96.2,0.2,matcher
G5B841,Q8BLG0,83.9,88.1,5.4,matcher
G5AKT8,Q8BYC6,90.6,92.8,4.3,matcher
G5BJB4,Q8BYA0,70.6,77.8,9.8,matcher
G5BH71,Q9QXK3,94.3,96.4,3.1,matcher
G5BZY2,Q91YE7,97.9,99.0,0.0,matcher
G5B2A3,Q61220,93.0,96.9,0.0,matcher
G5B0J8,Q9Z1G4,95.5,97.7,0.0,matcher
G5AUF7,E1AZ71,71.8,77.4,7.9,matcher
G5BJM7,Q8BS54,68.7,78.4,7.1,matcher
G5ARU7,Q3U487,97.8,98.9,0.0,matcher
G5B5V2,Q61006,89.3,92.7,3.4,matcher
G5BLN4,Q9ET01,94.7,97.5,0.6,matcher
G5AMN3,Q6NZP1,76.4,85.6,0.7,matcher
G5BZ39,A2AQW0,69.1,76.2,10.6,matcher
G5AXZ5,Q8CHP6,92.9,96.4,0.2,matcher
G5BFH6,P13405,91.5,95.9,0.1,matcher
G5C2M3,Q60750,84.2,88.3,2.9,matcher
G5B5B7,Q69ZK9,97.7,98.0,0.4,matcher
G5C3N0,Q3U5C7,92.9,96.2,0.4,matcher
G5AVZ7,Q01237,93.2,96.3,0.1,matcher
G5BG18,Q8BU03,88.0,93.5,1.9,matcher
G5C2E5,Q0VBM2,79.9,87.3,0.2,matcher
G5AU41,D3Z0M9,98.0,99.1,0.2,matcher
G5BIT6,P39087,94.1,94.3,5.6,matcher
G5AWJ8,Q3V3Q7,90.6,92.8,4.9,matcher
G5AVB2,Q921G8,91.2,92.9,5.0,matcher
G5BZ04,Q8BL74,86.7,91.1,2.2,matcher
G5C9R4,Q9R1E6,89.3,94.0,1.3,matcher
G5BCG5,Q68EF4,87.1,89.3,8.4,matcher
G5C345,Q9EQH2,85.6,92.6,0.0,matcher
G5ANN7,Q8VDC1,66.6,76.4,10.3,matcher
G5AMT4,Q8VHH5,94.7,95.9,1.3,matcher
G5BW55,Q6UQ17,73.3,84.0,1.1,matcher
G5BG26,Q6P6L0,82.9,88.2,5.4,matcher
G5APV2,Q8K4Z5,98.2,98.7,0.3,matcher
G5BNU1,P22892,99.3,99.6,0.0,matcher
G5BSL0,Q91VB4,80.5,89.7,0.3,matcher
G5BTZ1,Q810B8,95.7,98.3,0.0,matcher
G5BGM5,Q9ERA6,92.4,97.0,0.1,matcher
G5BE32,O35286,99.7,99.9,0.0,matcher
G5BH41,Q80T21,72.8,77.9,5.4,matcher
G5B4C0,P59384,81.5,83.7,12.1,matcher
G5BES0,Q3U1Y4,78.1,81.5,12.7,matcher
G5C3B6,Q80W00,88.0,90.8,3.5,matcher
G5C465,Q8K009,84.5,90.2,4.5,matcher
G5AKI5,Q3TAA7,77.2,83.5,3.1,matcher
G5BLN0,Q8BPM2,93.4,96.5,0.4,matcher
G5BNT5,Q9CSB4,83.4,88.7,0.4,matcher
G5BQI8,A0A1L1SSC7,95.0,96.8,0.4,matcher
G5BBT3,Q9QZC1,96.3,98.1,0.0,matcher
G5B0H9,Q8K031,78.5,81.7,10.2,matcher
G5C1M2,Q8CHG5,95.4,98.4,0.0,matcher
G5AY86,P70121,90.4,93.9,0.1,matcher
G5BMZ4,A2A6Q5,97.2,98.9,0.2,matcher
G5BXP0,Q9QZS7,78.4,84.4,6.3,matcher
G5B942,G3X952,80.0,88.0,1.6,matcher
G5AZT0,Q00993,87.8,91.6,0.0,matcher
G5BUA8,B2RQE8,91.3,93.9,4.0,matcher
G5BWP8,Q6L8S8,84.2,89.2,2.0,matcher
G5C2D9,Q5DTV4,93.8,96.6,0.0,matcher
G5BIC1,Q9JMB8,89.1,95.2,0.1,matcher
G5B5E9,P52785,77.8,82.0,11.4,matcher
G5ASD2,Q80WG5,98.6,99.3,0.0,matcher
G5BH86,Q8C9H6,94.3,96.2,0.7,matcher
G5BU37,Q8R3P9,76.7,86.6,0.9,matcher
G5C5K4,Q810C0,95.6,97.6,0.1,matcher
G5CA00,Q80UE6,75.4,79.5,5.7,matcher
G5AZZ9,Q6P2K6,97.0,97.6,1.6,matcher
G5C626,Q3TAQ9,88.0,93.9,0.9,matcher
G5AWP3,Q76HP3,74.9,84.5,2.5,matcher
G5BTC6,P0DPD9,88.5,92.1,1.8,matcher
G5AK00,Q8BKC8,97.7,98.5,0.0,matcher
G5BKA9,Q8K4G5,88.5,92.0,3.7,matcher
G5BXX4,O35625,89.7,93.2,0.5,matcher
G5ARW6,Q91YE8,77.8,83.7,2.1,matcher
G5AY84,Q6NXY1,77.6,86.0,6.8,matcher
G5AQE0,Q8VBW5,84.9,90.2,3.7,matcher
G5BC21,P51954,76.4,84.2,4.2,matcher
G5BXB9,Q01853,99.8,99.8,0.1,matcher
G5ALA9,Q80U62,83.2,87.8,1.7,matcher
G5AQ16,Q6PF93,92.1,93.4,5.4,matcher
G5B5X8,Q61140,90.0,91.7,2.5,matcher
G5BM28,Q64691,93.3,96.6,0.5,matcher
G5BEX8,Q8K3V7,85.1,90.5,0.1,matcher
G5AKU5,Q8K370,81.7,90.3,0.5,matcher
G5AWZ8,Q9JLI8,82.9,88.8,4.4,matcher
G5C6Q1,Q8K3F6,94.2,96.3,0.1,matcher
G5BYZ0,Q09M02,87.1,91.6,0.7,matcher
G5ANZ5,P50636,93.2,95.6,0.7,matcher
G5BYD7,Q6ZQ73,77.5,83.7,7.5,matcher
G5BL76,Q8R4T9,85.0,92.2,0.7,matcher
G5BTV1,Q922D4,92.7,94.2,4.1,matcher
G5BZE0,Q9Z0Y7,71.7,76.3,8.0,matcher
G5APF2,Q8BMF5,92.9,94.6,4.0,matcher
G5AY87,Q8CDM1,76.0,84.7,7.6,matcher
G5B1D2,Q8R2G6,82.4,88.8,0.7,matcher
G5B8M6,Q8BTF7,85.5,92.8,0.0,matcher
G5AN26,O70576,67.7,75.9,11.7,matcher
G5B5J8,A2A7S8,79.4,84.2,2.4,matcher
G5B7C6,O35711,89.5,92.9,1.9,matcher
G5BN06,Q61316,94.9,97.3,0.4,matcher
G5BE95,P58501,93.1,96.2,0.1,matcher
G5AP97,P48193,93.0,95.5,0.6,matcher
G5C185,Q8BI84,50.4,62.6,9.3,matcher
G5B3C2,P06800,64.3,73.6,4.4,matcher
G5BQY7,Q60805,81.2,89.1,0.5,matcher
G5C519,P56960,88.8,92.4,0.6,matcher
G5ARC6,Q5SV85,74.2,80.0,10.4,matcher
G5BYB9,Q5EBP3,86.3,89.8,1.1,matcher
G5BSE2,Q8CG73,71.0,78.3,15.4,matcher
G5B5L2,B2KFW1,75.5,82.9,1.3,matcher
G5BX62,Q5BKP2,96.0,98.1,0.4,matcher
G5BVK7,Q8CCB4,93.5,95.7,3.1,matcher
G5ARZ4,F6XJP7,91.9,96.9,0.2,matcher
G5AVU7,Q60790,92.5,95.8,1.4,matcher
G5B265,Q8CHR6,90.0,94.9,0.0,matcher
G5C8F7,P17427,96.1,96.9,1.7,matcher
G5BWJ0,Q640N3,74.4,81.5,1.5,matcher
G5B3B0,Q8C1B1,76.1,79.5,17.0,matcher
G5BEK6,Q7SIG6,85.2,88.2,5.1,matcher
G5B204,Q8BFY9,92.6,93.3,6.3,matcher
G5C919,E9PUP1,74.2,82.6,2.2,matcher
G5C8S7,Q80V94,79.7,87.2,1.6,matcher
G5B4P6,P57080,93.4,96.4,0.2,matcher
G5AQQ7,Q91XY7,85.6,91.5,0.0,matcher
G5B2X6,Q8CFE5,81.9,83.9,10.5,matcher
G5BJD8,Q6KAU7,62.4,67.9,14.3,matcher
G5BRA6,Q5SSM3,95.0,97.1,0.0,matcher
G5C5L9,Q66JY2,89.5,93.2,1.5,matcher
G5C7C5,P98156,88.2,90.5,7.2,matcher
G5B7A3,Q6P9P6,77.7,88.0,0.6,matcher
G5BXV7,Q8CFJ9,96.1,97.2,0.0,matcher
G5AL00,A2ADM8,55.4,64.0,4.9,matcher
G5AVF4,B1AQJ2,73.9,81.1,1.7,matcher
G5AJR9,Q8BZ60,88.5,92.5,0.1,matcher
G5ALU0,Q9JK45,92.4,94.0,2.3,matcher
G5BGW3,Q8BHK9,71.6,80.8,2.0,matcher
G5C5C6,P09055,94.0,97.0,0.0,matcher
G5C773,O70318,80.7,87.1,1.5,matcher
G5AUL3,Q3U0J8,86.7,92.6,0.6,matcher
G5AX14,Q3TMP1,88.8,94.3,0.8,matcher
G5BTH1,D3YXK0,99.0,99.4,0.0,matcher
G5C1A3,Q8K3E5,77.3,87.1,1.4,matcher
G5ALM3,P97310,85.5,87.9,8.0,matcher
G5AY63,Q7TMI3,93.8,96.5,0.0,matcher
G5B439,Q6ZPI0,91.0,94.1,1.5,matcher
G5AJZ9,Q9D2D7,83.2,86.5,3.0,matcher
G5C940,A2AWR3,90.1,94.8,0.2,matcher
G5C933,A4Q9F0,85.2,91.1,3.4,matcher
G5CBJ4,Q6ZQ18,96.3,98.3,0.0,matcher
G5BIU2,Q9WU78,90.3,92.9,3.8,matcher
G5BZ96,O54951,88.0,90.9,0.7,matcher
G5C8Z5,P97303,90.6,93.8,0.4,matcher
G5C4Y1,A0A0G2JGH6,63.4,74.9,0.5,matcher
G5BGM0,Q6P1D5,92.7,96.6,0.1,matcher
G5C822,P62500,81.8,87.2,2.0,matcher
G5BYC0,Q9QXH4,69.6,80.2,3.7,matcher
G5AV05,Q6ZPZ3,72.5,74.8,20.4,matcher
G5AKC5,P97927,84.9,91.4,1.0,matcher
G5BGG0,Q8BWW9,83.7,86.1,10.4,matcher
G5AVH6,B2RUJ5,92.0,93.3,1.6,matcher
G5AL48,P97291,96.7,98.9,0.0,matcher
G5ANU1,Q3UMY5,83.0,87.0,7.2,matcher
G5AQ77,Q61624,97.6,99.0,0.0,matcher
G5BQX0,Q9DBT5,95.7,96.6,1.4,matcher
G5BTC1,Q9R0A1,82.6,85.3,11.4,matcher
G5BUN6,Q9JMD1,88.0,93.3,0.3,matcher
G5ATQ7,Q6NXL5,94.7,96.6,0.0,matcher
G5BLU4,Q6P4T1,79.9,86.9,0.6,matcher
G5BLN5,Q8C7M3,88.4,89.2,10.0,matcher
G5CBB7,Q9D684,86.5,90.7,1.1,matcher
G5AXZ0,Q7M6U3,58.1,69.8,6.6,matcher
