proteinID_x,proteinID_y,%_identity,%_similarity,%_gaps,software
G5AV60,Q3V1N1,91.9,94.3,3.1,stretcher
G5C7V8,Q02788,90.5,94.4,1.4,stretcher
G5BEZ3,O54824,70.3,77,10.2,stretcher
G5B827,Q64701,89.1,94.9,0.5,stretcher
G5B732,Q80TJ7,75.1,77.4,20.3,stretcher
G5C687,P97305,86.3,90.7,1.4,stretcher
G5BA59,Q3TTA7,93.7,96.1,0,stretcher
G5BXF2,D4QGC2,80.8,85.2,5.8,stretcher
G5B9P7,Q61645,79.6,85,1.1,stretcher
G5BAF3,Q7TN37,79,83.8,5.8,stretcher
G5BRV3,Q9CTG6,84,89.7,0.7,stretcher
G5C2E6,Q9JJH7,84.2,88.9,1.9,stretcher
G5B6N4,Q6P4T0,76.9,83,8.1,stretcher
G5ALQ9,Q61739,84.9,88.4,8.9,stretcher
G5BDF3,Q05895,95.4,97.5,0,stretcher
G5BXQ8,Q6AZB0,83.5,88.7,3,stretcher
G5BXR4,Q0VAV2,55.7,68.5,3.1,stretcher
G5BLY4,A3KGF7,82.1,87.6,3.3,stretcher
G5BNA2,B2RUP2,88.3,93.1,0.5,stretcher
G5BED1,Q3TY92,91.6,93.6,0.8,stretcher
G5BL12,Q8CBF3,95.5,96.2,3.2,stretcher
G5C7B9,Q8C9W3,67.6,71.2,23.3,stretcher
G5ATK8,Q3UQ44,71.7,77.4,18,stretcher
G5BAM1,Q61087,79.4,88.3,0.4,stretcher
G5BI00,Q6PCS8,76.7,84.3,3.3,stretcher
G5C8S0,Q80U95,88.3,91.9,4.2,stretcher
G5ALQ5,P70232,77.7,84.2,6.9,stretcher
G5B0U6,Q8BXR9,97.1,98.5,0,stretcher
G5BQL3,Q3U1V8,85.5,87.9,6.8,stretcher
G5AW59,Q6ZQ08,68.9,69.5,30.2,stretcher
G5B3X0,Q3URV1,73.6,84.7,0.7,stretcher
G5ATG3,Q810B9,95.7,96.8,0.1,stretcher
G5BPR9,Q9EPQ8,47.1,48.3,48.1,stretcher
G5ATA7,Q04857,90,94.4,0.8,stretcher
G5B9E6,Q80U19,86.7,90.8,4.5,stretcher
G5AKA9,Q8CHC8,81.8,87.6,2.9,stretcher
G5BQT7,Q9QY40,57.8,63.3,25.3,stretcher
G5BWB3,Q9DBD5,83,87.9,4.8,stretcher
G5B435,P27046,81.4,88.8,1.5,stretcher
G5AV11,Q9DBV3,84.2,89.8,1.2,stretcher
G5C777,Q80YQ2,70.9,73,24.7,stretcher
G5AZZ1,Q80XC6,79.1,87.3,3.6,stretcher
G5C9U9,P26618,87.4,93.5,0,stretcher
G5CBC2,Q9DBR1,95.7,97,0.1,stretcher
G5B4L3,P70248,87.2,91.5,3.1,stretcher
G5AVQ3,Q920B0,91.4,95,0.5,stretcher
G5C2W5,Q62141,83.4,87,8.5,stretcher
G5BXG1,Q8BWR4,77.9,86.5,1.2,stretcher
G5BSX4,Q8K093,88.8,91.2,6,stretcher
G5C0A2,F8VPQ2,70.2,77.4,11.5,stretcher
G5BXR1,Q8BMA5,71.5,80.6,2.5,stretcher
G5BKW1,Q9CU65,85,87.3,10.9,stretcher
G5AVH2,Q8CG46,87.3,92.9,1.7,stretcher
G5AKF4,Q9WV18,97.1,98.4,0.5,stretcher
G5AV16,Q0GGX2,70.1,76.9,8.7,stretcher
G5AU70,Q6PGB8,89.1,91,7,stretcher
G5BZT2,Q6PHS9,81.2,82.2,16.3,stretcher
G5B9N4,Q9ERK4,98.5,99.6,0,stretcher
G5C4B9,Q80V86,95.1,97.4,0.7,stretcher
G5AMT1,P13808,67.8,69.8,27.2,stretcher
G5C9J2,Q9DBR7,93.3,96.4,0.8,stretcher
G5AQP6,Q5RJF7,83.7,89.1,2.6,stretcher
G5B2D4,Q61330,88.6,93.1,1.9,stretcher
G5AQF2,Q8K0C1,98.3,99.3,0,stretcher
G5AY08,Q6ZQ58,86.9,89.1,7.1,stretcher
G5BM84,Q6NZL8,83.3,88.1,5.5,stretcher
G5BVD0,F8VPP8,92.9,94.5,1.9,stretcher
G5BBU0,Q69ZX6,91.6,94.8,0.5,stretcher
G5B047,Q8R5K4,82.2,88.4,2.3,stretcher
G5B131,P15919,89.2,93.7,0.4,stretcher
G5AKT0,Q3UVC0,95.4,97,1.3,stretcher
G5B8L7,P59242,82.5,87.5,3.4,stretcher
G5BL51,Q6F3F9,76.4,83.3,8.2,stretcher
G5CBL1,Q8BZ32,68.9,76.6,11.3,stretcher
G5BV05,Q9JHR7,91,94.7,1.8,stretcher
G5APG5,F8VPK8,78.3,79,18.5,stretcher
G5BFJ7,Q8VDN2,91.9,95,3.1,stretcher
G5ARY6,E9Q4D1,79.8,82.5,13.4,stretcher
G5C019,G5E8B9,89.2,92.6,0.4,stretcher
G5BBI6,Q8C5H1,96.3,97.4,1.6,stretcher
G5BEU3,Q9WVM6,88.4,93,0.9,stretcher
G5AMY0,P98200,77.2,79.6,14.4,stretcher
G5BB87,Q3U7R1,87.2,92.6,1.9,stretcher
G5C325,Q8BIH0,88.6,92.2,2.8,stretcher
G5BM68,D3Z649,89.3,90.3,8.6,stretcher
G5BTB4,P54754,92.6,94.3,3.4,stretcher
G5BPQ3,Q9D4I2,77.5,85.4,1.2,stretcher
G5AMN4,E9Q9Q2,81.9,86,8.2,stretcher
G5BPW3,Q8CIS0,77.5,81.3,15.2,stretcher
G5B5X1,Q8C0M0,92.2,93.8,4,stretcher
G5C7K6,Q9QUQ5,95.8,97.8,1,stretcher
G5BGK3,P46735,79.2,80.7,18.8,stretcher
G5BC17,Q9ET54,66.2,70.5,21.7,stretcher
G5B4Q0,Q8CBD1,82,89.7,0.6,stretcher
G5AYX9,Q8CFI0,90.7,92.1,3,stretcher
G5B3J6,Q9QX29,95.4,97.1,0.5,stretcher
G5BM05,Q8R307,94.5,96.6,0.1,stretcher
G5AYZ3,O70228,85.2,87.2,11.8,stretcher
G5B2I6,Q99MV5,73.8,81,11.9,stretcher
G5C396,P05622,83.6,90.3,1.9,stretcher
G5CAJ8,O89032,82.7,87.9,6.1,stretcher
G5C1U0,E9PW83,83.4,89.1,4.9,stretcher
G5B797,Q9Z1A9,82.3,86.5,5.9,stretcher
G5BXC1,Q9JJI6,85.2,90,0.9,stretcher
G5CBA1,Q99PL5,71.6,78.2,12.8,stretcher
G5B1A8,E9PYK3,57.6,67.8,14.5,stretcher
G5B7T7,B1AYB6,80.9,83.7,13.6,stretcher
G5B1W6,E9PZM7,65.7,75.4,8.6,stretcher
G5C351,F8VPU2,87.2,90.2,5.4,stretcher
G5BZF4,Q8CGE9,68.1,72.2,19.6,stretcher
G5BWQ8,Q6P9Q6,78.4,85.4,0.7,stretcher
G5C1P8,Q7TMC8,84.6,91,1,stretcher
G5B225,Q9R117,78.4,85.4,0.8,stretcher
G5AT60,P00520,83.7,87.6,4.2,stretcher
G5B7Z9,Q3URK3,52.2,62.8,10.6,stretcher
G5BEE8,Q9Z2I4,68.5,73.5,15.3,stretcher
G5BCU0,Q80U12,87.8,91.2,4.5,stretcher
G5C0N2,Q68FE9,86.7,90.4,4.4,stretcher
G5BQV6,A2AFS3,86.7,93.3,0.4,stretcher
G5AYH9,Q8CHT3,90.7,93.8,1.2,stretcher
G5AV95,Q60519,85.3,88.4,8.3,stretcher
G5BDM8,Q8K1S2,93.8,95.7,1.7,stretcher
G5BTG3,Q8CGF7,86.6,87.3,12.1,stretcher
G5BZI7,Q6PHS6,92.5,94.1,4.6,stretcher
G5BUE3,Q9JIF7,99.3,99.7,0,stretcher
G5ARM4,Q641K1,75,79.6,16.1,stretcher
G5AUV1,Q8BMI0,76.5,78.8,17.9,stretcher
G5C1S5,O35607,74.3,77.2,17.7,stretcher
G5C878,Q64430,63.1,67.7,27.4,stretcher
G5BRD7,Q8R429,90.8,93.6,4.4,stretcher
G5BXP6,Q04692,91.7,95.2,1,stretcher
G5ANC6,Q5DTM8,96.9,98.5,0.2,stretcher
G5AVD2,Q9CXK9,81.1,84.1,10.3,stretcher
G5BVM9,P29477,74.9,82.2,6.8,stretcher
G5BR76,P59158,89.5,93.4,2.7,stretcher
G5AWQ1,O70405,88.2,90.5,3.4,stretcher
G5C8S3,Q6DFV1,81.6,90.6,0.5,stretcher
G5B6Y0,Q9Z2U2,50.9,55.3,39.6,stretcher
G5B1Y6,Q5QNQ9,63.8,69.2,15.4,stretcher
G5BWF2,Q80U30,90.1,92.4,2.9,stretcher
G5C1D8,Q7TQF2,94.1,97.2,0.6,stretcher
G5C3R2,Q70E20,76.7,82.1,8.7,stretcher
G5BH62,O08747,86.4,87.9,10.8,stretcher
G5BE28,Q61768,96.8,98.5,0,stretcher
G5CBC0,Q8CEL2,73.8,84.9,1.4,stretcher
G5BHK3,Q5DU05,67.7,78.6,3.5,stretcher
G5BK77,Q80U44,64.8,75.7,2.3,stretcher
G5AW27,Q8CGF1,76,84.6,2.9,stretcher
G5CB42,Q6NXJ0,79.6,84.5,6.3,stretcher
G5C8Y8,P34152,84.2,85.8,12.1,stretcher
G5BBV4,E9Q7C4,52,63.3,8.4,stretcher
G5AVW3,Q64096,78.3,83.8,9.9,stretcher
G5C655,Q6P9Q4,80.6,84.4,4.8,stretcher
G5AXG3,E9Q3M5,81.9,85,8.9,stretcher
G5B6J7,P46062,87.9,91.4,0.6,stretcher
G5BED5,P47806,80.2,83.2,7.1,stretcher
G5BJQ7,Q8CDI6,86.5,92.6,0.9,stretcher
G5AXQ4,Q6P4U0,51.8,56.1,37.8,stretcher
G5BF43,Q0QWG9,68.4,71.1,20.6,stretcher
G5BI94,Q60988,73.8,82.9,3.3,stretcher
G5BQX9,Q62469,77.8,87.1,3.3,stretcher
G5BUX1,Q9JJS0,83.8,88.2,6.9,stretcher
G5BLH5,Q3V0G7,89.1,92.3,2.8,stretcher
G5BBR6,Q3U2I3,92.3,94,1.4,stretcher
G5C538,O35904,83.8,87,8.5,stretcher
G5BLL5,Q7TMY7,88,92.8,3.3,stretcher
G5BRR3,Q8BW70,88.2,93.7,0.3,stretcher
G5B3U8,Q8R526,41.6,52,24.3,stretcher
G5BAI6,A2ARA8,85.2,91.2,2.6,stretcher
G5AY62,Q91W43,86.8,91.2,5.5,stretcher
G5BTC3,Q6NZJ6,71.6,74,22.4,stretcher
G5BI20,Q99NH2,66.8,73.9,15,stretcher
G5BN73,Q9Z2V6,61.3,64.4,31.4,stretcher
G5BRY6,Q2UY11,77.4,82.9,10.5,stretcher
G5BWQ4,Q3TES0,78.3,81.4,9.8,stretcher
G5B0I2,Q3UIL6,80.5,85.2,6.8,stretcher
G5CBL5,O88508,96,97.5,0.7,stretcher
G5AX01,Q80TL1,83.8,85.7,12.4,stretcher
G5B7R5,A2APV2,85.9,88,5.8,stretcher
G5BVW1,B9EJ80,79.2,84.4,3.5,stretcher
G5ASK3,Q9JIX8,76.3,81.5,8.5,stretcher
G5C2S3,Q05AA6,94.2,96.5,0.2,stretcher
G5BJW7,B2RX88,75.8,84.2,4.2,stretcher
G5ALZ1,Q8BSS9,74.9,76.8,18.9,stretcher
G5BY34,Q69ZH9,59.7,62.9,28.4,stretcher
G5C664,Q68FE6,71.9,76.6,10.6,stretcher
G5BFU8,Q9QX96,88.9,92.2,0.5,stretcher
G5ALX3,Q3V129,72.1,80.6,7.1,stretcher
G5B293,Q924T7,83.3,88.1,0.7,stretcher
G5BEU6,Q5SXY1,87.6,92.2,1.1,stretcher
G5BEX6,P13595,82.2,85,7.6,stretcher
G5B5W3,Q8BGQ7,93.6,96.5,1.5,stretcher
G5BER7,Q7TPD0,88.2,90,7.8,stretcher
G5C3V0,P35601,64.5,70.2,23.5,stretcher
G5AK81,O88343,84,87.1,8.9,stretcher
G5ARR7,Q9R0G8,62.6,73.2,9.1,stretcher
G5BBI0,A2RSJ4,64.7,71.7,19.1,stretcher
G5C7E4,B2RRE7,80.8,86.1,5.7,stretcher
G5BQF9,Q8VCD7,84.3,90,1,stretcher
G5B053,Q6NWW5,70.9,79.3,2.3,stretcher
G5BD30,Q62381,86.1,89.7,6.1,stretcher
G5B222,Q8C7R4,85.1,90.6,5.3,stretcher
G5C6S7,P61622,77.9,82.4,13.2,stretcher
G5B1Y3,Q80YY7,91.8,93.7,2.6,stretcher
G5C252,Q80TQ2,94,96.1,2.1,stretcher
G5BIK1,Q640N1,79.4,84,7.6,stretcher
G5C159,Q8BLI4,92.7,96.2,0.4,stretcher
G5B503,Q9WVL6,97.3,97.8,0.1,stretcher
G5C6E8,Q80YR7,71.5,79.5,7.7,stretcher
G5AYF8,Q6WQJ1,88.8,90.5,1.8,stretcher
G5B6Z4,Q8BHY8,93,94.6,3.7,stretcher
G5C833,B2RXC8,77.3,84.4,8.6,stretcher
G5BYK3,Q3U319,92.6,95.6,0.1,stretcher
G5AQX0,Q9Z2B5,81.9,86.1,8.7,stretcher
G5BMX5,Q80Y17,85,88.4,5.4,stretcher
G5C6F8,Q569Z6,92.9,95.7,1.3,stretcher
G5BDI0,Q9EQY0,91.8,94.6,2.1,stretcher
G5AMN2,Q80UJ7,90.6,94.2,1.2,stretcher
G5B4F2,P59759,83.8,89.2,1.5,stretcher
G5BH91,Q6P2B1,98.5,98.7,0.9,stretcher
G5BYN0,Q4V9Z5,94.9,97,0,stretcher
G5BHZ9,O09127,88.8,91.6,2.2,stretcher
G5AW69,Q8CIM8,94.5,96.5,1.3,stretcher
G5BA70,A2AHL1,87.5,90,5.3,stretcher
G5C600,Q9JLC4,75.5,78,18.1,stretcher
G5B8H6,Q769J6,58.4,67,15.6,stretcher
G5B1A7,Q569L8,71.2,80.5,2.1,stretcher
G5BDJ1,Q810A7,95,96.9,0.9,stretcher
G5AVH8,Q9Z0U1,77.2,84.8,6.2,stretcher
G5BW56,Q7TT28,75.6,82.2,4.6,stretcher
G5BNT7,O35375,91.9,96.8,0,stretcher
G5BZL9,Q8C7X2,91.7,95.1,0.8,stretcher
G5BF78,P59328,79.9,88.4,1.2,stretcher
G5BYU7,Q8C7B8,81.2,84,10.7,stretcher
G5BID3,P11688,85.3,90.5,2.9,stretcher
G5ARI9,Q8R5H1,89.2,90.6,8.4,stretcher
G5APM7,Q9JI91,99.1,99.6,0,stretcher
G5BNK2,Q8CHH5,84.6,89.8,0.8,stretcher
G5AXZ3,E9Q7L0,87.6,91.1,3,stretcher
G5BFG6,Q62448,95.8,96.5,3.2,stretcher
G5B049,Q91VX2,79.7,86.7,1.5,stretcher
G5BBV1,Q9EST3,90.4,94.8,0.3,stretcher
G5C1A7,Q8K019,95.1,97.5,0.3,stretcher
G5BB59,O88329,86.8,93.9,0.2,stretcher
G5BYZ1,Q99K41,86.8,92.5,0,stretcher
G5BNJ8,Q8BXJ2,76.7,80.8,5.1,stretcher
G5BQL0,Q8BM75,74.4,78.5,14.5,stretcher
G5BMZ2,Q80TG1,86,89.7,6,stretcher
G5BVK4,Q6P6L6,81.6,88.8,3.6,stretcher
G5AZB4,Q924W5,82.7,89.4,6.4,stretcher
G5C1C9,Q8K1H1,80.1,89.1,2.6,stretcher
G5AQA3,O55029,98.1,99.1,0.2,stretcher
G5BNG3,G5E8Q8,66.3,77.6,6.6,stretcher
G5BAN1,Q60603,90.9,92.8,3.7,stretcher
G5AN00,Q9Z1T2,89.1,92.5,3.6,stretcher
G5AK12,O35379,73.5,79.3,15.4,stretcher
G5ATL2,B8JK39,85.2,90,6.1,stretcher
G5BK27,E9Q444,81.3,86.2,4.5,stretcher
G5BTA5,Q6GQT6,74,78.9,6.4,stretcher
G5BHN4,Q91W86,94.4,95.6,2.8,stretcher
G5BC37,Q6NXL1,85.1,90.2,0.4,stretcher
G5BPM4,Q64028,84.5,87.7,7.2,stretcher
G5BVL5,Q5SYD0,89.3,92.1,5.1,stretcher
G5ATI6,A2AP18,59.5,63.9,24.5,stretcher
G5B928,Q64518,88.2,90.7,3.9,stretcher
G5CAN5,Q8CFW1,89.6,92.6,1.9,stretcher
G5ALQ7,Q07409,86,91.8,0.9,stretcher
G5B758,P97386,88.1,92.6,0.6,stretcher
G5BZ73,A6H6S0,85.8,90,4,stretcher
G5B5H1,Q8BUM9,79.2,85.8,3.3,stretcher
G5AY21,Q8BWQ6,84.8,87.1,9.7,stretcher
G5BNB1,Q3TJ91,83.3,86.6,7.1,stretcher
G5BCF4,P59672,78.2,82.3,8.7,stretcher
G5AQ66,Q99ML9,86,91,1.8,stretcher
G5C1N8,E9Q2I4,80.3,85,7.4,stretcher
G5B5C3,Q5F293,87.1,90.3,1.2,stretcher
G5BE31,Q64318,80.7,84.4,5.3,stretcher
G5AYX1,P58660,88.2,91.2,3.4,stretcher
G5BAB4,Q8C3F2,80,82.9,13.2,stretcher
G5B9G2,Q0PMG2,92.2,93.9,3.6,stretcher
G5AMW2,Q99JP0,96.8,98.1,0.3,stretcher
G5B6T4,Q8K411,84.3,92.7,0.4,stretcher
G5C247,P51829,82.8,87.6,2.6,stretcher
G5BB51,Q923Q2,80.3,84.3,9.9,stretcher
G5BI13,Q6ZQ89,96.5,97.6,0.8,stretcher
G5BRK8,Q9EPL8,80.6,81.9,13.9,stretcher
G5AV48,P54761,89,92.7,3.2,stretcher
G5AY13,P23818,97.5,98.9,0.1,stretcher
G5C8A2,Q80UK8,64.5,65.7,32.6,stretcher
G5AKA5,P59438,79.2,86.7,3.7,stretcher
G5BPH9,Q9WVL3,61.3,64,31.5,stretcher
G5ASV5,Q3TXS7,93.8,94.8,3.9,stretcher
G5ATE4,Q99PP7,77,79.4,16.3,stretcher
G5AZF8,Q99KG3,93,94.7,1.9,stretcher
G5BZ12,Q6VH22,50.8,52.8,45,stretcher
G5BMT7,Q9EPW0,91.6,93.5,4.1,stretcher
G5C8T1,Q80U87,80.3,87.1,3.2,stretcher
G5AMQ9,P30999,84,87,11.4,stretcher
G5BTR7,Q80SY4,91.8,92.5,6.6,stretcher
G5C8C4,Q0VGM9,74.5,82.4,5.1,stretcher
G5AL54,Q6P7W0,78.7,87.2,3.3,stretcher
G5ALK9,Q8R422,62.9,75.2,8.3,stretcher
G5AYL5,Q7TQK1,92.1,95.6,2.5,stretcher
G5BHA6,Q78PY7,96.7,98.1,0.5,stretcher
G5BV55,Q3UWA6,82.5,91.2,0.7,stretcher
G5C8M5,Q5SPW0,92,95.9,0,stretcher
G5BJQ4,Q9QXN0,55.2,61.9,18.9,stretcher
G5BQV2,Q8CGF6,94.6,96.7,0.8,stretcher
G5AYF7,Q3UR85,70.9,74.5,15.5,stretcher
G5BRD3,Q8R1B4,97,97.9,0.2,stretcher
G5B8E0,E9Q8I7,86.3,90.6,2.5,stretcher
G5AKV1,Q8BWZ3,91.4,95.5,0.7,stretcher
G5BTK1,O54826,82.4,87.1,6.2,stretcher
G5BLQ4,Q91XL9,90.3,95.5,0,stretcher
G5BYP8,Q9ESU6,73.6,74.4,19.1,stretcher
G5C6G7,B1AS29,92.7,94.1,3.8,stretcher
G5CA24,P98203,91.9,94.5,0.4,stretcher
G5APX0,O35643,94.2,95.6,2.2,stretcher
G5B8T5,D3YZU1,53.8,54.8,42.8,stretcher
G5BYX5,Q99LG2,97.5,98,1.7,stretcher
G5C0R1,Q91VY5,79,84.6,5,stretcher
G5BE86,Q64737,86.9,94,0,stretcher
G5BA38,Q8R3B7,68.1,70.2,27.4,stretcher
G5AX35,O08644,85.3,89.2,5.9,stretcher
G5AKL8,Q80UG8,75.1,80.6,6.5,stretcher
G5C5Q2,Q99MI1,80.9,82.6,17.2,stretcher
G5AQ44,Q148W8,78.2,85.9,3.7,stretcher
G5B717,Q3UHN9,96.2,97.2,1.7,stretcher
G5BLW7,Q1EG27,67,71.8,20.5,stretcher
G5BWW8,Q3UJB0,95.9,96.5,2.2,stretcher
G5BDT6,Q3UTQ8,90.4,93.8,3.7,stretcher
G5BPZ6,Q8K1S4,94.8,96.3,2.4,stretcher
G5C192,Q8CG79,77.8,83.1,7.2,stretcher
G5C341,Q8C129,85,91.7,1.5,stretcher
G5B8Q7,P17426,92.4,93.2,2.1,stretcher
G5BDM1,P97467,87.8,92.3,2.3,stretcher
G5BSM7,Q63ZW7,50.6,60.1,16.4,stretcher
G5BZW1,P35123,89.6,94.1,0.2,stretcher
G5BMX8,O70157,85.7,90.2,1.2,stretcher
G5ASU7,Q9Z1T1,82.3,87.5,4.1,stretcher
G5BSN3,Q9Z139,89.2,93.4,4.1,stretcher
G5AXV3,Q8K224,87.5,90.2,6.8,stretcher
G5BWY6,O88990,96.3,98.2,0,stretcher
G5C7H4,G3X972,83.2,84.9,10.6,stretcher
G5BHN3,Q9JKR6,89.3,93.5,1.9,stretcher
G5C532,Q9ES00,85.2,87,11.5,stretcher
G5ANH7,E9Q287,69.5,74.4,18.1,stretcher
G5BK60,B1AR10,81.1,83.9,5.2,stretcher
G5C3C6,Q03146,93,95,0.8,stretcher
G5AM53,D3YWQ0,75,76.2,23,stretcher
G5C5C5,P97333,90.2,94.3,2.3,stretcher
G5C6Q4,Q8CCJ9,85.3,91.5,1.1,stretcher
G5BRY7,Q8VE19,97.4,98.6,0.2,stretcher
G5AZQ7,Q61626,69.9,70.3,21.7,stretcher
G5APL4,Q9ER65,88.9,91.4,4.9,stretcher
G5AY42,Q921I6,90.2,94.1,1.5,stretcher
G5AU73,Q9Z138,88.1,91.3,2.6,stretcher
G5C983,Q7TSG1,88.8,94.1,0.5,stretcher
G5BHE3,Q8BIZ0,91.8,95.9,0,stretcher
G5BGP9,Q2HXL6,93.1,95.8,0.5,stretcher
G5BJL0,Q0P5X1,55.2,70.4,6.3,stretcher
G5B8I0,Q7TSK7,72.8,75.6,17.8,stretcher
G5BNZ4,Q3UHJ0,91,92.6,2.7,stretcher
G5B6X0,Q8K382,84.9,88.5,3.7,stretcher
G5AV51,Q99MR6,96,97.5,0.8,stretcher
G5AZQ8,Q8BY46,88.1,89.8,6.1,stretcher
G5BIF4,Q60700,95.6,96.6,0.7,stretcher
G5BQ18,Q569Z5,71,72.2,24.5,stretcher
G5BD76,Q0VBL3,90.2,91.7,5.5,stretcher
G5BRU3,Q03145,68.6,72,23.2,stretcher
G5BZ85,Q8K1Y2,94.9,98,0.1,stretcher
G5CAS8,Q99JH7,89.2,91.2,5.1,stretcher
G5AV13,Q8K596,94.8,96.9,0,stretcher
G5AZ65,P26231,98,98.6,1.1,stretcher
G5C356,Q80Z37,84.3,89.7,1.8,stretcher
G5AXE1,O08528,95.3,97.7,0,stretcher
G5C9P4,F2Z3U3,70.5,74.4,7.8,stretcher
G5B8G2,B1AZI6,62.9,63.9,35.1,stretcher
G5AWN7,Q8CFT2,65.9,68.3,26.2,stretcher
G5C6F1,Q8CJG1,99.1,99.1,0.9,stretcher
G5C537,Q9EPL2,86.3,91.1,4.6,stretcher
G5AJX0,Q3UZV7,70.5,75.9,15.6,stretcher
G5BAC7,A2ALK8,92.9,96.5,0.3,stretcher
G5ATU7,Q00342,85,90.9,1.2,stretcher
G5B9Q0,P98063,60,60.5,37.5,stretcher
G5C3C8,Q3U2A8,77.8,84.6,4.5,stretcher
G5AZ20,Q80T41,81.5,82.7,16.8,stretcher
G5BGW0,Q6IFT4,75.5,83.9,1.8,stretcher
G5AXY7,Q6PCX9,89.7,92.4,2.2,stretcher
G5AXK9,Q8R5K2,92.5,97.1,0.2,stretcher
G5BAN6,P11103,77.7,82.4,11.5,stretcher
G5BHW9,Q52KI8,89.8,91,5.7,stretcher
G5C2M0,Q64347,87,91.1,2,stretcher
G5C0C2,Q9D071,87.3,92,1.4,stretcher
G5AUH5,Q8BHG1,75.3,78.3,17.7,stretcher
G5CAR4,P56399,98.6,99.7,0,stretcher
G5BH65,Q80TB7,71.6,72.2,27.3,stretcher
G5C7H9,P52850,95.4,97.4,0.1,stretcher
G5BMW6,Q9WTN3,79,83.1,4.2,stretcher
G5B818,Q91V83,78.9,86.9,3,stretcher
G5C5Y5,Q3TBD2,78.2,84.2,3.8,stretcher
G5BJ58,Q80YE4,55.7,59.9,25.4,stretcher
G5BI71,Q69Z89,79.1,84.6,3.2,stretcher
G5BU38,Q3UPC7,69.3,80.6,3.4,stretcher
G5AT76,E9PYG6,82.2,82.9,16.4,stretcher
G5BMM2,Q7TQG1,80.4,83,12.2,stretcher
G5BTC4,Q8VDM4,96.9,97.6,0.2,stretcher
G5C6F0,Q8CJF8,97.6,98.5,1.3,stretcher
G5C7S2,Q920F6,71.9,80.5,10.7,stretcher
G5BIM2,O88444,77,77.8,19.6,stretcher
G5BP97,Q8K2I9,83.6,86.7,8.2,stretcher
G5C6E2,Q8K135,83.1,89.5,0.7,stretcher
G5AYZ4,Q60591,89.8,93.1,0.8,stretcher
G5BDR8,Q9D6A1,79.8,85.7,9.1,stretcher
G5CBQ3,Q6NS60,97.1,97.9,0.2,stretcher
G5AK34,Q66L42,90,91.7,3.4,stretcher
G5C8Y7,Q8CJG0,97.8,98.3,0.7,stretcher
G5BKC2,Q3UQS8,70.6,79.4,8,stretcher
G5B3I3,Q8CI71,85.1,87.7,9.7,stretcher
G5BKF9,Q9Z321,96.1,98,0,stretcher
G5C6F2,Q8CJF9,97.8,98.3,0.2,stretcher
G5B3H4,Q80YX1,62.5,67.1,26.4,stretcher
G5BW88,Q3UHE1,86.3,88.4,9,stretcher
G5BXY8,Q6PIX5,96.5,98,0.1,stretcher
G5B9R0,Q8VDP4,90.9,94.2,1.2,stretcher
G5BPC6,O70468,67.9,72.5,22.3,stretcher
G5BPZ2,E9Q7P9,69.7,80.2,2.6,stretcher
G5BCF2,Q66PY1,81.4,83.3,13.8,stretcher
G5C378,Q80T74,95.9,97.9,0.1,stretcher
G5AVT8,Q6P549,79.6,80.3,16.1,stretcher
G5BD05,Q4VAC9,71.6,77.4,10.8,stretcher
G5C7W9,Q7TPR4,88.3,89,8.5,stretcher
G5BWA3,P97813,89.6,92.8,2.6,stretcher
G5BM25,Q8R5L3,95.9,98.3,0.2,stretcher
G5ALD4,Q811D0,92.8,94.7,2.5,stretcher
G5BRD4,Q7TQH0,76.5,78.8,16.9,stretcher
G5C2N1,Q8BNE1,89.9,95,0.5,stretcher
G5AUK5,Q811J3,84.8,89.1,4.8,stretcher
G5AK37,Q9DBH0,94.8,97.1,0,stretcher
G5B9Q3,Q8CDG1,86.7,92.2,0,stretcher
G5BJI0,Q9Z2V5,55.3,60.3,31.4,stretcher
G5BWB5,F6ZNL5,63.5,69.1,26.4,stretcher
G5C9J4,P0C5E4,75.9,81.7,11.6,stretcher
G5B018,Q80TS8,75.9,81.4,6.7,stretcher
G5AYH8,Q8BHN3,87.5,92.7,2.8,stretcher
G5BJZ2,Q80U16,81,87.6,4.3,stretcher
G5BKS8,Q80TY4,81.6,87.4,3.1,stretcher
G5C4I5,Q62470,63.6,68.6,21.9,stretcher
G5BF01,O35914,87,92.6,0.6,stretcher
G5BD17,P35546,75.2,83.2,5.6,stretcher
G5B0V1,Q8R0Y6,93.3,97.2,0.2,stretcher
G5AS68,Q922S4,89.5,92.3,3.5,stretcher
G5B290,Q8VI75,80.1,89.1,0.5,stretcher
G5CAL1,Q499E5,88.8,90.2,6.7,stretcher
G5ANB1,P43247,92.3,96.1,0.1,stretcher
G5AM67,Q80XR2,83.1,84.7,13.6,stretcher
G5BZB8,P58252,98.5,99.3,0,stretcher
G5C221,Q6PCM2,94.5,97.2,0.5,stretcher
G5B4G5,E9PWW6,84.7,91.4,0.4,stretcher
G5AN84,Q8C0S1,79.2,85.6,8,stretcher
G5BSS4,Q8BHY3,83.3,85.9,9.2,stretcher
G5C5E5,Q8BIE6,84.2,87.6,5.9,stretcher
G5C6W7,Q9R001,89.1,92.3,1.5,stretcher
G5ANE3,P42703,75.1,85.9,0.3,stretcher
G5ATB9,A2AH22,71.2,73,23.8,stretcher
G5AVR2,Q8K2V6,87.8,89.2,9,stretcher
