proteinID_y	domain_id	dom_start_y	dom_end_y	dom_agg_score_y	dom_length_y	proteinID_x	dom_start_x	dom_end_x	dom_agg_score_x	dom_length_x
Q62559	PF09822	12	115	2.4545288461538477	103	G5BCW7	13	116	2.7584423076923064	103
Q9DBA8	PF01979	78	421	1.754656976744185	343	G5C0T0	79	422	3.9635058139534887	343
Q61884	PF13868	114	464	0.11972934472934478	350	G5B7F5	82	420	0.015061946902654869	338
Q9EQX0	PF04643	56	114	0.0	58	G5BX68	57	115	0.0	58
Q9EQX0	PF04644	23	50	0.0	27	G5BX68	24	51	0.0	27
Q9DAQ5	PF15075	12	145	0.16087313432835815	133	G5BK66	12	144	0.061654135338345864	132
Q8BIG2	PF15478	79	178	1.63143	99	G5C8A7	1	100	3.839930000000001	99
O35129	PF01145	41	219	0.8262569832402233	178	G5CAS2	42	220	0.7774581005586594	178
Q8VCR9	PF07303	105	205	2.080247524752476	100	G5B7U8	68	168	4.8102475247524765	100
A3KGB4	PF00566	489	692	20.18963725490196	203	G5C3Z0	553	756	20.19456862745097	203
A3KGB4	PF02893	145	250	20.621716981132078	105	G5C3Z0	209	314	20.12717924528302	105
A3KGB4	PF02893	285	376	1.8629782608695649	91	G5C3Z0	349	439	8.288285714285715	90
Q8R5A3	PF00169	314	419	2.562056603773586	105	G5AUW1	312	417	2.554971698113208	105
Q8R5A3	PF00788	185	264	0.08002500000000001	79	G5AUW1	183	262	0.081375	79
Q7TSK7	PF00090	50	104	0.005727272727272728	54	G5B8I0	177	263	2.8374942528735634	86
Q7TSK7	PF05986	214	329	2.7386120689655167	115	G5B8I0	373	488	2.7479482758620675	115
Q7TSK7	PF08686	921	952	0.06765625	31	G5B8I0	1109	1140	0.0671875	31
Q7TSK7	PF19030	631	690	0.0	59	G5B8I0	785	844	0.0	59
Q7TSK7	PF19030	746	799	0.0	53	G5B8I0	900	987	4.646840909090908	87
Q7TSK7	PF19030	803	859	0.8441228070175437	56	G5B8I0	991	1047	0.8547368421052631	56
Q7TSK7	PF19030	862	912	0.0	50	G5B8I0	1050	1100	0.0	50
Q9DBE9	PF01728	23	199	6.967700564971751	176	G5BDJ0	24	200	6.998531073446327	176
Q9DBE9	PF07780	620	825	2.072165048543689	205	G5BDJ0	616	819	2.0815196078431373	203
Q9DBE9	PF11861	231	397	0.0	166	G5BDJ0	232	395	0.0	163
Q3UHD2	PF01408	79	112	0.0	33	G5BN49	3	36	0.010088235294117646	33
Q3UHD2	PF02894	131	358	3.5302149122807016	227	G5BN49	55	282	3.8433114035087717	227
P22361	PF04814	7	167	3.1744161490683234	160	G5AWX7	8	168	3.1572422360248433	160
P22361	PF04812	281	537	2.0351984435797674	256	G5AWX7	282	540	1.4388841698841686	258
P22361	PF04813	539	626	0.962306818181818	87	G5AWX7	542	630	0.9529550561797752	88
Q9JKL4	PF04430	60	168	6.120779816513761	108	G5BZV0	60	168	6.101155963302755	108
Q8C5Q4	PF00076	251	317	1.6963731343283577	66	G5BN02	195	291	8.771432989690718	96
Q62234	PF00041	491	575	11.805847058823536	84	G5CAX9	449	533	11.876705882352944	84
Q62234	PF00041	619	703	8.171600000000002	84	G5CAX9	577	661	8.127117647058826	84
Q62234	PF00041	720	802	3.889493975903616	82	G5CAX9	678	760	3.4905662650602407	82
Q62234	PF00041	916	1004	0.9380674157303374	88	G5CAX9	833	921	3.5067752808988764	88
Q62234	PF00041	1022	1108	1.3452413793103446	86	G5CAX9	939	1025	4.508172413793104	86
Q62234	PF07679	257	349	3.233591397849463	92	G5CAX9	245	306	4.8512903225806445	61
Q62234	PF07679	395	465	0.3953098591549296	70	G5CAX9	353	423	6.114028169014086	70
Q62234	PF07679	1124	1198	2.8113466666666667	74	G5CAX9	1041	1115	1.2921733333333334	74
Q62234	PF07679	1352	1424	2.7868904109589034	72	G5CAX9	1269	1341	5.3585068493150665	72
Q62234	PF07679	1560	1644	5.845188235294117	84	G5CAX9	1477	1561	4.6768470588235305	84
Q8CEZ4	PF03281	145	354	9.14793333333333	209	G5C3R0	131	339	9.508531100478466	208
Q8C119	PF10179	290	381	8.187163043478265	91	G5BZK0	291	382	7.785565217391302	91
Q9DBH0	PF00397	301	330	0.0	29	G5AK37	302	331	0.0	29
Q9DBH0	PF00397	331	360	0.0	29	G5AK37	332	361	0.0	29
Q9DBH0	PF00397	406	434	0.3787931034482758	28	G5AK37	407	435	0.3787931034482758	28
Q9DBH0	PF00397	445	474	0.0	29	G5AK37	446	475	0.0	29
Q9DBH0	PF00632	565	867	6.379181518151817	302	G5AK37	566	868	5.747792079207923	302
Q61142	PF02513	53	101	0.5791632653061225	48	G5C375	54	102	0.5791632653061225	48
Q61142	PF02513	132	181	17.997840000000004	49	G5C375	133	182	17.997840000000004	49
Q61142	PF02513	213	258	3.821804347826088	45	G5C375	214	259	4.14504347826087	45
Q6P9S0	PF08397	22	235	7.707565420560748	213	G5C1Q2	7	220	7.706528037383179	213
Q9R0T8	PF00069	28	225	7.3330909090909095	197	G5BP26	1	198	7.094843434343432	197
Q9R0T8	PF18394	401	647	1.370999999999999	246	G5BP26	374	624	5.177318725099605	250
Q9R0T8	PF18396	307	394	5.715386363636362	87	G5BP26	280	367	13.032215909090905	87
Q8K0Y2	PF00038	54	365	0.6718429487179489	311	G5B0N6	55	366	0.08812179487179488	311
Q6IQX7	PF05679	261	760	2.183584	499	G5AKI9	180	678	1.8041943887775556	498
P28740	PF00225	227	550	3.935169753086425	323	G5AVR0	109	380	1.5478823529411772	271
Q9WUA6	PF00069	149	404	1.7892656250000007	255	G5AM38	135	390	1.7862812499999996	255
Q9WUA6	PF00169	15	104	2.353299999999999	89	G5AM38	1	90	2.3559777777777784	89
Q9WUA6	PF00433	425	472	0.04110416666666667	47	G5AM38	411	458	0.041	47
Q8C8V1	PF00096	208	232	0.47044	24	G5B0V4	217	241	0.4674800000000001	24
Q8C8V1	PF00096	238	262	0.59348	24	G5B0V4	247	271	0.5930799999999999	24
Q8C8V1	PF00096	268	290	0.0	22	G5B0V4	277	299	0.0	22
Q8C8V1	PF00096	388	412	0.0	24	G5B0V4	397	421	0.0392	24
G5E8P0	PF04130	1462	1765	4.057335526315791	303	G5B2I2	1394	1697	4.004973684210523	303
G5E8P0	PF17681	352	622	11.567018450184506	270	G5B2I2	353	624	8.842801470588238	271
Q148V8	PF07894	15	282	6.151305970149252	267	G5AWE7	16	283	6.1491417910447765	267
Q8BHA0	PF08265	140	148	0.10011111111111112	8	G5C763	142	149	0.0725	7
O08573	PF00337	15	143	5.150968992248067	128	G5BVM8	16	145	3.244038461538462	129
O08573	PF00337	223	351	4.5419534883720925	128	G5BVM8	208	335	4.378992187499999	127
Q8CGE9	PF00595	22	93	0.6873611111111108	71	G5BZF4	5	76	0.513125	71
Q8CGE9	PF00615	714	829	0.7863965517241378	115	G5BZF4	877	992	0.6658448275862068	115
Q8CGE9	PF02188	1187	1208	0.0	21	G5BZF4	1297	1318	0.0	21
Q8CGE9	PF02196	1009	1029	0.0980952380952381	20	G5BZF4	1107	1127	0.031904761904761915	20
Q8CGE9	PF02196	1034	1101	0.3869558823529412	67	G5BZF4	1132	1199	0.0	67
Q8CGE9	PF16611	1111	1179	0.0	68	G5BZF4	1221	1289	0.03144927536231884	68
Q8CGE9	PF16612	1237	1380	0.013340277777777777	143	G5BZF4	1347	1465	0.010720338983050848	118
Q8CGE9	PF16613	835	946	0.0423125	111	G5BZF4	998	1108	0.043504504504504514	110
P46061	PF07834	413	586	7.963126436781612	173	G5BVC9	409	582	5.261810344827588	173
P46061	PF13516	113	129	0.0	16	G5BVC9	114	130	0.0	16
P46061	PF13516	292	304	0.053076923076923084	12	G5BVC9	293	305	0.053076923076923084	12
P46061	PF13516	322	340	0.0	18	G5BVC9	323	341	0.0	18
A2AKX3	PF13086	1909	2192	2.1702007042253504	283	G5AT46	1929	2212	2.5578661971830976	283
A2AKX3	PF13087	2200	2399	6.6025350000000005	199	G5AT46	2220	2419	7.015414999999997	199
A2AHC3	PF08683	1443	1560	4.216584745762713	117	G5B6C2	1565	1672	4.6055	107
A2AHC3	PF11971	268	309	6.0509523809523795	41	G5B6C2	372	413	6.023928571428572	41
A2AHC3	PF17095	861	916	0.06089285714285714	55	G5B6C2	971	1026	0.047803571428571424	55
Q9QXQ1	PF00233	171	381	4.027620853080569	210	G5C1A5	224	433	1.1386190476190474	209
Q7TPD6	PF00076	71	121	8.285529411764704	50	G5BSN5	1	51	8.477254901960784	50
Q7TPD6	PF00076	132	197	5.047439393939394	65	G5BSN5	62	127	4.9757424242424255	65
Q7TPD6	PF00076	223	289	0.7300895522388058	66	G5BSN5	153	218	0.11987878787878788	65
Q8C796	PF00249	329	373	2.861399999999999	44	G5B6G1	313	357	2.902755555555556	44
Q8C796	PF01448	45	96	1.182019230769231	51	G5B6G1	29	80	1.1985576923076924	51
O70362	PF00882	50	206	5.089936305732488	156	G5BJY2	29	149	7.570239669421487	120
O70362	PF01839	378	414	7.587621621621622	36	G5BJY2	320	356	8.904324324324325	36
O70362	PF01839	444	482	11.757794871794871	38	G5BJY2	388	426	17.073948717948717	38
O70362	PF01839	508	541	5.082323529411765	33	G5BJY2	452	485	4.456735294117646	33
P10166	PF00010	285	336	7.026846153846152	51	G5C409	282	333	7.408749999999999	51
P10166	PF01056	0	124	0.017896000000000002	124	G5C409	1	125	0.017352000000000003	124
P10166	PF01056	129	218	0.3818888888888888	89	G5C409	130	219	0.4025555555555556	89
Q9JIY0	PF00169	22	129	5.39771296296296	107	G5BH29	15	122	5.364055555555557	107
Q9QZR5	PF00069	198	526	0.8373313069908813	328	G5B560	159	487	0.8504255319148933	328
O54998	PF00254	43	136	4.292946808510639	93	G5B0U3	106	199	5.450744680851064	93
O54998	PF13499	148	209	0.0	61	G5B0U3	211	272	0.0	61
Q8BI66	PF00096	139	162	0.0	23	G5AZR1	142	165	0.014541666666666666	23
Q8BI66	PF00096	338	360	0.0	22	G5AZR1	330	352	0.0	22
Q8BI66	PF00096	476	498	0.0	22	G5AZR1	470	492	0.0	22
Q8BI66	PF00096	504	526	0.06760869565217391	22	G5AZR1	498	520	0.06804347826086958	22
Q8BI66	PF00096	532	554	0.0	22	G5AZR1	526	548	0.0	22
Q8BI66	PF13894	447	469	0.0	22	G5AZR1	441	463	0.0	22
Q8VD72	PF13176	294	303	9.233700000000002	9	G5BRE0	298	306	10.319666666666668	8
Q63810	PF13499	21	77	0.1043157894736842	56	G5BA16	7	63	0.10866666666666666	56
Q63810	PF13499	88	155	2.3776029411764696	67	G5BA16	74	141	2.0266417910447747	67
P28656	PF00956	75	344	4.5092740740740735	269	G5AXD0	71	340	4.507229629629629	269
Q9WUD6	PF00110	39	331	0.3212764505119455	292	G5CAE0	20	312	0.31906825938566546	292
Q6P2B1	PF08389	101	247	16.769965986394563	146	G5BH91	102	248	16.776816326530618	146
A7DTG3	PF06031	107	141	4.022228571428571	34	G5BAM8	108	142	3.4159428571428565	34
P70399	PF09038	1479	1600	3.7295819672131145	121	G5BM49	1429	1550	3.7305737704918034	121
P70399	PF18428	1863	1965	11.249747572815533	102	G5BM49	1813	1915	11.250902912621358	102
Q99PW4	PF06293	62	215	4.295227272727272	153	G5B7R3	65	218	4.890837662337663	153
Q61999	PF00011	114	175	0.3064193548387097	61	G5C0H0	129	190	0.05025806451612905	61
Q5NCX5	PF07177	59	206	4.090351351351351	147	G5B5B3	27	174	4.085277027027027	147
Q5NCX5	PF07177	321	483	10.953171779141105	162	G5B5B3	267	429	10.95405521472393	162
Q5NCX5	PF07177	524	686	2.2915460122699387	162	G5B5B3	470	632	2.2922392638036806	162
Q5NCX5	PF07177	720	883	3.70245731707317	163	G5B5B3	666	827	2.56417901234568	161
Q5NCX5	PF07177	917	1084	3.110369047619048	167	G5B5B3	861	1028	2.8849285714285715	167
Q5NCX5	PF07177	1134	1292	6.1384402515723275	158	G5B5B3	1078	1235	6.395177215189872	157
A6PWV5	PF01388	112	189	7.166128205128207	77	G5B062	115	191	7.285909090909095	76
P09240	PF00918	42	114	0.042273972602739726	72	G5ALX5	1	73	0.22399999999999998	72
Q7TS75	PF09422	94	473	0.13663421052631572	379	G5C4Z6	95	446	0.13338636363636364	351
Q7TS75	PF09422	474	554	0.019444444444444445	80	G5C4Z6	447	527	0.2670370370370371	80
Q925E0	PF00595	73	152	0.35925	79	G5C0Y1	73	152	1.2807375000000003	79
P30275	PF00217	186	399	3.6971355140186937	213	G5BM52	186	354	3.920479289940828	168
P30275	PF02807	58	127	0.2774857142857143	69	G5BM52	58	127	0.2788428571428571	69
Q63836	PF05694	6	471	1.9313261802575112	465	G5AK02	18	494	2.295415966386554	476
O08901	PF00069	763	849	3.0187356321839083	86	G5APS4	857	942	0.3177093023255814	85
O08901	PF08311	8	125	3.7441271186440663	117	G5APS4	156	273	4.663152542372882	117
Q5SUD9	PF00118	372	553	17.45445604395605	181	G5C795	372	554	12.991475409836063	182
O55070	PF03372	29	278	7.612560000000002	249	G5BMH2	25	274	6.464516000000002	249
Q7TQE7	PF08014	287	506	3.6861454545454593	219	G5BAY1	293	512	4.0981590909090935	219
P35550	PF01269	93	319	8.9732422907489	226	G5APZ4	86	312	8.994132158590311	226
Q9QZB9	PF00132	101	127	0.06981481481481483	26	G5BV69	102	128	0.06981481481481483	26
P19123	PF13499	93	157	0.0	64	G5BUM2	101	165	0.0	64
P19123	PF13833	31	83	9.931849056603774	52	G5BUM2	39	91	9.927207547169813	52
Q99JF8	PF00855	4	85	4.350756097560975	81	G5B729	5	86	4.372012195121951	81
Q8BHB7	PF15032	0	408	0.7652811735941321	408	G5B1X6	1	368	0.5386185286103542	367
Q9WTI7	PF00063	48	717	5.093495522388063	669	G5BCW0	49	718	5.8401791044776115	669
Q9WTI7	PF00612	736	753	0.0	17	G5BCW0	737	754	0.0	17
Q9WTI7	PF00612	758	775	1.435	17	G5BCW0	759	776	1.4341111111111111	17
Q9WTI7	PF06017	873	1039	3.360497005988027	166	G5BCW0	874	1040	3.3754011976047904	166
Q9CQU0	PF13899	55	117	6.319634920634923	62	G5AUH8	1	63	1.4529523809523808	62
Q91VU7	PF01142	250	640	2.04879283887468	390	G5BI37	247	637	2.2153836317135567	390
O08848	PF05731	17	328	7.2864038461538465	311	G5ASG4	18	329	6.171179487179482	311
Q80VP9	PF05118	165	324	3.46519375	159	G5BGM2	192	351	7.627218749999999	159
Q80TK0	PF15363	1194	1238	0.0	44	G5AZX4	1357	1401	0.015272727272727271	44
P30051	PF01285	31	96	0.016303030303030302	65	G5C7T3	17	82	0.020303030303030302	65
P30051	PF17725	214	422	9.198253588516746	208	G5C7T3	200	408	9.279267942583731	208
P61372	PF00412	16	73	0.18010344827586208	57	G5C265	17	74	0.11829310344827587	57
P61372	PF00412	78	132	0.0	54	G5C265	79	133	0.0	54
P61372	PF00046	182	237	0.0	55	G5C265	183	238	0.0	55
Q9CZ00	PF04440	16	151	0.17497794117647056	135	G5APG9	148	281	0.1850671641791045	133
Q8K5A4	PF00071	6	176	3.692087719298249	170	G5APX1	7	142	3.738786764705882	135
Q8C0P7	PF18479	879	996	3.6920762711864388	117	G5AKH3	876	993	3.658186440677965	117
Q6P5D3	PF00270	552	704	10.345882352941182	152	G5CA68	551	703	9.694843137254905	152
Q6P5D3	PF00271	832	969	7.437123188405796	137	G5CA68	830	967	7.403449275362322	137
Q6P5D3	PF00642	302	322	0.0	20	G5CA68	302	322	0.0	20
Q6P5D3	PF04408	1040	1139	8.08112	99	G5CA68	1038	1136	6.435626262626263	98
Q6P5D3	PF05773	245	301	2.7398070175438587	56	G5CA68	246	300	2.8297636363636363	54
Q6P5D3	PF07717	1214	1311	4.417163265306123	97	G5CA68	1212	1309	1.9223367346938776	97
Q8VHQ4	PF00071	15	173	6.6603333333333365	158	G5BXW6	16	174	6.199534591194968	158
Q8VHQ4	PF07525	188	222	0.11714285714285713	34	G5BXW6	189	223	0.09762857142857144	34
Q8BP71	PF00076	182	248	6.436149253731344	66	G5BY13	122	188	6.427149253731344	66
Q8BP71	PF12414	323	420	0.07100000000000004	97	G5BY13	259	356	0.07081632653061225	97
P39429	PF00097	33	71	2.3656153846153845	38	G5BEI4	34	72	0.11151282051282052	38
P39429	PF02176	177	234	0.0	57	G5BEI4	246	303	0.0	57
P39429	PF16673	266	329	7.030328124999999	63	G5BEI4	335	398	6.973265624999998	63
O88396	PF01025	57	216	0.4863	159	G5C3A6	34	193	0.4390687500000003	159
Q99KX1	PF10248	25	197	0.17064739884393065	172	G5CAQ6	26	198	0.17064739884393065	172
Q9QWV4	PF10248	25	200	0.01823863636363636	175	G5BVR2	1	191	0.026937172774869112	190
Q99PV5	PF00010	46	98	1.5145094339622638	52	G5BQA4	47	99	1.6148113207547172	52
Q99PV5	PF07527	130	169	1.0875	39	G5BQA4	131	170	1.1094500000000005	39
P97821	PF00112	229	455	2.847101321585903	226	G5C2H0	230	456	2.213511013215858	226
P97821	PF08773	24	140	13.7332735042735	116	G5C2H0	25	141	15.789940170940163	116
Q9D051	PF02779	31	205	2.148817142857144	174	G5BUK7	32	206	2.142748571428572	174
Q9D051	PF02780	225	348	2.297975806451613	123	G5BUK7	226	349	1.8597258064516131	123
Q80UV9	PF00439	1422	1490	0.026956521739130438	68	G5BCY6	1128	1196	0.026608695652173917	68
Q80UV9	PF00439	1533	1614	0.5985853658536586	81	G5BCY6	1239	1320	0.5746585365853659	81
Q80UV9	PF09247	24	85	4.892306451612907	61	G5BCY6	5	66	5.221370967741937	61
Q80UV9	PF12157	668	1047	2.50377894736842	379	G5BCY6	443	862	3.4513428571428566	419
Q80UV9	PF15288	1281	1317	0.01864864864864865	36	G5BCY6	1017	1052	1.066611111111111	35
Q9JID9	PF00017	408	485	3.723807692307693	77	G5AXB0	401	480	5.725537499999998	79
Q9JID9	PF00169	204	297	0.34384042553191496	93	G5AXB0	198	291	0.24136170212765956	93
Q9JID9	PF08916	16	72	11.702789473684213	56	G5AXB0	6	62	0.4462456140350877	56
Q7TQK4	PF15985	195	242	0.9286458333333332	47	G5C1D5	196	243	0.9635833333333332	47
Q3UGS4	PF14799	5	90	0.08746511627906976	85	G5BJ75	1	86	0.08801162790697675	85
Q9D7Z6	PF08434	24	289	1.7680902255639095	265	G5CB31	25	294	1.5018037037037029	269
Q9D7Z6	PF13519	308	414	9.810607476635512	106	G5CB31	313	419	9.69129906542056	106
P97311	PF00493	362	512	5.835688741721853	150	G5AQB0	17	166	6.981053333333332	149
P97311	PF18263	723	807	3.705082352941174	84	G5AQB0	157	240	2.567083333333334	83
P62311	PF01423	20	95	1.9587894736842104	75	G5ANS5	15	90	1.9677368421052632	75
P20443	PF00339	22	179	3.3983037974683548	157	G5BXG3	23	180	4.465227848101263	157
P20443	PF02752	200	346	7.4232108843537405	146	G5BXG3	201	346	9.67644520547945	145
Q9D305	PF05485	4	79	0.0	75	G5BSY2	5	80	0.0	75
A2AR02	PF00160	11	174	2.8063292682926835	163	G5C8Q3	12	175	2.8043109756097566	163
Q99JY4	PF01963	66	306	8.571282157676345	240	G5B2I4	67	307	8.53675518672199	240
Q3TIR3	PF10165	66	498	7.313688221709003	432	G5AUC1	67	499	8.496965357967662	432
Q99L90	PF00498	362	434	3.1085342465753425	72	G5AU17	417	489	3.965	72
Q99L90	PF13325	133	330	5.684601010101009	197	G5AU17	153	350	5.232813131313131	197
Q80WG7	PF00041	430	496	0.10074626865671643	66	G5C1J1	488	552	0.972123076923077	64
Q80WG7	PF18568	358	399	2.0399047619047623	41	G5C1J1	416	456	0.7028536585365853	40
Q8BMS1	PF00378	46	221	1.2968238636363627	175	G5CBK7	47	222	1.2559488636363634	175
Q8BMS1	PF00725	543	638	1.5064270833333333	95	G5CBK7	544	639	1.6299062500000003	95
Q8BMS1	PF00725	675	752	1.8443974358974369	77	G5CBK7	676	753	1.927320512820512	77
Q8BMS1	PF02737	363	540	3.4668033707865167	177	G5CBK7	364	541	3.2182528089887636	177
Q91VN1	PF00096	250	272	0.6388695652173912	22	G5C294	251	273	0.6403913043478261	22
Q91VN1	PF00096	280	300	0.11304761904761905	20	G5C294	281	301	0.11333333333333336	20
Q91VN1	PF00096	306	328	0.0	22	G5C294	307	329	0.0	22
Q91VN1	PF00096	334	356	0.0	22	G5C294	335	357	0.0	22
Q91VN1	PF02023	47	135	1.0686966292134834	88	G5C294	48	136	1.0505617977528092	88
Q99LC9	PF00004	466	593	8.123843749999999	127	G5BNK8	466	607	6.2015563380281735	141
Q99LC9	PF00004	740	870	8.936007633587785	130	G5BNK8	754	884	9.441885496183204	130
Q497I4	PF00038	95	405	0.6880064308681674	310	G5B0N2	93	397	0.6926393442622951	304
Q9JK83	PF00595	157	235	1.2352278481012662	78	G5AZ00	161	239	1.2330379746835447	78
Q9JK83	PF00564	17	94	0.5368589743589743	77	G5AZ00	21	98	0.5357564102564104	77
Q9DD18	PF02580	1	145	4.171986206896552	144	G5CBB5	2	146	4.104434482758618	144
A2ARM1	PF09770	263	401	6.6671654676259005	138	G5BWT3	236	374	10.849467625899283	138
Q61644	PF00611	21	95	0.0	74	G5BCG0	25	99	0.15205333333333335	74
Q61644	PF14604	405	438	0.0	33	G5BCG0	389	422	0.0	33
Q9CZJ6	PF03226	75	155	1.5517407407407409	80	G5BEA1	5	90	2.1030465116279067	85
Q9CQ26	PF01398	253	360	2.265083333333333	107	G5AXH1	254	361	3.35924074074074	107
Q9CQ26	PF08969	11	115	8.354419047619048	104	G5AXH1	12	116	8.348333333333333	104
P68040	PF00400	7	43	3.4490270270270265	36	G5B7J7	8	44	3.4445945945945944	36
P68040	PF00400	54	90	0.038783783783783776	36	G5B7J7	55	91	0.038783783783783776	36
P68040	PF00400	96	132	10.771648648648648	36	G5B7J7	103	139	10.766000000000002	36
P68040	PF00400	145	177	6.37448484848485	32	G5B7J7	152	184	6.375212121212125	32
P68040	PF00400	187	219	0.8099090909090909	32	G5B7J7	194	226	0.8085757575757576	32
P68040	PF00400	224	259	1.9649444444444448	35	G5B7J7	231	266	1.9619722222222225	35
P68040	PF00400	285	309	1.2335200000000002	24	G5B7J7	292	316	1.5533200000000005	24
O08915	PF00254	28	90	0.5680158730158732	62	G5BSA1	29	91	0.9228412698412698	62
Q8BMA3	PF00536	5	66	0.0	61	G5BQ79	6	67	0.026338709677419355	61
Q8BMA3	PF00595	212	282	0.5369718309859156	70	G5BQ79	213	283	0.7380563380281691	70
Q8BMA3	PF06663	332	544	1.1362441314553993	212	G5BQ79	333	538	1.5086310679611652	205
Q8BMA3	PF10534	80	170	9.967725274725273	90	G5BQ79	81	170	9.844399999999997	89
Q9R1P3	PF00227	4	182	9.306837988826812	178	G5C6E5	5	183	9.250128491620114	178
Q61846	PF00069	10	262	8.41082608695652	252	G5AS57	11	263	8.971897233201584	252
Q61846	PF02149	599	641	0.06958139534883721	42	G5AS57	607	649	0.0521860465116279	42
Q9D2F5	PF07004	193	214	0.07500000000000001	21	G5BHX2	134	155	0.08872727272727272	21
Q9D2F5	PF07004	231	244	0.0	13	G5BHX2	171	184	0.0	13
Q9D2F5	PF07004	274	290	0.04847058823529412	16	G5BHX2	236	251	0.007875	15
Q9D2F5	PF07004	312	322	0.0	10	G5BHX2	274	283	0.0	9
P58252	PF00009	17	358	4.4055233918128645	341	G5BZB8	18	359	4.397309941520462	341
P58252	PF00679	738	825	3.9169090909090927	87	G5BZB8	739	826	3.9169090909090927	87
P58252	PF03144	410	484	5.0575066666666695	74	G5BZB8	411	485	4.687693333333336	74
P58252	PF03764	621	736	1.553008620689655	115	G5BZB8	622	737	1.553008620689655	115
P58252	PF14492	502	563	0.10554838709677418	61	G5BZB8	503	564	0.10554838709677418	61
Q8BRB7	PF00538	107	167	0.0	60	G5C7I6	107	167	0.0	60
Q8BRB7	PF00628	272	319	0.2770208333333333	47	G5C7I6	274	321	0.2777083333333334	47
Q8BRB7	PF01853	593	769	12.18101129943503	176	G5C7I6	777	1003	11.553982378854627	226
Q8BRB7	PF17772	536	588	0.0269811320754717	52	G5C7I6	720	772	0.027075471698113203	52
O35310	PF00685	58	297	2.7070166666666697	239	G5BWV3	56	295	2.3038541666666665	239
Q8BUL6	PF00169	9	111	4.579543689320389	102	G5AKF9	10	112	4.589097087378641	102
Q8BUL6	PF00169	191	286	1.21740625	95	G5AKF9	192	287	1.2499166666666668	95
Q8VCT9	PF07714	61	307	3.2971417004048584	246	G5ARW4	62	308	3.2946396761133614	246
Q33DR3	PF00348	110	310	3.638651741293531	200	G5BMP2	16	215	3.9074649999999984	199
Q9CQM5	PF06110	8	121	6.4227456140350885	113	G5B908	9	122	7.375877192982456	113
P61458	PF01329	6	97	1.8463804347826087	91	G5B1A4	19	110	1.8382717391304342	91
Q91YQ1	PF00071	8	173	4.746283132530121	165	G5BX48	9	174	4.576222891566268	165
Q99KD5	PF11701	316	504	4.557661375661372	188	G5CAB3	458	646	4.065587301587299	188
Q99KD5	PF13181	92	124	0.0	32	G5CAB3	234	266	0.0	32
Q99KD5	PF13432	26	86	0.07298360655737705	60	G5CAB3	168	228	0.07213114754098361	60
P54265	PF00069	70	338	5.7281263940520475	268	G5AUX9	71	339	5.8674386617100405	268
P54265	PF08826	471	530	0.0	59	G5AUX9	473	531	0.0	58
Q64444	PF00194	21	276	6.653031249999999	255	G5AX21	23	279	5.683042801556421	256
Q6DFV5	PF00642	180	204	0.0	24	G5BVE1	181	205	0.0	24
Q6DFV5	PF13086	641	757	3.4261111111111093	116	G5BVE1	642	758	3.4397094017094014	116
Q6DFV5	PF13086	760	832	8.85863013698631	72	G5BVE1	761	833	8.538657534246582	72
Q6DFV5	PF13087	840	1050	3.776682464454977	210	G5BVE1	841	1051	3.7987582938388624	210
Q9QZE5	PF01602	24	537	9.28903307392996	513	G5B3S5	25	538	9.277531128404668	513
Q9QZE5	PF08752	611	758	1.28972972972973	147	G5B3S5	612	758	1.0264285714285717	146
Q9QZE5	PF16381	760	872	5.000690265486725	112	G5B3S5	761	873	3.8989469026548655	112
Q921C5	PF09730	82	796	1.1179258741258735	714	G5BQK3	21	744	1.1233908839778999	723
A2A5I3	PF00188	66	206	3.672475177304965	140	G5BB40	67	207	5.337063829787233	140
A0A087WPF7	PF15336	643	855	0.5795258215962441	212	G5BIS8	604	816	0.5720328638497654	212
Q9CXH7	PF07557	464	485	0.0	21	G5B3I5	477	498	0.0	21
Q9CXH7	PF07558	21	65	8.315244444444447	44	G5B3I5	22	66	9.075644444444446	44
Q8CHH5	PF15249	707	807	0.2242772277227723	100	G5BNK2	712	812	0.0675049504950495	100
Q8CG14	PF00084	298	349	0.5809423076923077	51	G5CAS5	305	355	8.217549019607842	50
Q8CG14	PF00084	358	411	5.6150370370370375	53	G5CAS5	366	419	1.2256481481481485	53
Q8CG14	PF00089	437	674	5.235415966386554	237	G5CAS5	445	682	4.389294117647061	237
Q8CG14	PF00431	18	126	5.779779816513763	108	G5CAS5	25	133	6.150495412844037	108
Q8CG14	PF00431	174	286	8.69294690265487	112	G5CAS5	181	293	5.886884955752209	112
Q8CG14	PF14670	141	170	1.1061333333333332	29	G5CAS5	148	177	1.108866666666667	29
P23591	PF01370	9	244	6.420169491525428	235	G5AWF1	10	245	7.817110169491526	235
P15327	PF00300	5	129	7.1436480000000016	124	G5BS20	6	130	7.1459280000000005	124
P15327	PF00300	149	221	0.2235890410958904	72	G5BS20	150	222	0.3839726027397259	72
Q8VE42	PF12796	76	168	4.020193548387096	92	G5BCY5	79	171	3.2330430107526884	92
Q922Q2	PF01163	191	378	7.215760638297873	187	G5BAT3	194	381	8.83061170212766	187
O70133	PF00035	6	68	8.404396825396825	62	G5BE44	92	152	5.577540983606557	60
O70133	PF00035	182	251	2.9581714285714296	69	G5BE44	267	336	2.946742857142858	69
