proteinID_x,Aggregation_x,clusterNumber,length_x,proteinID_y,Aggregation_y,length_y,diff_length,gene_name,Pasta_Aggregation_x,Pasta_Aggregation_y
G5BLL9,4.9578230088495605,837,1243,A2RSQ0,4.350543956043952,1274,-31,Dennd5b,0.08045052126614786,0.07849293419683658
G5C1F4,1.1552551252847374,7466,439,P70348,1.0719564220183484,436,3,Gcm1,0.22779043427425982,0.22935782809228225
G5ALN7,3.164938235294116,8264,340,Q9Z130,3.579933554817277,301,39,Hnrnpdl,0.2941176443617645,0.3322259176923588
G5BE86,5.005965346534656,1572,1010,Q64737,4.176594059405934,1010,0,Gart,0.0990099014494802,0.09900990335318166
G5AK40,1.8280607235142117,531,1548,Q9WV30,1.8557307692307703,1534,14,Nfat5,0.06459948171214862,0.06518904791097149
G5AZK8,5.46714746543779,11975,217,Q9DC70,4.932383928571431,224,-7,Ndufs7,0.4608294876433177,0.44642855373339324
G5BTD5,3.214132720105126,5037,761,P98064,2.687974431818181,704,57,Masp1,0.13140604755434934,0.14204545478007072
G5ANK5,0.022364864864864865,14469,74,Q61012,0.010472972972972974,74,0,Gngt1,1.3513513013918925,1.3513513592837838
G5C0C9,3.433732142857143,3115,784,Q8K1N1,3.5096610824742283,776,8,Pnpla8,0.1275510211979069,0.12886597971016056
G5BH40,2.6958270547945204,6426,584,Q61508,1.9311860465116273,559,25,Ecm1,0.17123288241791115,0.1788908747473455
G5BM81,4.489045454545452,9152,374,Q8R3F5,3.9112230971128614,381,-7,Mcat,0.26737968216679164,0.26246719243107003
G5BR03,2.0460501193317424,6927,419,A2APC3,1.5212082429501097,461,-42,Ttll9,0.23866347681414324,0.2169197365386494
G5BT61,0.5084732824427479,13708,131,Q9D7S7,0.3514754098360657,122,9,Rpl22l1,0.7633587944671755,0.8196721429392619
G5BW93,0.6482837837837838,13343,222,Q6PKN7,0.005194805194805195,231,-9,Inca1,0.4504504505315317,0.43290044040909104
G5AS24,13.35634482758621,13912,145,Q7TPY9,5.061649006622516,151,-6,Ldoc1,0.6896551673365242,0.6622516548701852
G5BUH7,3.4743292079207886,6983,404,Q9JMA2,3.0939553349875983,403,1,Qtrt1,0.24752475277316827,0.24813895695413649
G5ALC2,1.3391145251396657,8836,358,Q9DB94,1.1329301675977652,358,0,Wdr53,0.27932960568675985,0.27932961398259754
G5BQJ4,1.3118824786324779,8188,468,G3X912,1.8475855130784713,497,-29,Sprtn,0.2136752167523934,0.20120724128758527
G5C500,0.09818783068783071,11410,378,A2A7Y5,1.658963824289405,387,-9,Miip,0.26455026963968253,0.25839793653488347
G5BZC1,0.4172878598247812,4914,799,P21619,0.6094614093959732,596,203,Lmnb2,0.1251564439992116,0.16778523890318806
G5C0P6,1.2620585774058581,14360,239,Q8BP01,0.8241494252873566,174,65,Vmac,0.41841003893430967,0.5747126446810343
G5BHM3,1.79558442503639,637,1374,Q6PDH0,1.0975601750547048,1371,3,Phldb1,0.07278020329126637,0.07293946025744333
G5AQI4,1.862209039548023,12653,177,Q9D868,5.353404255319148,188,-11,Ppih,0.5649717374124296,0.5319148871796276
G5B800,2.0889022222222215,954,1125,Q8CH18,1.9819904013961585,1146,-21,Ccar1,0.0888888897406364,0.08726003829323657
G5BBD8,3.665003558718861,6664,562,O88888,2.518574430823118,571,-9,Apba3,0.17793594166491822,0.1751313506584406
G5C7T0,2.9549203354297724,4830,477,Q80X66,2.9667368421052682,475,2,Btbd10,0.20964360753277986,0.21052631904272212
G5AR24,5.015750465549347,6922,537,Q922H1,5.163714285714283,532,5,Prmt3,0.18621974089050095,0.18796991878772848
G5AYV4,5.646757142857142,14599,70,A0A2I3BQS8,8.737728571428569,70,0,,1.4285713971285714,1.428571468957142
G5B538,6.265156626506026,12332,166,Q9D0W5,6.711981927710845,166,0,Ppil1,0.6024096511684937,0.6024096529036144
G5ALC6,2.1240697674418607,13821,129,Q9CQA8,6.184079754601227,163,-34,Cep19,0.7751937989457367,0.6134968752238651
G5BFE7,2.419481481481482,10616,243,Q01730,2.339046931407942,277,-34,Rsu1,0.41152263170477354,0.3610108349018774
G5AMX5,2.414732209737828,7993,534,Q8VHI6,0.9766946107784433,501,33,Wasf3,0.18726590208927033,0.19960079628254368
G5AWC9,3.213794223826712,935,1108,E9Q634,3.271163504968385,1107,1,Myo1e,0.09025270762006238,0.09033423535211589
G5C0D3,6.1119505649717585,5220,708,Q9ESX5,6.609946954813359,509,199,Dkc1,0.14124293622356493,0.19646365473051963
G5AP58,6.421470304975914,569,1869,Q684R7,5.601293016887267,2191,-322,Frem1,0.053504547724866416,0.04564125993304659
G5B0E8,3.4767449494949476,6547,396,Q3TIR1,3.5246330935251766,417,-21,Trappc13,0.2525252560434341,0.23980815288843868
G5CAZ7,2.877126984126983,11075,315,Q8CHR9,2.3924952380952362,315,0,Pih1d2,0.31746031424380955,0.31746032048518424
G5BC53,3.3189371980676414,2981,828,P20918,1.7328460591133024,812,16,Plg,0.1207729461972838,0.1231526852063686
G5C813,8.779338582677166,13743,127,Q9D289,6.807613924050629,158,-31,Trappc6b,0.7874015886850395,0.6329113737025318
G5BJZ6,6.24598717948718,10520,234,P49722,6.246692307692307,234,0,Psma2,0.4273504192948716,0.4273504223773504
G5BEG0,5.861637268847795,2712,703,Q8VCB3,5.9220411931818155,704,-1,Gys2,0.14224751410038816,0.1420454499051699
G5BCH2,1.303087671232877,5375,730,Q06649,1.4125742397137748,559,171,Sh3bp2,0.13698630039944165,0.17889087696741207
G5AN83,0.002208480565371025,11926,283,Q91WA1,0.0,278,5,Tipin,0.35335689579752644,0.35971222874244607
G5ANZ3,0.6312181818181819,14713,55,Q63871,0.6913620689655169,58,-3,Polr2k,1.8181817978545451,1.7241379171362063
G5ARM9,1.8884159482758616,4792,464,P61979,1.894829373650108,463,1,Hnrnpk,0.21551723872367648,0.21598271953699294
G5C3H2,0.9444152046783626,9537,342,P19426,0.8543200000000004,375,-33,Nelfe,0.292397658977193,0.2666666660234667
G5C339,4.908031914893619,9181,282,Q6P566,4.623656028368796,282,0,Lix1,0.354609922765851,0.3546099244779786
G5B4Q1,2.223702947845804,8884,441,P57725,2.6270080645161276,372,69,Samsn1,0.22675737467916104,0.26881719012670446
G5B0F3,1.3714939999999993,5937,500,Q8BHN1,1.4964675572519095,524,-24,Txlng,0.20000000053193998,0.19083969763822523
G5BK48,0.9925454545454545,14293,99,P56375,0.616622641509434,106,-7,Acyp2,1.0101010044747483,0.9433962416084907
G5C4K0,3.391706717123938,5919,1057,Q5SUV2,2.5701952789699583,932,125,Mycbpap,0.09460737703507466,0.10729613775308632
G5C9J5,5.744852760736196,8194,326,Q64261,5.741969325153375,326,0,Cdk6,0.3067484645400308,0.3067484556489326
G5AYW3,0.4320607553366174,280,1827,Q8BKI2,0.4382994475138121,1810,17,Tnrc6b,0.05473453753723476,0.05524861938086062
G5B8K6,6.935660000000002,14305,100,P50543,6.452204081632654,98,2,S100a11,1.0000000017979993,1.0204081916306127
G5ARE8,5.1109474789915925,5286,476,P11152,6.135881856540082,474,2,Lpl,0.21008403157657562,0.21097046232261848
G5B521,8.081031078610605,4168,547,Q8BMF3,7.514649006622515,604,-57,Me3,0.182815356148629,0.16556291276059787
G5ASG9,2.6769808612440182,12104,209,Q9JL25,1.7363110047846886,209,0,Rgs1,0.47846889144976085,0.47846889643062224
G5C9X8,2.117883333333333,11764,240,Q9JL10,2.2347627118644064,236,4,Sertad1,0.4166666619339043,0.42372882101079756
G5BSG9,4.433853932584266,10387,801,E9Q492,1.7071204819277104,415,386,Pgbd1,0.12484394690678029,0.24096385217038252
G5ASQ3,2.103939346811818,8701,643,Q5SX79,1.5245844471445926,823,-180,Shroom1,0.15552099603945715,0.12150668419747568
G5ATP4,3.267570719602975,6481,806,Q925I1,4.451714043993233,591,215,Atad3,0.12406947922464025,0.1692047374476502
G5B0S9,0.2525633802816901,13361,142,Q9CWG9,0.2436433566433567,143,-1,Bloc1s2,0.7042253645985913,0.6993007166986013
G5AVG6,2.116832236842104,8584,304,Q7M759,2.2375034722222225,288,16,Abhd17b,0.32894736853490114,0.3472222205659723
G5C6I8,2.7168393088552887,233,2315,A2AQP0,3.135147861926845,1941,374,Myh7b,0.043196544093335995,0.05151983660951101
G5AWI5,1.7898020304568532,6335,394,P28650,2.3469606126914706,457,-63,Adssl1,0.2538071054995178,0.2188183849062923
G5B887,3.9430982800982806,6255,407,P63034,3.920755000000001,400,7,Cyth2,0.24570025035377405,0.2500000022513947
G5AXP3,8.017744680851072,13828,141,A2AE20,7.703693750000001,160,-19,Spaca5,0.7092198224815692,0.6249999944799531
G5BCZ8,4.37806168224299,4733,535,O08537,3.7358735849056592,530,5,Esr2,0.18691589040128034,0.18867924461812074
G5BZ86,4.476812499999999,8847,320,Q9CYK2,5.492157458563537,362,-42,Qpct,0.3124999855394062,0.27624308947476156
G5ASU2,2.773588942307694,2173,832,Q9DBT9,2.0445903337169167,869,-37,Dmgdh,0.12019230840903859,0.11507479757265941
G5AZ01,1.8539851694915237,2655,944,A1L3T7,1.9654957356076763,938,6,Ripor3,0.10593220430102751,0.1066098096052131
G5B642,2.2537090909090907,6294,385,Q9Z0H3,2.2537090909090907,385,0,Smarcb1,0.2597402527587012,0.25974026177481546
G5AUK3,3.380475095785442,9855,261,Q9R1P0,3.4009731800766283,261,0,Psma4,0.38314176503409947,0.3831417675081226
G5B459,5.682828715365238,12713,397,Q8BJQ4,3.6543879310344822,232,165,Ticam2,0.25188917224455926,0.43103448172051745
G5ARG6,1.6023032258064518,3943,620,Q8K2Q9,0.1700903328050714,631,-11,Shtn1,0.16129032191281711,0.15847860304128275
G5AKB3,4.0405302144249555,2126,1026,Q8R5F7,3.3544995121951193,1025,1,Ifih1,0.09746588418639598,0.0975609736957141
G5AWF6,5.6464368530020685,9837,483,Q9D8T2,4.884036960985627,487,-4,Gsdmdc1,0.20703933588254872,0.2053388098425742
G5C2Y9,1.3722024539877304,8265,326,P47930,0.5948282208588955,326,0,Fosl2,0.3067484687981901,0.3067484616807973
G5BJ93,4.594007042253521,11831,284,P08074,4.514336065573769,244,40,Cbr2,0.35211267997075696,0.4098360665481147
G5BD58,4.680169435215945,9203,301,Q99L13,2.984017910447763,335,-34,Hibadh,0.33222591853056493,0.2985074571229853
G5B6W7,3.838768953068591,9529,277,P70195,4.203978339350178,277,0,Psmb7,0.3610108331779784,0.36101083124949485
G5ALL2,4.498200362100178,57,3314,Q60847,4.318677884615384,3120,194,Col12a1,0.030175014302011496,0.032051282572832476
G5BQQ3,2.560610337972166,5321,503,Q00422,2.8695528634361223,454,49,Gabpa,0.19880716026147313,0.22026431903943852
G5BPF6,6.471113095238096,5081,504,Q64133,7.721503802281375,526,-22,Maoa,0.19841269596146824,0.19011406877288714
G5BXA5,3.3592253349573684,3193,821,Q8K2I4,5.685733788395914,879,-58,Manba,0.12180267819898917,0.11376564309790568
G5BMW3,2.440024911032027,9363,281,O35626,2.4168250000000007,280,1,Rasd1,0.35587189534222063,0.3571428542708749
G5BQ86,4.136595059076263,5632,931,Q148R4,1.75120255653884,1017,-86,Spink5,0.10741138366174371,0.0983284171146016
G5B780,2.097047923322683,9488,313,Q8R216,1.5833303303303303,333,-20,Sirt4,0.31948882069424916,0.3003002956586217
G5B9E6,3.0344078578110416,1285,1069,Q80U19,2.9498744394618828,1115,-46,Daam2,0.09354536812403996,0.08968609959890905
G5AY47,3.5635414572864352,3557,796,Q9CUL5,4.231571761960332,857,-61,Iqca1,0.12562813996204888,0.1166861155981809
G5BH45,3.455042296072508,9593,331,O70370,2.4492382352941173,340,-9,Ctss,0.3021148008275226,0.2941176429583532
G5B8Q7,6.50094753086419,1585,972,P17426,5.423728761514843,977,-5,Ap2a1,0.1028806574708042,0.10235414593770938
G5C5W3,3.0400049464138523,2350,1213,Q8BKF1,3.464229494614754,1207,6,Polrmt,0.08244023160550706,0.08285004134609329
G5B6W1,0.6217721854304636,3422,755,Q9CW79,1.3127097625329809,758,-3,Golga1,0.13245033358945696,0.1319261193274552
G5BZJ5,8.63256308411215,2961,856,E9PXX8,7.837171562867222,851,5,Macc1,0.11682243127895207,0.1175088114009575
G5B6W0,9.493346975088981,4119,562,Q8C8N2,7.796849834983502,606,-44,Scai,0.17793595073494642,0.1650165010581771
G5BNQ2,3.255383077472329,133,2801,O55225,2.005801030927834,2910,-109,Otog,0.03570153580510151,0.034364260660784046
G5C616,2.642219948849104,6379,393,Q8C5D8,1.675526570048309,621,-228,Pias2,0.25445292289524174,0.16103059551207755
G5AX78,2.8776197183098597,600,1491,Q01320,2.5455562827225124,1528,-37,Top2a,0.06706908084703685,0.06544502486266296
G5AVA5,5.041919821826286,6528,449,Q8C0L6,4.604458333333334,504,-55,Paox,0.2227171521504229,0.19841270093805555
G5BG39,10.23471129707113,10207,239,Q91UZ4,9.93173640167364,239,0,Egln3,0.4184100308315062,0.41841005036450224
G5C650,1.1871079812206564,7159,426,Q8R0K9,1.1739195121951223,410,16,E2f4,0.23474178788438946,0.24390243488656327
G5B8Y4,4.339649635036498,13954,137,P52760,1.960799999999999,135,2,Rida,0.729927019786861,0.7407407613259264
G5BNI3,8.480890025575443,9042,391,Q9D7R7,9.393270408163268,392,-1,Pgc,0.2557544720337594,0.2551020390415972
G5C627,3.042299999999999,7958,410,P08414,2.676603411513858,469,-59,Camk4,0.2439024397809102,0.21321961615055904
G5AQP2,0.06644657534246574,7928,365,Q9CYH6,0.04816438356164384,365,0,Rrs1,0.2739726035764382,0.2739726042452056
G5BFL7,2.644701863354036,3699,805,Q9D5S7,2.489202439024387,820,-15,Lrguk,0.12422360372436637,0.12195121934234225
G5C2B8,2.384811338289964,2828,1076,E9Q6H8,1.8560346729708417,1269,-193,Plekha5,0.09293680151351026,0.07880220668260833
G5B6C0,4.01863959390863,3892,591,Q9DCM7,4.072989761092153,586,5,Nacc2,0.16920473571229436,0.17064846051840743
G5B689,0.10641908713692948,5858,482,Q6PE65,0.04739004149377591,482,0,Gpatch2l,0.20746887642717854,0.207468880605394
G5C0S1,2.0979883551673932,4484,687,P33215,2.3273181818181823,660,27,Nedd1,0.14556040720195051,0.1515151499781513
G5C2H4,2.6022977707006394,3455,628,P48025,2.227689984101751,629,-1,Syk,0.15923567079100803,0.15898251329235333
G5CBH2,6.401226708074536,9543,322,Q8CEE7,9.659559880239527,334,-12,Rdh13,0.31055900462673913,0.2994011985550327
G5ALQ2,1.5048452380952377,10163,252,Q9CWR2,1.8497266355140176,428,-176,Smyd3,0.3968254000543649,0.23364485948177574
G5BL25,5.901055710306407,1762,1077,Q9D565,5.688754143646405,1086,-9,Wdr64,0.09285050955607704,0.09208103336510697
G5B035,0.0,14620,107,Q8VC23,0.0,124,-17,,0.934579446542056,0.8064516013032257
G5BG88,3.3874622792937403,3285,623,P53668,3.126724884080371,647,-24,Limk1,0.16051364295278264,0.15455950742223515
G5APH4,0.6682743142144638,7019,802,Q8K1S6,0.5890194986072422,718,84,Spire2,0.1246882757004114,0.1392757646243524
G5B6I1,0.0973245227606461,4117,681,Q810V0,0.12640528634361226,681,0,Mphosph10,0.14684287357920714,0.14684288084606456
G5B4C5,2.741908212560388,9946,416,Q5U465,0.32216199999999995,500,-84,Ccdc125,0.24038461754826515,0.19999999906804017
G5C4F6,0.7798206627680312,5596,513,Q3THK3,1.0809507874015747,508,5,Gtf2f1,0.19493177637253412,0.19685039602000018
G5C861,0.11685064935064933,12478,154,Q9QYK7,0.11685064935064933,154,0,Rnf11,0.6493506383996693,0.6493506420861833
G5BCL9,3.0822986842105253,5403,760,B2RWW0,3.6296204481792693,714,46,Tagap,0.13157894776433943,0.14005602630857641
G5BTC4,6.963394505494508,1657,910,Q8VDM4,6.935791850220268,908,2,Psmd2,0.10989011092847692,0.11013215626829617
G5AUY3,2.2485128205128215,8222,351,P35584,2.1147903682719567,353,-2,Foxa3,0.28490028361053,0.28328611980410745
G5BWJ6,0.9553807106598984,14263,197,P18181,8.128029166666668,240,-43,Cd48,0.5076142138984772,0.4166666683572994
G5BJF5,3.7976928746928738,6708,407,Q8R0A7,3.6967567567567565,407,0,Kiaa0513,0.24570024576437338,0.2457002450711603
G5BMX0,5.265142131979696,11825,197,Q9CPY6,5.0707926267281085,217,-20,Gid4,0.5076142234020306,0.46082947317359435
G5B0I6,2.997395238095238,6814,420,P81117,1.1023261904761907,420,0,Nucb2,0.23809523608029287,0.23809522910610628
G5BBZ7,1.8343615023474187,5449,426,Q99MR0,1.8343615023474187,426,0,Actl6b,0.23474178709326304,0.23474178126539913
G5AMI5,7.866524523160771,2792,734,Q8C0Q9,6.2586547911547905,814,-80,Rapgef5,0.13623978192058586,0.1228501225012152
G5BMF6,5.082111111111111,12663,153,P60605,4.718539393939395,165,-12,Ube2g2,0.6535947794373206,0.606060608729697
G5AVU3,0.041462871287128715,3100,808,Q8K327,0.10806608478802987,802,6,Champ1,0.12376237641002702,0.12468828062540047
G5C2K5,4.459520295202953,9587,271,Q07079,4.5568856088560885,271,0,Igfbp5,0.36900368583426196,0.3690036874439363
G5AQR9,0.7886967741935484,12951,155,P61148,0.9888580645161292,155,0,Fgf1,0.6451612904903222,0.6451612947032257
G5BRC5,7.497891402714928,12896,221,Q8BX32,6.025148148148151,270,-49,Slx1b,0.45248869602515834,0.37037037087796315
G5AW38,0.14947491039426525,3985,558,Q9CSN1,0.14676679104477613,536,22,Snw1,0.17921147358573464,0.1865671629438807
G5BK74,4.684472455648928,2134,1071,P13705,4.122085242896425,1091,-20,Msh3,0.09337068197397304,0.09165902743806714
G5BBW8,11.636033783783786,14083,148,Q8C9X1,12.117353741496599,147,1,Sntn,0.6756756639160809,0.6802721072536387
G5B2M1,1.0398654353562016,1133,1137,Q4G0F8,1.0623180616740104,1135,2,Ubn1,0.08795074753029045,0.0881057285423533
G5AXW7,6.898738683127571,6434,486,Q3TQB2,6.405338809034909,487,-1,Foxred1,0.20576131344941886,0.20533881153234645
G5AK38,2.9397536231884023,7361,414,Q8BW10,2.1702779156327545,403,11,Nob1,0.24154589156766415,0.24813895501983385
G5B3Y4,5.5864065469904975,3409,947,Q3UP24,4.633564453124995,1024,-77,Nlrc4,0.10559661811923643,0.09765624744855554
G5C0D6,10.836488888888882,8862,360,G5E8G3,10.040095652173912,345,15,Opcml,0.27777777287833333,0.28985507360522944
G5ATF1,5.337386904761905,7790,504,E9Q5A6,5.630887128712872,505,-1,Nr1h5,0.19841269602740075,0.19801979974594058
G5BJT2,3.8927531556802255,2913,713,P49290,4.835949720670394,716,-3,Epx,0.14025245057546576,0.13966480565494963
G5AL37,4.257717678100265,8465,379,B8ZXI1,4.135407228915664,415,-36,Qtrt2,0.26385224141583125,0.2409638490286024
G5BU44,1.7193885601577907,4944,507,Q9D3A8,1.7517912524850898,503,4,Nos1ap,0.19723865589628228,0.19880715908401267
G5BKK6,1.1458946444249338,3852,1139,A0A087WP46,0.3682212978369384,1202,-63,BC034090,0.08779631224222126,0.08319467336077457
G5B8N8,2.4848344827586213,10302,290,Q9CQJ2,2.4581862068965528,290,0,Pih1d1,0.34482757551762067,0.34482760096686205
G5BRF9,1.2854555035128812,4288,854,Q60953,1.7358237288135596,885,-31,Pml,0.11709601854268613,0.11299434731786726
G5BZN3,4.070188059701492,3649,670,Q9Z184,3.6878012048192796,664,6,Padi3,0.1492537270120313,0.1506024112749216
G5BMU5,6.257589655172414,8480,580,Q24JP3,9.422204741379312,464,116,Fam178b,0.17241379577818272,0.21551723526402267
G5C4I4,2.693256880733947,9039,436,Q64205,0.013320557491289199,287,149,Dlx3,0.22935779373822723,0.3484320558580141
G5BPL1,4.100263269639066,7959,471,Q6IQY5,2.0447597402597415,616,-145,Cep70,0.2123142262717621,0.16233766565689778
G5BEH0,8.07439198218263,7259,451,Q9D4V0,5.763256198347104,363,88,Etnk1,0.22172948625370148,0.2754820942417684
G5AKR7,0.5481166666666663,9119,300,D3Z4T1,0.6836582278481015,395,-95,Celf5,0.3333333436626665,0.2531645591294683
G5C4Y1,1.0458993993994001,2026,1332,A0A0G2JGH6,0.5917550260610579,1343,-11,Zfp804b,0.07507507546244004,0.07446016520334325
G5BSI2,2.8637526178010475,3261,764,Q91ZT5,2.5784530026109667,766,-2,Fgd4,0.1308900493909254,0.13054830467774495
G5BFZ8,0.8868358490566042,4239,530,Q99NF2,0.9194454887218041,532,-2,Nsmf,0.18867924163177371,0.18796992496092108
G5BQ74,1.6118114942528736,8708,435,Q8JZM0,0.5385710144927537,345,90,Tfb1m,0.22988504638149426,0.28985507724268095
G5BVU4,5.105651131824237,2345,751,Q62181,5.094786950732361,751,0,Sema3c,0.13315579057259258,0.1331557913601726
G5BNY0,0.8530555555555556,13284,182,Q9D9W1,3.6263043478260872,207,-25,Pifo,0.5494505466192308,0.4830917906193237
G5BVN9,5.074776243093921,2691,724,Q6PDS3,5.717784530386737,724,0,Sarm1,0.13812155161056616,0.13812154672296206
G5CBA0,0.7391450094161959,8815,531,A2AMT1,1.3589133034379668,669,-138,Bfsp1,0.18832391609376475,0.14947683285471902
G5AMR5,4.149091726618707,7028,556,Q3MI99,3.0611470588235283,408,148,Ccbe1,0.17985611465275092,0.24509803673181618
G5C059,3.616532467532468,10692,231,Q9D6J6,3.3931612903225794,248,-17,Ndufv2,0.4329004395257577,0.40322580923822193
G5BN73,2.7803076923076944,1423,1599,Q9Z2V6,2.672445642407908,1113,486,Hdac5,0.06253908619025884,0.08984725770348594
G5BE43,4.601693140794225,10416,277,Q9DCJ9,4.8562718749999965,320,-43,Npl,0.3610108190808665,0.31250000313261234
G5C3S4,0.8485660377358493,11111,318,Q9D8Y8,0.40841666666666687,240,78,Ing5,0.314465416067516,0.41666666853749984
G5BIM4,5.36467777777778,10975,270,P47876,5.030632352941176,272,-2,Igfbp1,0.37037037082794116,0.3676470509287389
G5BJ57,1.9288371848739498,4847,952,Q8BKX1,0.9615028037383182,535,417,Baiap2,0.1050420160336869,0.18691588919024293
G5BM42,7.115417661097855,5143,838,P49222,5.791345875542697,691,147,Epb42,0.11933174031608598,0.14471780200272488
G5BGS6,8.45506696428571,11265,224,Q8BGU2,8.857968749999996,224,0,Cbln2,0.44642856094617883,0.44642856982949813
G5BSJ6,4.545163888888883,9008,360,P28654,4.607598870056497,354,6,Dcn,0.27777777684193855,0.2824858757069888
G5B6B7,1.4992510948905113,3417,685,Q6IR34,1.4299717682020807,673,12,Gpsm1,0.14598540140199734,0.1485884065424117
G5BML2,1.194845679012346,3805,810,E9PV24,2.3144119138149546,789,21,Fga,0.12345678901477534,0.1267427138348305
G5BJZ0,1.099656346749226,12801,323,O88513,0.0,206,117,Gmnn,0.30959752180210515,0.4854368936160194
G5AT13,5.396599056603771,2078,1060,Q2VPA6,6.039309635173059,1069,-9,Helq,0.09433962237707835,0.09354537113013445
G5B1A2,2.655396600566572,10862,353,Q7TSD4,2.288409669211196,393,-40,Tbata,0.2832861216587817,0.2544529302718482
G5C541,5.575282051282054,10483,273,Q9D5L7,5.016835164835165,273,0,Spsb1,0.3663003660996334,0.3663003679231869
G5BM27,4.1562747747747695,2363,888,Q8BVW0,3.161649220489979,898,-10,Ganc,0.112612611921295,0.11135857128261359
G5BBM2,3.3590056179775276,4720,534,Q9D483,3.232196998123825,533,1,Polr3c,0.1872659181384956,0.18761726158598885
G5C4P4,5.041885017421602,10568,287,Q91VX5,10.34032142857143,252,35,Nxph3,0.348432050075991,0.3968253979174942
G5B6I3,3.1018550531914935,2516,752,P98084,3.126181333333338,750,2,Apba2,0.13297872552841355,0.13333333275344253
G5BKT7,3.6633745019920307,10774,251,Q6NZA9,4.033815261044175,249,2,Taf9b,0.39840636864848605,0.4016064386027951
G5B8U7,2.2971232876712326,6218,438,Q8VEH8,3.9223209109730792,483,-45,Erlec1,0.22831049683910964,0.20703933568055313
G5B0R2,5.7342021857923475,1817,915,O08532,6.052794197642792,1103,-188,Cacna2d1,0.10928961479133664,0.09066183196977363
G5BJD4,4.168907894736841,14317,152,E9Q2Y0,2.444543046357616,151,1,Eid2b,0.6578947489184209,0.6622516655337087
G5BE84,6.299229899497485,3062,796,Q91ZQ1,8.367953542392573,861,-65,Pde6c,0.12562814031070477,0.11614401658634955
G5BKG4,2.2932847896440123,11320,309,Q80VT5,2.4243081967213116,305,4,2610318N02Rik,0.32362459218330086,0.32786884537364575
G5AQ08,4.465552469135795,7873,324,Q80YQ8,3.7056138107416863,391,-67,Rmnd5a,0.3086419709635805,0.25575447922306904
G5BAX4,1.0665462794918328,4403,551,P70325,1.071603260869564,552,-1,Tbx4,0.18148818891119575,0.18115941775126995
G5AS15,0.15834873949579825,13171,238,Q8K3A4,1.0742808510638298,235,3,Rhno1,0.42016808334571437,0.42553190838595756
G5BYB2,3.6524192037470717,9628,427,Q9R0X2,6.146653104925054,467,-40,Adamdec1,0.2341920392131384,0.21413276455282118
G5AYT6,7.133797029702973,11333,202,Q9DBJ6,7.13383168316832,202,0,Josd1,0.49504950261980196,0.49504950001960396
G5C462,5.02245684523809,5116,672,Q641K5,2.8108100303951375,658,14,Nuak1,0.14880952372918155,0.15197568224761665
G5C0K7,4.317072978303745,12034,507,P04370,0.053276,250,257,Mbp,0.19723866234881493,0.3999999963350001
G5AQC6,3.2464736842105264,10937,247,Q8VC57,2.7973589743589753,234,13,Kctd5,0.40485830099975717,0.42735043027538455
G5AJK4,0.3841315079059007,69,2593,Q61555,0.3676216030271756,2907,-314,Fbn2,0.03856536745449667,0.03439972430731728
G5BPW3,1.9651177370030573,1339,1308,Q8CIS0,1.975130284728213,1159,149,Card11,0.0764525977797182,0.08628127853806174
G5ARZ1,5.370154075546718,264,2012,Q3UHC2,5.375396226415097,2014,-2,Lrrk1,0.04970178846514701,0.04965243314940269
G5BW68,2.8972512820512826,5536,585,Q8VIG1,1.94545101663586,1082,-497,Rest,0.17094017065848902,0.09242144204091944
G5B6Y2,0.44590797546012284,10500,326,Q3V037,2.43489024390244,328,-2,Gm136,0.306748463232515,0.30487805937990564
G5APT3,2.1774309133489456,7672,427,Q8BIQ3,0.46247072599531597,427,0,Znf2,0.23419203811517514,0.2341920363718502
G5B8L1,8.356548387096776,13527,186,Q9R109,5.305728395061728,243,-57,Oaz3,0.537634406917527,0.4115226218305966
G5ATE4,2.8153163265306134,1543,980,Q99PP7,2.4829605954465856,1142,-162,Trim33,0.1020408165665969,0.08756567328801118
G5BXB7,4.590430952380954,7105,420,O89114,4.7924683908046,348,72,Dnajb5,0.23809523690285744,0.28735631851663507
G5BUD0,9.212650717703355,11133,209,Q9CXV9,8.193312236286927,237,-28,Dcun1d5,0.4784688453148324,0.42194093446793224
G5BEZ8,0.013258575197889179,7863,379,Q8BQB6,0.023116751269035538,394,-15,Saxo2,0.263852241246438,0.25380710871142115
G5C673,2.934338931297708,4292,655,Q99P25,2.997276988636367,704,-49,Tsnaxip1,0.15267175511120604,0.14204545406730845
G5CBK6,3.778901907356949,7782,367,Q99JY0,3.8003284210526327,475,-108,Hadhb,0.272479566679755,0.21052631548628012
G5C257,6.595884422110556,14126,199,Q9JI83,8.118976878612711,173,26,Plac1,0.5025125577793317,0.5780346787189193
G5AUS3,2.673274193548388,8598,310,Q8VEJ1,2.7332354838709665,310,0,Gpn2,0.3225806456809678,0.3225806479329674
G5C2Z1,9.01057555555555,11441,450,Q8R1Q9,13.170891640866877,323,127,Rbks,0.22222222494605776,0.30959751786942724
G5APB7,10.487406432748546,9742,342,Q8VEH6,8.631073791348602,393,-51,Cbwd1,0.2923976534891871,0.2544529227852928
G5AMJ3,0.04717514124293784,11626,177,P53996,0.04710674157303372,178,-1,Cnbp,0.5649717536101698,0.5617977742415732
G5BUG1,2.291255202628697,9598,913,Q3TN34,1.707043607532211,1009,-96,Micall2,0.10952902462638348,0.09910802985628647
